"chrom" "begin" "end" "markers" "rec_rate" "chr_length" "rec_sd" "GC" "chr_type" "rel_pos" "count_rpt" "count_SINE" "count_DNA" "count_TcM" "count_LINE" "count_LTR" "count_nonLTR" "count_genes" "count_CDS" "length_rpt" "length_SINE" "length_DNA" "length_TcM" "length_LINE" "length_LTR" "length_nonLTR" "length_genes" "length_CDS" "density_rpt" "density_SINE" "density_DNA" "density_TcM" "density_LINE" "density_LTR" "density_nonLTR" "density_genes" "density_CDS" "prop_rpt" "prop_SINE" "prop_DNA" "prop_TcM" "prop_LINE" "prop_LTR" "prop_nonLTR" "prop_genes" "prop_CDS"
"68" "LR999931.1" 12000001 14000000 17 0.461176471 15572524 0.250671158 0.325357 "Autosome" 0.834803690140404 3089 508 192 10 141 43 310 38 38 396636 89155 30148 4871 42895 9211 64745 139355 33279 1.5445 0.254 0.096 0.005 0.0705 0.0215 0.155 0.019 0.019 0.198318 0.0445775 0.015074 0.0024355 0.0214475 0.0046055 0.0323725 0.0696775 0.0166395
"69" "LR999931.1" 14000001 15572524 6 1.85 15572524 0 0.338565 "Autosome" 0.949509694125371 2153 287 130 7 135 45 251 44 44 302510 50259 15391 2469 34642 14831 79321 152136 42203 1.3691364964859 0.182509138175316 0.0826696444696551 0.00445144239451989 0.0858492461800265 0.0286164153933422 0.159616005860642 0.0279804950512679 0.0279804950512679 0.192372262680888 0.0319607204723108 0.0097874499848651 0.00157008732458137 0.0220295524901369 0.0094313345933035 0.0504418374536732 0.0967463771618112 0.0268377461965604
"70" "LR999932.1" 1 2000000 7 11.71142857 15426761 1.490004794 0.336339 "Autosome" 0.0648224536569925 3699 714 242 9 161 68 484 39 39 493377 133212 29678 1982 30865 27118 101821 252572 38284 1.8495 0.357 0.121 0.0045 0.0805 0.034 0.242 0.0195 0.0195 0.2466885 0.066606 0.014839 0.000991 0.0154325 0.013559 0.0509105 0.126286 0.019142
"71" "LR999932.1" 2000001 4000000 6 4.566666667 15426761 1.561661508 0.339295 "Autosome" 0.194467296148556 4373 856 321 13 220 58 480 64 64 601547 162868 41367 3002 47728 23017 109452 332178 62045 2.1865 0.428 0.1605 0.0065 0.11 0.029 0.24 0.032 0.032 0.3007735 0.081434 0.0206835 0.001501 0.023864 0.0115085 0.054726 0.166089 0.0310225
"72" "LR999932.1" 4000001 6000000 4 2.2625 15426761 2.615509829 0.328986 "Autosome" 0.32411213864012 3538 604 275 14 167 58 340 78 78 466644 117710 42547 3138 39267 8333 85302 290270 79739 1.769 0.302 0.1375 0.007 0.0835 0.029 0.17 0.039 0.039 0.233322 0.058855 0.0212735 0.001569 0.0196335 0.0041665 0.042651 0.145135 0.0398695
"73" "LR999932.1" 6000001 8000000 8 1.5225 15426761 0.480825184 0.321742 "Autosome" 0.453756981131684 2653 281 219 30 166 53 235 70 70 366279 51852 39041 9451 37252 10106 88034 358488 80505 1.3265 0.1405 0.1095 0.015 0.083 0.0265 0.1175 0.035 0.035 0.1831395 0.025926 0.0195205 0.0047255 0.018626 0.005053 0.044017 0.179244 0.0402525
"74" "LR999932.1" 8000001 10000000 8 1.08 15426761 0.70652065 0.310988 "Autosome" 0.583401823623248 2526 266 211 13 150 48 246 54 54 331207 46299 38658 4044 42331 20592 53706 277213 56105 1.263 0.133 0.1055 0.0065 0.075 0.024 0.123 0.027 0.027 0.1656035 0.0231495 0.019329 0.002022 0.0211655 0.010296 0.026853 0.1386065 0.0280525
"75" "LR999932.1" 10000001 12000000 6 0 15426761 0 0.321043 "Autosome" 0.713046666114812 2651 310 217 20 148 35 230 52 52 347307 51655 37572 4584 37440 10416 71231 217600 50392 1.3255 0.155 0.1085 0.01 0.074 0.0175 0.115 0.026 0.026 0.1736535 0.0258275 0.018786 0.002292 0.01872 0.005208 0.0356155 0.1088 0.025196
"76" "LR999932.1" 12000001 14000000 3 10.93 15426761 1.541525219 0.327094 "Autosome" 0.842691508606376 3594 671 264 11 214 75 425 60 60 496108 123618 38585 3836 61668 27256 82838 273743 59679 1.797 0.3355 0.132 0.0055 0.107 0.0375 0.2125 0.03 0.03 0.248054 0.061809 0.0192925 0.001918 0.030834 0.013628 0.041419 0.1368715 0.0298395
"77" "LR999932.1" 14000001 15426761 6 4.751666667 15426761 2.977169237 0.351394 "Autosome" 0.953756981131684 2459 458 160 7 115 29 309 48 48 321216 88833 18844 774 25894 7839 67362 266307 55129 1.72348417149053 0.321006811932762 0.112142117705769 0.00490621764962737 0.0806021471010211 0.0203257588341705 0.216574464819265 0.0336426353117306 0.0336426353117306 0.225136515506101 0.0622620046384783 0.0132075379127969 0.000542487494401655 0.0181487999742073 0.005494262879347 0.0472132333305999 0.186651443374188 0.0386392675437582
"78" "LR999933.1" 1 2000000 6 3.393333333 15296561 1.269719129 0.338157 "Autosome" 0.0653742040449484 4105 794 259 19 226 80 497 42 42 578912 145387 45215 2753 51761 32517 103082 303480 39983 2.0525 0.397 0.1295 0.0095 0.113 0.04 0.2485 0.021 0.021 0.289456 0.0726935 0.0226075 0.0013765 0.0258805 0.0162585 0.051541 0.15174 0.0199915
"79" "LR999933.1" 2000001 4000000 5 6.796 15296561 2.022740715 0.326144 "Autosome" 0.196122546760674 3470 631 207 10 184 38 359 40 40 463407 113276 26348 825 47220 14183 88762 181383 39394 1.735 0.3155 0.1035 0.005 0.092 0.019 0.1795 0.02 0.02 0.2317035 0.056638 0.013174 0.0004125 0.02361 0.0070915 0.044381 0.0906915 0.019697
"80" "LR999933.1" 4000001 6000000 11 2.125454545 15296561 0.045025245 0.320224 "Autosome" 0.326870889476399 3250 499 255 9 197 30 312 49 49 424628 93128 42765 2199 50395 7802 69953 243171 53824 1.625 0.2495 0.1275 0.0045 0.0985 0.015 0.156 0.0245 0.0245 0.212314 0.046564 0.0213825 0.0010995 0.0251975 0.003901 0.0349765 0.1215855 0.026912
"81" "LR999933.1" 6000001 8000000 7 1.434285714 15296561 2.159937168 0.315228 "Autosome" 0.457619232192125 2374 315 167 13 117 44 211 68 68 307874 57019 26253 3409 28215 20979 61392 345737 61218 1.187 0.1575 0.0835 0.0065 0.0585 0.022 0.1055 0.034 0.034 0.153937 0.0285095 0.0131265 0.0017045 0.0141075 0.0104895 0.030696 0.1728685 0.030609
"82" "LR999933.1" 8000001 10000000 13 1.035384615 15296561 0.196325214 0.317506 "Autosome" 0.58836757490785 2620 349 188 20 168 40 282 56 56 355343 65060 31275 5919 47325 13026 76089 246172 57107 1.31 0.1745 0.094 0.01 0.084 0.02 0.141 0.028 0.028 0.1776715 0.03253 0.0156375 0.0029595 0.0236625 0.006513 0.0380445 0.123086 0.0285535
"83" "LR999933.1" 10000001 12000000 9 2.204444444 15296561 0.962939654 0.328555 "Autosome" 0.719115917623576 2974 415 243 14 132 57 250 79 79 388762 74932 36889 2899 30227 25704 58749 386884 78829 1.487 0.2075 0.1215 0.007 0.066 0.0285 0.125 0.0395 0.0395 0.194381 0.037466 0.0184445 0.0014495 0.0151135 0.012852 0.0293745 0.193442 0.0394145
"84" "LR999933.1" 12000001 14000000 12 4.063333333 15296561 2.008764131 0.328822 "Autosome" 0.849864260339301 3834 702 235 13 198 60 405 33 33 512768 127428 35210 3172 43767 21304 95278 216874 35866 1.917 0.351 0.1175 0.0065 0.099 0.03 0.2025 0.0165 0.0165 0.256384 0.063714 0.017605 0.001586 0.0218835 0.010652 0.047639 0.108437 0.017933
"85" "LR999933.1" 14000001 15296561 7 1.86 15296561 1.309350984 0.340802 "Autosome" 0.957619232192125 1786 283 111 8 105 31 203 32 32 266893 54956 16919 1018 30363 7812 61515 134705 29771 1.3774901450838 0.218269715038475 0.0856110896440661 0.00617016862299576 0.0809834631768193 0.0239094034141086 0.156568028808517 0.024680674491983 0.024680674491983 0.205846851787151 0.0423859733556693 0.0130491353665581 0.00078515395727621 0.0234181037375025 0.00602516966035536 0.047444740355448 0.10389407054508 0.0229615112594008
"86" "LR999934.1" 1 2000000 3 0 14945938 0 0.334681 "Autosome" 0.0669078447936824 4020 753 262 16 194 44 478 37 37 522004 136714 34346 3172 38007 11246 103261 318697 41989 2.01 0.3765 0.131 0.008 0.097 0.022 0.239 0.0185 0.0185 0.261002 0.068357 0.017173 0.001586 0.0190035 0.005623 0.0516305 0.1593485 0.0209945
"87" "LR999934.1" 2000001 4000000 3 0 14945938 0 0.34593 "Autosome" 0.200723467473236 3982 313 466 45 254 74 400 31 31 709931 53884 96532 8761 112257 42492 154552 178634 20663 1.991 0.1565 0.233 0.0225 0.127 0.037 0.2 0.0155 0.0155 0.3549655 0.026942 0.048266 0.0043805 0.0561285 0.021246 0.077276 0.089317 0.0103315
"88" "LR999934.1" 4000001 6000000 2 12.01 14945938 0 0.3371 "Autosome" 0.334539090152789 4165 393 431 39 233 92 464 41 41 670321 71253 79626 10606 96130 33260 143600 188191 35600 2.0825 0.1965 0.2155 0.0195 0.1165 0.046 0.232 0.0205 0.0205 0.3351605 0.0356265 0.039813 0.005303 0.048065 0.01663 0.0718 0.0940955 0.0178
"89" "LR999934.1" 6000001 8000000 7 4.85 14945938 3.64248084 0.330473 "Autosome" 0.468354712832343 4151 676 347 18 212 86 386 45 45 591299 125157 61944 5840 58304 31097 94601 450607 45434 2.0755 0.338 0.1735 0.009 0.106 0.043 0.193 0.0225 0.0225 0.2956495 0.0625785 0.030972 0.00292 0.029152 0.0155485 0.0473005 0.2253035 0.022717
"90" "LR999934.1" 8000001 10000000 5 4.736 14945938 0.498628118 0.327718 "Autosome" 0.602170335511896 3516 545 295 11 138 54 332 84 84 455523 106108 40914 1984 28606 17097 76518 462853 74249 1.758 0.2725 0.1475 0.0055 0.069 0.027 0.166 0.042 0.042 0.2277615 0.053054 0.020457 0.000992 0.014303 0.0085485 0.038259 0.2314265 0.0371245
"91" "LR999934.1" 10000001 12000000 11 3.816363636 14945938 1.781725415 0.337467 "Autosome" 0.73598595819145 3590 598 255 16 175 56 383 80 80 462941 114393 36700 3724 34977 11054 87710 598782 84190 1.795 0.299 0.1275 0.008 0.0875 0.028 0.1915 0.04 0.04 0.2314705 0.0571965 0.01835 0.001862 0.0174885 0.005527 0.043855 0.299391 0.042095
"92" "LR999934.1" 12000001 14000000 7 2.151428571 14945938 1.179483341 0.340871 "Autosome" 0.869801580871003 4191 787 251 12 215 52 487 62 62 547000 144395 30870 1557 46674 16703 108622 604592 57336 2.0955 0.3935 0.1255 0.006 0.1075 0.026 0.2435 0.031 0.031 0.2735 0.0721975 0.015435 0.0007785 0.023337 0.0083515 0.054311 0.302296 0.028668
"93" "LR999934.1" 14000001 14945938 1 3.08 14945938 NA 0.348981 "Autosome" 0.968354712832343 1655 279 117 7 70 45 231 48 48 239886 50326 18358 3160 21045 13100 55807 332549 43856 1.74958612509488 0.294945334683668 0.123686753254442 0.00740006216052215 0.0740006216052215 0.0475718281747852 0.244202051297231 0.0507432833864376 0.0507432833864376 0.253595901634145 0.0532022183272054 0.0194071915918379 0.00334059948960714 0.0222477583097412 0.0138486877575486 0.0589964669988942 0.351554753059926 0.0463624465874085
"94" "LR999935.1" 1 2000000 6 2.91 14868897 0 0.345508 "Autosome" 0.0672545179376789 2857 391 187 16 144 52 301 82 82 398720 70040 27108 3214 35196 17405 109379 476899 87257 1.4285 0.1955 0.0935 0.008 0.072 0.026 0.1505 0.041 0.041 0.19936 0.03502 0.013554 0.001607 0.017598 0.0087025 0.0546895 0.2384495 0.0436285
"95" "LR999935.1" 2000001 4000000 4 2.62 14868897 0 0.326293 "Autosome" 0.201763486558552 2893 492 195 10 153 48 300 57 57 391726 90862 30537 3883 37150 12592 88807 397069 53603 1.4465 0.246 0.0975 0.005 0.0765 0.024 0.15 0.0285 0.0285 0.195863 0.045431 0.0152685 0.0019415 0.018575 0.006296 0.0444035 0.1985345 0.0268015
"96" "LR999935.1" 4000001 6000000 12 3.628333333 14868897 1.772598674 0.325335 "Autosome" 0.336272455179426 2587 464 172 9 106 27 259 47 47 313498 81853 22446 1534 23754 4217 59612 146854 44495 1.2935 0.232 0.086 0.0045 0.053 0.0135 0.1295 0.0235 0.0235 0.156749 0.0409265 0.011223 0.000767 0.011877 0.0021085 0.029806 0.073427 0.0222475
"97" "LR999935.1" 6000001 8000000 6 3.21 14868897 1.035895748 0.326796 "Autosome" 0.470781423800299 2253 246 149 10 92 27 194 114 114 276299 44450 18436 3022 20950 7092 47379 428301 121583 1.1265 0.123 0.0745 0.005 0.046 0.0135 0.097 0.057 0.057 0.1381495 0.022225 0.009218 0.001511 0.010475 0.003546 0.0236895 0.2141505 0.0607915
"98" "LR999935.1" 8000001 10000000 10 3.682 14868897 0.601309682 0.322991 "Autosome" 0.605290392421173 2991 422 262 12 142 42 265 63 63 366736 77109 39083 2778 31282 10990 56782 234937 68781 1.4955 0.211 0.131 0.006 0.071 0.021 0.1325 0.0315 0.0315 0.183368 0.0385545 0.0195415 0.001389 0.015641 0.005495 0.028391 0.1174685 0.0343905
"99" "LR999935.1" 10000001 12000000 15 3.51 14868897 0.772389613 0.327179 "Autosome" 0.739799361042046 2978 499 247 19 142 51 274 77 77 381816 90805 41870 3340 35882 19494 53224 305358 72868 1.489 0.2495 0.1235 0.0095 0.071 0.0255 0.137 0.0385 0.0385 0.190908 0.0454025 0.020935 0.00167 0.017941 0.009747 0.026612 0.152679 0.036434
"100" "LR999935.1" 12000001 14000000 6 5.875 14868897 1.149986956 0.333681 "Autosome" 0.87430832966292 2978 519 230 4 132 40 283 61 61 353155 92028 26587 698 22482 15280 61729 321753 60680 1.489 0.2595 0.115 0.002 0.066 0.02 0.1415 0.0305 0.0305 0.1765775 0.046014 0.0132935 0.000349 0.011241 0.00764 0.0308645 0.1608765 0.03034
"101" "LR999935.1" 14000001 14868897 7 3.277142857 14868897 0.585540044 0.338626 "Autosome" 0.970781423800299 1303 178 84 5 75 15 169 9 9 170584 29253 14702 1076 19764 4042 42035 33263 9565 1.4996023694408 0.204857422686463 0.0966742893576569 0.00575442198557482 0.0863163297836222 0.0172632659567244 0.194499463112429 0.0103579595740347 0.0103579595740347 0.196322463997459 0.033666821268804 0.0169203024063842 0.0012383516112957 0.0227460792245801 0.00465187473313868 0.0483774256327275 0.038281867701235 0.0110082092584046
"102" "LR999936.1" 1 2000000 11 0.859090909 14774369 0.537223502 0.339898 "Autosome" 0.0676848195682672 3172 481 251 17 157 31 411 74 74 399605 89130 35379 4206 35562 7425 88546 529638 68637 1.586 0.2405 0.1255 0.0085 0.0785 0.0155 0.2055 0.037 0.037 0.1998025 0.044565 0.0176895 0.002103 0.017781 0.0037125 0.044273 0.264819 0.0343185
"103" "LR999936.1" 2000001 4000000 12 1.4225 14774369 0.378684925 0.332372 "Autosome" 0.203054391020016 3788 727 261 15 179 49 396 48 48 502838 134816 45138 4081 43301 11854 88456 457907 51157 1.894 0.3635 0.1305 0.0075 0.0895 0.0245 0.198 0.024 0.024 0.251419 0.067408 0.022569 0.0020405 0.0216505 0.005927 0.044228 0.2289535 0.0255785
"104" "LR999936.1" 4000001 6000000 4 4.11 14774369 0.635085296 0.323536 "Autosome" 0.338423962471764 2603 381 197 12 135 48 211 114 114 340038 71975 33029 4525 44192 14655 46676 584258 112002 1.3015 0.1905 0.0985 0.006 0.0675 0.024 0.1055 0.057 0.057 0.170019 0.0359875 0.0165145 0.0022625 0.022096 0.0073275 0.023338 0.292129 0.056001
"105" "LR999936.1" 6000001 8000000 12 4.32 14774369 0.830892182 0.326384 "Autosome" 0.473793533923513 2703 401 192 11 148 74 266 48 48 390332 74472 35422 3541 31973 29577 87109 161225 48844 1.3515 0.2005 0.096 0.0055 0.074 0.037 0.133 0.024 0.024 0.195166 0.037236 0.017711 0.0017705 0.0159865 0.0147885 0.0435545 0.0806125 0.024422
"106" "LR999936.1" 8000001 10000000 6 2.986666667 14774369 0.554496769 0.325262 "Autosome" 0.609163105375262 3374 534 307 26 139 50 320 65 65 481417 101365 52146 5422 34665 18682 93879 328420 61402 1.687 0.267 0.1535 0.013 0.0695 0.025 0.16 0.0325 0.0325 0.2407085 0.0506825 0.026073 0.002711 0.0173325 0.009341 0.0469395 0.16421 0.030701
"107" "LR999936.1" 10000001 12000000 8 3.155 14774369 1.302283708 0.326252 "Autosome" 0.74453267682701 3670 620 280 8 170 47 358 54 54 482468 112132 41471 2851 44492 15891 83157 290413 40826 1.835 0.31 0.14 0.004 0.085 0.0235 0.179 0.027 0.027 0.241234 0.056066 0.0207355 0.0014255 0.022246 0.0079455 0.0415785 0.1452065 0.020413
"108" "LR999936.1" 12000001 14000000 11 3.156363636 14774369 1.038212625 0.336177 "Autosome" 0.879902248278759 4019 737 230 10 210 87 464 43 43 542057 134647 29303 1711 41188 32041 107867 423668 43932 2.0095 0.3685 0.115 0.005 0.105 0.0435 0.232 0.0215 0.0215 0.2710285 0.0673235 0.0146515 0.0008555 0.020594 0.0160205 0.0539335 0.211834 0.021966
"109" "LR999936.1" 14000001 14774369 2 3.48 14774369 0 0.354929 "Autosome" 0.973793533923513 1536 235 103 9 103 40 192 10 10 287559 45253 20262 2977 30995 17119 90887 35444 7443 1.98355047787295 0.303472892122489 0.133011522930283 0.0116223660812868 0.133011522930283 0.0516549603612748 0.247943809734119 0.0129137400903187 0.0129137400903187 0.371346218663195 0.0584385480307192 0.0261658201710037 0.00384442042488788 0.0400261374099428 0.0221070316606166 0.11736910955888 0.0457714603761256 0.00961169674922421
"110" "LR999937.1" 1 2000000 13 3.892307692 14615999 0.801728901 0.34601 "Autosome" 0.0684182107565826 4097 738 272 17 201 75 505 40 40 607468 136175 38444 4025 46822 29095 151387 291715 46960 2.0485 0.369 0.136 0.0085 0.1005 0.0375 0.2525 0.02 0.02 0.303734 0.0680875 0.019222 0.0020125 0.023411 0.0145475 0.0756935 0.1458575 0.02348
"111" "LR999937.1" 2000001 4000000 6 6.363333333 14615999 1.572229839 0.33239 "Autosome" 0.205254563851571 4180 746 297 22 280 64 472 29 29 612648 135587 42012 4268 79541 24156 118602 197409 30989 2.09 0.373 0.1485 0.011 0.14 0.032 0.236 0.0145 0.0145 0.306324 0.0677935 0.021006 0.002134 0.0397705 0.012078 0.059301 0.0987045 0.0154945
"112" "LR999937.1" 4000001 6000000 4 3.2275 14615999 0.317424532 0.328733 "Autosome" 0.34209091694656 2970 484 184 11 154 46 305 58 58 353545 87468 21796 4679 36913 10042 58473 378549 62714 1.485 0.242 0.092 0.0055 0.077 0.023 0.1525 0.029 0.029 0.1767725 0.043734 0.010898 0.0023395 0.0184565 0.005021 0.0292365 0.1892745 0.031357
"113" "LR999937.1" 6000001 8000000 17 5.264117647 14615999 1.867113611 0.320783 "Autosome" 0.478927270041548 2965 404 247 18 180 65 273 56 56 419094 74665 53962 5101 50312 21739 66586 274710 57124 1.4825 0.202 0.1235 0.009 0.09 0.0325 0.1365 0.028 0.028 0.209547 0.0373325 0.026981 0.0025505 0.025156 0.0108695 0.033293 0.137355 0.028562
"114" "LR999937.1" 8000001 10000000 7 2.905714286 14615999 2.448147988 0.319205 "Autosome" 0.615763623136537 3159 459 265 15 182 59 298 23 23 473723 83221 53109 3106 56683 26568 85505 166652 27124 1.5795 0.2295 0.1325 0.0075 0.091 0.0295 0.149 0.0115 0.0115 0.2368615 0.0416105 0.0265545 0.001553 0.0283415 0.013284 0.0427525 0.083326 0.013562
"115" "LR999937.1" 10000001 12000000 12 2.033333333 14615999 1.920119946 0.322204 "Autosome" 0.752599976231525 2640 410 169 13 130 35 211 47 47 350824 77867 27161 2699 42798 8045 57609 290501 47484 1.32 0.205 0.0845 0.0065 0.065 0.0175 0.1055 0.0235 0.0235 0.175412 0.0389335 0.0135805 0.0013495 0.021399 0.0040225 0.0288045 0.1452505 0.023742
"116" "LR999937.1" 12000001 14000000 7 5.767142857 14615999 2.136950431 0.338391 "Autosome" 0.889436329326514 3857 667 249 18 229 72 474 41 41 526439 123113 30879 5058 54182 24759 107230 224650 34612 1.9285 0.3335 0.1245 0.009 0.1145 0.036 0.237 0.0205 0.0205 0.2632195 0.0615565 0.0154395 0.002529 0.027091 0.0123795 0.053615 0.112325 0.017306
"117" "LR999937.1" 14000001 14615999 3 4.733333333 14615999 2.361362601 0.344682 "Autosome" 0.978927270041548 1024 142 68 3 60 33 126 13 13 160301 29508 13061 386 12060 19339 36231 75737 10564 1.66234036094214 0.230519854740024 0.110389789593814 0.00487013777619769 0.0974027555239538 0.0535715155381746 0.204545786600303 0.0211039303635233 0.0211039303635233 0.260229318554089 0.0479026751666805 0.021202956498306 0.000626624393870769 0.0195779538603147 0.031394531484629 0.0588166539231395 0.122949874918628 0.0171493784892508
"118" "LR999938.1" 1 2000000 7 1.46 14605406 0.67955868 0.341935 "Autosome" 0.0684678330749587 3780 715 240 17 193 61 473 34 34 538152 132438 37200 3757 37317 22394 130256 167822 27796 1.89 0.3575 0.12 0.0085 0.0965 0.0305 0.2365 0.017 0.017 0.269076 0.066219 0.0186 0.0018785 0.0186585 0.011197 0.065128 0.083911 0.013898
"119" "LR999938.1" 2000001 4000000 2 3.55 14605406 0.014142136 0.33198 "Autosome" 0.205403430757077 3578 686 245 12 168 39 410 48 48 485519 121898 39994 3662 32351 13223 102931 522870 44390 1.789 0.343 0.1225 0.006 0.084 0.0195 0.205 0.024 0.024 0.2427595 0.060949 0.019997 0.001831 0.0161755 0.0066115 0.0514655 0.261435 0.022195
"120" "LR999938.1" 4000001 6000000 15 1.609333333 14605406 0.517210467 0.323533 "Autosome" 0.342339028439196 3475 577 252 8 215 44 341 31 31 484865 109185 39367 1431 60088 19071 85004 145571 22950 1.7375 0.2885 0.126 0.004 0.1075 0.022 0.1705 0.0155 0.0155 0.2424325 0.0545925 0.0196835 0.0007155 0.030044 0.0095355 0.042502 0.0727855 0.011475
"121" "LR999938.1" 6000001 8000000 6 2.663333333 14605406 0.704320003 0.317859 "Autosome" 0.479274626121314 2846 426 192 8 184 29 309 39 39 420483 75331 39664 3040 61365 8891 98944 131837 34680 1.423 0.213 0.096 0.004 0.092 0.0145 0.1545 0.0195 0.0195 0.2102415 0.0376655 0.019832 0.00152 0.0306825 0.0044455 0.049472 0.0659185 0.01734
"122" "LR999938.1" 8000001 10000000 14 0.914285714 14605406 0.892228966 0.318713 "Autosome" 0.616210223803433 1993 242 140 6 98 54 178 54 54 262063 45810 20534 2115 25602 17922 52965 225289 51892 0.9965 0.121 0.07 0.003 0.049 0.027 0.089 0.027 0.027 0.1310315 0.022905 0.010267 0.0010575 0.012801 0.008961 0.0264825 0.1126445 0.025946
"123" "LR999938.1" 10000001 12000000 15 1.365333333 14605406 1.294338588 0.320241 "Autosome" 0.753145821485551 2428 336 169 7 134 36 194 69 69 308642 62423 31155 2816 36333 4347 54665 247808 54907 1.214 0.168 0.0845 0.0035 0.067 0.018 0.097 0.0345 0.0345 0.154321 0.0312115 0.0155775 0.001408 0.0181665 0.0021735 0.0273325 0.123904 0.0274535
"124" "LR999938.1" 12000001 14000000 9 3.84 14605406 2.256091753 0.334888 "Autosome" 0.89008141916767 3637 638 285 21 173 63 406 70 70 493096 117297 43031 3640 41275 33296 94679 447527 68112 1.8185 0.319 0.1425 0.0105 0.0865 0.0315 0.203 0.035 0.035 0.246548 0.0586485 0.0215155 0.00182 0.0206375 0.016648 0.0473395 0.2237635 0.034056
"125" "LR999938.1" 14000001 14605406 0 NA 14605406 NA 0.354574 "Autosome" 0.979274626121314 1003 158 67 6 42 8 107 28 28 125049 29314 11674 2884 8124 554 25997 198648 28085 1.65673944427376 0.260981886535647 0.11066953416385 0.0099107045519866 0.0693749318639062 0.0132142727359821 0.176740897843761 0.0462499545759375 0.0462499545759375 0.206553948920229 0.0484203988728225 0.0192829274899819 0.00476374532132156 0.0134190939633899 0.000915088386966763 0.0429414310396659 0.328123606307172 0.0463903562237573
"126" "LR999939.1" 1 2000000 4 6.71 13916383 0 0.335182 "Autosome" 0.0718577880473683 3544 638 240 24 181 43 446 36 36 453732 115082 29675 6773 34803 5889 95891 276466 40289 1.772 0.319 0.12 0.012 0.0905 0.0215 0.223 0.018 0.018 0.226866 0.057541 0.0148375 0.0033865 0.0174015 0.0029445 0.0479455 0.138233 0.0201445
"127" "LR999939.1" 2000001 4000000 7 3.295714286 13916383 1.560543251 0.324288 "Autosome" 0.215573292284353 3712 678 240 19 230 45 441 26 26 517886 118261 39751 6036 52131 13875 116614 115242 29634 1.856 0.339 0.12 0.0095 0.115 0.0225 0.2205 0.013 0.013 0.258943 0.0591305 0.0198755 0.003018 0.0260655 0.0069375 0.058307 0.057621 0.014817
"128" "LR999939.1" 4000001 6000000 12 3.285 13916383 0.384080957 0.319077 "Autosome" 0.359288796521337 2967 487 199 13 166 27 278 46 46 381528 93057 33007 2021 44770 6198 61280 193241 43015 1.4835 0.2435 0.0995 0.0065 0.083 0.0135 0.139 0.023 0.023 0.190764 0.0465285 0.0165035 0.0010105 0.022385 0.003099 0.03064 0.0966205 0.0215075
"129" "LR999939.1" 6000001 8000000 9 3.59 13916383 0.93682976 0.317629 "Autosome" 0.503004300758322 2319 346 184 10 122 42 230 73 73 320750 60770 29761 3135 35288 17938 69148 264419 72981 1.1595 0.173 0.092 0.005 0.061 0.021 0.115 0.0365 0.0365 0.160375 0.030385 0.0148805 0.0015675 0.017644 0.008969 0.034574 0.1322095 0.0364905
"130" "LR999939.1" 8000001 10000000 12 3.171666667 13916383 0.551524059 0.316262 "Autosome" 0.646719804995307 2618 383 180 7 129 44 250 57 57 326987 69304 30901 2392 28978 9439 65504 212962 61063 1.309 0.1915 0.09 0.0035 0.0645 0.022 0.125 0.0285 0.0285 0.1634935 0.034652 0.0154505 0.001196 0.014489 0.0047195 0.032752 0.106481 0.0305315
"131" "LR999939.1" 10000001 12000000 15 3.164666667 13916383 0.409683966 0.327677 "Autosome" 0.790435309232291 3495 572 244 19 134 62 348 56 56 440669 109560 33461 4490 21621 26245 72556 406165 57867 1.7475 0.286 0.122 0.0095 0.067 0.031 0.174 0.028 0.028 0.2203345 0.05478 0.0167305 0.002245 0.0108105 0.0131225 0.036278 0.2030825 0.0289335
"132" "LR999939.1" 12000001 13916383 6 1.766666667 13916383 1.408029356 0.347651 "Autosome" 0.93114654863983 4031 718 260 16 218 62 500 49 49 576646 134708 40903 4462 51991 19654 123397 412874 42619 2.10344174416074 0.374664145945774 0.135672253406548 0.00834906174809524 0.113755966317798 0.0323526142738691 0.260908179627976 0.0255690016035417 0.0255690016035417 0.300903316299508 0.0702928381226508 0.0213438545426462 0.00232834459500006 0.0271297543340762 0.0102557787248165 0.0643905732831068 0.215444407511442 0.0222392914151294
"133" "LR999940.1" 1 2000000 0 0 13819298 0 0.373277 "W" 0.0723626120516397 3752 58 227 25 456 411 1004 43 43 1431431 11422 63653 5493 259725 215510 687594 189031 29993 1.876 0.029 0.1135 0.0125 0.228 0.2055 0.502 0.0215 0.0215 0.7157155 0.005711 0.0318265 0.0027465 0.1298625 0.107755 0.343797 0.0945155 0.0149965
"134" "LR999940.1" 2000001 4000000 0 0 13819298 0 0.375773 "W" 0.217087763792343 3558 68 245 34 401 432 917 36 36 1353948 14931 68217 7972 253037 224985 627108 222401 30273 1.779 0.034 0.1225 0.017 0.2005 0.216 0.4585 0.018 0.018 0.676974 0.0074655 0.0341085 0.003986 0.1265185 0.1124925 0.313554 0.1112005 0.0151365
"135" "LR999940.1" 4000001 6000000 0 0 13819298 0 0.368288 "W" 0.361812915533047 3360 87 268 31 351 368 857 26 26 1277808 18105 74703 5536 189412 220726 628495 184526 18514 1.68 0.0435 0.134 0.0155 0.1755 0.184 0.4285 0.013 0.013 0.638904 0.0090525 0.0373515 0.002768 0.094706 0.110363 0.3142475 0.092263 0.009257
