"chrom" "begin" "end" "markers" "rec_rate" "chr_length" "rec_sd" "GC" "chr_type" "gene_ex_bin" "gen_feat" "count_var" "length_var" "density_var" "prop_var" "rel_pos" "pos_group"
"627" "LR999945.1" 10000001 12000000 9 5.054444444 12861081 0.629982363 0.327318 "Autosome" "1" "DNA" 264 32820 0.132 0.01641 0.855293618009248 "4"
"628" "LR999945.1" 12000001 12861081 4 1.885 12861081 0.43 0.342283 "Autosome" "1" "DNA" 75 10728 0.0870998198775725 0.012458758235288 0.966523809312763 "5"
"629" "LR999946.1" 1 2000000 9 4.757777778 12594674 0.234881767 0.369426 "Autosome" "1" "DNA" 340 73698 0.17 0.036849 0.0793986807439399 "5"
"630" "LR999946.1" 2000001 4000000 4 4.56 12594674 0.554256258 0.333687 "Autosome" "1" "DNA" 312 39892 0.156 0.019946 0.238195962833179 "3"
"631" "LR999946.1" 4000001 6000000 9 5.333333333 12594674 1.160032327 0.328809 "Autosome" "1" "DNA" 251 37252 0.1255 0.018626 0.396993244922417 "2"
"632" "LR999946.1" 6000001 8000000 9 2.056666667 12594674 1.803378773 0.322374 "Autosome" "1" "DNA" 194 34238 0.097 0.017119 0.555790527011656 "1"
"633" "LR999946.1" 8000001 10000000 17 2.898235294 12594674 0.288968755 0.323865 "Autosome" "1" "DNA" 194 29198 0.097 0.014599 0.714587809100895 "3"
"634" "LR999946.1" 10000001 12000000 2 0 12594674 0 0.32677 "Autosome" "0" "DNA" 226 27454 0.113 0.013727 0.873385091190133 "4"
"635" "LR999946.1" 12000001 12594674 2 0 12594674 0 0.344424 "Autosome" "1" "DNA" 39 5928 0.0655821508927581 0.00996848693569922 0.976391885967037 "5"
"636" "LR999947.1" 1 2000000 4 3.77 11704087 0.9 0.341985 "Autosome" "1" "DNA" 309 50163 0.1545 0.0250815 0.0854402825269498 "5"
"637" "LR999947.1" 2000001 4000000 11 5.204545455 11704087 1.503970503 0.334886 "Autosome" "1" "DNA" 278 38064 0.139 0.019032 0.25632076214061 "3"
"638" "LR999947.1" 4000001 6000000 6 4.753333333 11704087 2.589591988 0.327668 "Autosome" "1" "DNA" 300 45448 0.15 0.022724 0.427201241754269 "1"
"639" "LR999947.1" 6000001 8000000 12 3.8725 11704087 2.91191947 0.332507 "Autosome" "1" "DNA" 279 38783 0.1395 0.0193915 0.598081721367929 "1"
"640" "LR999947.1" 8000001 10000000 3 2.09 11704087 0.502294734 0.331353 "Autosome" "1" "DNA" 335 49237 0.1675 0.0246185 0.768962200981589 "3"
"641" "LR999947.1" 10000001 11704087 4 0 11704087 0 0.339444 "Autosome" "1" "DNA" 192 23440 0.112670303804911 0.0137551662561829 0.927201241754269 "5"
"642" "LR999948.1" 1 2000000 6 5.871666667 11326783 0.72763773 0.356239 "Autosome" "1" "DNA" 222 35592 0.111 0.017796 0.0882863651576975 "5"
"643" "LR999948.1" 2000001 4000000 5 4.55 11326783 1.30510536 0.336686 "Autosome" "1" "DNA" 313 53152 0.1565 0.026576 0.264859007186771 "3"
"644" "LR999948.1" 4000001 6000000 7 3.661428571 11326783 0.985857133 0.327785 "Autosome" "1" "DNA" 303 42946 0.1515 0.021473 0.441431649215845 "1"
"645" "LR999948.1" 6000001 8000000 8 4.27125 11326783 0.623089938 0.325328 "Autosome" "0" "DNA" 278 42717 0.139 0.0213585 0.618004291244919 "2"
"646" "LR999948.1" 8000001 10000000 4 0.7275 11326783 0.548718203 0.336587 "Autosome" "1" "DNA" 312 39895 0.156 0.0199475 0.794576933273993 "3"
"647" "LR999948.1" 10000001 11326783 2 1.225 11326783 0.16263456 0.34841 "Autosome" "1" "DNA" 163 19179 0.122853548771728 0.0144552651036379 0.941431649215845 "5"
"648" "LR999949.1" 1 2000000 5 1.938 11199261 0.908223541 0.364682 "Autosome" "1" "DNA" 255 36420 0.1275 0.01821 0.0892916505830161 "5"
"649" "LR999949.1" 2000001 4000000 7 2.864285714 11199261 1.800730011 0.333807 "Autosome" "1" "DNA" 247 35722 0.1235 0.017861 0.267874862457443 "3"
"650" "LR999949.1" 4000001 6000000 8 4.46 11199261 0.546443044 0.331168 "Autosome" "1" "DNA" 351 51006 0.1755 0.025503 0.446458074331869 "1"
"651" "LR999949.1" 6000001 8000000 5 3.556 11199261 0.403150096 0.34672 "Autosome" "1" "DNA" 467 84299 0.2335 0.0421495 0.625041286206295 "2"
"652" "LR999949.1" 8000001 10000000 4 9.75 11199261 4.020049751 0.344896 "Autosome" "1" "DNA" 382 47437 0.191 0.0237185 0.803624498080722 "4"
"653" "LR999949.1" 10000001 11199261 1 NA 11199261 NA 0.35407 "Autosome" "1" "DNA" 151 17619 0.125910873446231 0.0146915475446963 0.946458074331869 "5"
"654" "LR999950.1" 1 2000000 6 2.831666667 9960137 1.260006614 0.345187 "Autosome" "1" "DNA" 262 35799 0.131 0.0178995 0.100400275618699 "4"
"655" "LR999950.1" 2000001 4000000 15 6.82 9960137 1.6634946 0.334746 "Autosome" "1" "DNA" 264 38422 0.132 0.019211 0.301200726455871 "2"
"656" "LR999950.1" 4000001 6000000 11 5.115454545 9960137 2.571246249 0.331243 "Autosome" "0" "DNA" 273 36985 0.1365 0.0184925 0.502001177293043 "1"
"657" "LR999950.1" 6000001 8000000 8 8.44375 9960137 1.8714848 0.327026 "Autosome" "1" "DNA" 227 27642 0.1135 0.013821 0.702801628130216 "3"
"658" "LR999950.1" 8000001 9960137 11 1.113636364 9960137 0.188003868 0.341348 "Autosome" "1" "DNA" 257 33259 0.131113284428588 0.0169676915440094 0.901600951874457 "5"
"659" "LR999951.1" 1 2000000 13 6.048461538 9839934 1.323510774 0.33768 "Autosome" "1" "DNA" 329 39895 0.1645 0.0199475 0.101626748715997 "4"
"660" "LR999951.1" 2000001 4000000 8 5.1975 9839934 0.395898616 0.3379 "Autosome" "1" "DNA" 338 44097 0.169 0.0220485 0.304880144521295 "2"
"661" "LR999951.1" 4000001 6000000 10 6.805 9839934 1.190165721 0.33347 "Autosome" "1" "DNA" 332 44257 0.166 0.0221285 0.508133540326592 "1"
"662" "LR999951.1" 6000001 8000000 0 NA 9839934 NA 0.338847 "Autosome" "1" "DNA" 335 50468 0.1675 0.025234 0.711386936131889 "3"
"663" "LR999951.1" 8000001 9839934 0 NA 9839934 NA 0.343851 "Autosome" "1" "DNA" 270 36534 0.146744394092397 0.019856147013969 0.906506842423943 "5"
"664" "LR999952.1" 1 2000000 3 4.266666667 8262369 0.06350853 0.371514 "Autosome" "1" "DNA" 330 44792 0.165 0.022396 0.121030723754894 "4"
"665" "LR999952.1" 2000001 4000000 8 4.3175 8262369 2.013233008 0.336376 "Autosome" "0" "DNA" 373 42620 0.1865 0.02131 0.363092050234019 "2"
"666" "LR999952.1" 4000001 6000000 5 2.306 8262369 0.949199663 0.338948 "Autosome" "1" "DNA" 365 47844 0.1825 0.023922 0.605153376713144 "2"
"667" "LR999952.1" 6000001 8000000 4 1.52 8262369 0 0.346215 "Autosome" "1" "DNA" 415 59097 0.2075 0.0295485 0.847214703192268 "4"
"668" "LR999952.1" 8000001 8262369 0 NA 8262369 NA 0.39268 "Autosome" "0" "DNA" 82 11694 0.312536923188334 0.0445708143873705 0.984122713473581 "5"
"669" "LR999953.1" 1 2000000 5 5.328 8178468 1.446070538 0.358142 "Autosome" "0" "DNA" 468 61362 0.234 0.030681 0.122272349784825 "4"
"670" "LR999953.1" 2000001 4000000 5 2.262 8178468 1.570245204 0.363925 "Autosome" "1" "DNA" 576 131625 0.288 0.0658125 0.366816927082187 "2"
"671" "LR999953.1" 4000001 6000000 6 10.83 8178468 0 0.358333 "Autosome" "1" "DNA" 466 97092 0.233 0.048546 0.611361504379549 "2"
"672" "LR999953.1" 6000001 8000000 4 10.83 8178468 0 0.360406 "Autosome" "1" "DNA" 534 107177 0.267 0.0535885 0.855906081676911 "4"
"673" "LR999953.1" 8000001 8178468 0 NA 8178468 NA 0.364782 "Autosome" "1" "DNA" 29 2385 0.16249411659233 0.0133637402783692 0.989089215730868 "5"
"674" "LR999954.1" 1 2000000 3 15.06 7379297 0 0.352387 "Autosome" "1" "DNA" 376 45612 0.188 0.022806 0.135514331514235 "4"
"675" "LR999954.1" 2000001 4000000 4 0.9125 7379297 0.846930733 0.344298 "Autosome" "1" "DNA" 425 52020 0.2125 0.02601 0.406542859028441 "1"
"676" "LR999954.1" 4000001 6000000 3 2.39 7379297 0 0.348224 "Autosome" "0" "DNA" 423 43634 0.2115 0.021817 0.677571386542648 "2"
"677" "LR999954.1" 6000001 7379297 0 NA 7379297 NA 0.359909 "Autosome" "1" "DNA" 282 39154 0.204451978072888 0.0283869246434959 0.906542859028441 "5"
"678" "LR999955.1" 1 2000000 1 6.42 6166334 NA 0.362958 "Autosome" "1" "DNA" 556 67270 0.278 0.033635 0.162170991710796 "4"
"679" "LR999955.1" 2000001 4000000 7 5.262857143 6166334 1.20200824 0.359482 "Autosome" "1" "DNA" 558 85522 0.279 0.042761 0.486512812961478 "1"
"680" "LR999955.1" 4000001 6000000 4 5.7775 6166334 4.263045664 0.356357 "Autosome" "1" "DNA" 475 59911 0.2375 0.0299555 0.810854634212159 "4"
"681" "LR999955.1" 6000001 6166334 0 NA 6166334 NA 0.384822 "Autosome" "0" "DNA" 51 10258 0.306611997547104 0.0616710955066312 0.986512812961478 "5"
"682" "LR999924.1" 1 2000000 11 1.3 17040296 0.339882333 0.357385 "Z" "1" "TcM" 39 8843 0.0195 0.0044215 0.0586844559507652 "5"
"683" "LR999924.1" 2000001 4000000 15 4.864666667 17040296 1.966831631 0.323664 "Z" "0" "TcM" 9 1566 0.0045 0.000783 0.176053309167869 "4"
"684" "LR999924.1" 4000001 6000000 13 5.563076923 17040296 2.52030218 0.320664 "Z" "1" "TcM" 14 3074 0.007 0.001537 0.293422162384973 "3"
"685" "LR999924.1" 6000001 8000000 18 2.039444444 17040296 0.245847208 0.320596 "Z" "1" "TcM" 17 2631 0.0085 0.0013155 0.410791015602076 "1"
"686" "LR999924.1" 8000001 10000000 18 2.612777778 17040296 0.277738886 0.31786 "Z" "1" "TcM" 5 2293 0.0025 0.0011465 0.52815986881918 "1"
"687" "LR999924.1" 10000001 12000000 9 1.642222222 17040296 0.225043206 0.318933 "Z" "0" "TcM" 20 4063 0.01 0.0020315 0.645528722036284 "2"
"688" "LR999924.1" 12000001 14000000 18 2.061111111 17040296 0.159775169 0.318563 "Z" "1" "TcM" 4 1677 0.002 0.0008385 0.762897575253388 "3"
"689" "LR999924.1" 14000001 16000000 3 3.646666667 17040296 0.38682468 0.325422 "Z" "1" "TcM" 9 2768 0.0045 0.001384 0.880266428470491 "4"
"690" "LR999924.1" 16000001 17040296 9 0.54 17040296 0 0.346551 "Z" "0" "TcM" 4 1335 0.0038450594830702 0.00128328860247468 0.969475442210628 "5"
"691" "LR999925.1" 1 2000000 4 3.3575 16607008 0.475 0.335227 "Autosome" "1" "TcM" 21 5159 0.0105 0.0025795 0.0602155728473184 "5"
"692" "LR999925.1" 2000001 4000000 12 5.881666667 16607008 0.465790303 0.326583 "Autosome" "1" "TcM" 0 0 0 0 0.180646658326413 "4"
"693" "LR999925.1" 4000001 6000000 16 4.909375 16607008 1.50785264 0.323858 "Autosome" "1" "TcM" 16 3606 0.008 0.001803 0.301077743805507 "2"
"694" "LR999925.1" 6000001 8000000 12 2.006666667 16607008 0.154645244 0.324281 "Autosome" "0" "TcM" 13 3732 0.0065 0.001866 0.421508829284601 "1"
"695" "LR999925.1" 8000001 10000000 12 1.670833333 16607008 0.724298511 0.317807 "Autosome" "0" "TcM" 11 3557 0.0055 0.0017785 0.541939914763695 "1"
"696" "LR999925.1" 10000001 12000000 6 2.383333333 16607008 1.427524664 0.325742 "Autosome" "1" "TcM" 13 4254 0.0065 0.002127 0.662371000242789 "2"
"697" "LR999925.1" 12000001 14000000 17 3.302352941 16607008 1.077308738 0.323169 "Autosome" "1" "TcM" 10 3143 0.005 0.0015715 0.782802085721883 "3"
"698" "LR999925.1" 14000001 16000000 12 0.820833333 16607008 0.241000126 0.330759 "Autosome" "1" "TcM" 9 1991 0.0045 0.0009955 0.903233171200977 "5"
"699" "LR999925.1" 16000001 16607008 2 1.09 16607008 0.212132034 0.354608 "Autosome" "0" "TcM" 7 1733 0.0115319732194633 0.00285498708418999 0.981724372024148 "5"
"700" "LR999926.1" 1 2000000 7 1.834285714 16362069 1.861243824 0.343466 "Autosome" "1" "TcM" 9 977 0.0045 0.0004885 0.0611169956562339 "5"
"701" "LR999926.1" 2000001 4000000 11 2.250909091 16362069 1.61022641 0.330335 "Autosome" "1" "TcM" 12 3934 0.006 0.001967 0.183350925851737 "4"
"702" "LR999926.1" 4000001 6000000 14 0.963571429 16362069 1.427157515 0.322006 "Autosome" "1" "TcM" 14 5292 0.007 0.002646 0.30558485604724 "2"
"703" "LR999926.1" 6000001 8000000 14 1.767142857 16362069 1.447004484 0.327111 "Autosome" "1" "TcM" 11 2896 0.0055 0.001448 0.427818786242742 "1"
"704" "LR999926.1" 8000001 10000000 8 4.695 16362069 0.958540557 0.328157 "Autosome" "1" "TcM" 9 1035 0.0045 0.0005175 0.550052716438245 "1"
"705" "LR999926.1" 10000001 12000000 10 2.482 16362069 0.19395303 0.33031 "Autosome" "1" "TcM" 14 2618 0.007 0.001309 0.672286646633748 "2"
"706" "LR999926.1" 12000001 14000000 5 2.84 16362069 0.293428015 0.335146 "Autosome" "0" "TcM" 16 4176 0.008 0.002088 0.794520576829251 "3"
"707" "LR999926.1" 14000001 16000000 7 1.225714286 16362069 1.235244337 0.33011 "Autosome" "0" "TcM" 13 1852 0.0065 0.000926 0.916754507024753 "5"
"708" "LR999926.1" 16000001 16362069 3 0 16362069 0 0.361437 "Autosome" "0" "TcM" 0 0 0 0 0.988935751340494 "5"
"709" "LR999927.1" 1 2000000 3 1.966666667 16090551 0.548482756 0.373176 "Autosome" "1" "TcM" 40 4005 0.02 0.0020025 0.06214830679198 "5"
"710" "LR999927.1" 2000001 4000000 2 1.47 16090551 2.078893937 0.332586 "Autosome" "1" "TcM" 10 2334 0.005 0.001167 0.186444858227664 "4"
"711" "LR999927.1" 4000001 6000000 4 1.58 16090551 0.215870331 0.322847 "Autosome" "1" "TcM" 34 8391 0.017 0.0041955 0.310741409663348 "2"
"712" "LR999927.1" 6000001 8000000 10 2.04 16090551 0.114406682 0.312304 "Autosome" "1" "TcM" 11 2771 0.0055 0.0013855 0.435037961099033 "1"
"713" "LR999927.1" 8000001 10000000 24 1.898333333 16090551 0.537738151 0.320019 "Autosome" "1" "TcM" 9 3666 0.0045 0.001833 0.559334512534717 "1"
"714" "LR999927.1" 10000001 12000000 18 3.549444444 16090551 2.003110734 0.320206 "Autosome" "0" "TcM" 13 2101 0.0065 0.0010505 0.683631063970401 "2"
"715" "LR999927.1" 12000001 14000000 13 7.354615385 16090551 1.748154338 0.323384 "Autosome" "1" "TcM" 11 1458 0.0055 0.000729 0.807927615406085 "4"
"716" "LR999927.1" 14000001 16000000 12 3.843333333 16090551 1.755046404 0.33842 "Autosome" "1" "TcM" 15 3474 0.0075 0.001737 0.932224166841769 "5"
"717" "LR999927.1" 16000001 16090551 0 NA 16090551 NA 0.410233 "Autosome" "0" "TcM" 0 0 0 0 0.997186236816875 "5"
"718" "LR999928.1" 1 2000000 10 1.584 16000791 1.019239368 0.337216 "Autosome" "1" "TcM" 9 2928 0.0045 0.001464 0.0624969415574518 "5"
"719" "LR999928.1" 2000001 4000000 11 2.951818182 16000791 0.732267959 0.325036 "Autosome" "1" "TcM" 13 4629 0.0065 0.0023145 0.187490762175445 "4"
"720" "LR999928.1" 4000001 6000000 6 4.695 16000791 0.824663568 0.323987 "Autosome" "1" "TcM" 14 5710 0.007 0.002855 0.312484582793438 "2"
"721" "LR999928.1" 6000001 8000000 11 1.297272727 16000791 0.490858247 0.324204 "Autosome" "0" "TcM" 7 2329 0.0035 0.0011645 0.437478403411431 "1"
"722" "LR999928.1" 8000001 10000000 9 1.873333333 16000791 1.017877694 0.322981 "Autosome" "1" "TcM" 12 2224 0.006 0.001112 0.562472224029425 "1"
"723" "LR999928.1" 10000001 12000000 12 5.4325 16000791 2.521893679 0.322307 "Autosome" "1" "TcM" 5 472 0.0025 0.000236 0.687466044647418 "2"
"724" "LR999928.1" 12000001 14000000 8 6.73 16000791 3.416435068 0.325651 "Autosome" "0" "TcM" 8 3069 0.004 0.0015345 0.812459865265411 "4"
"725" "LR999928.1" 14000001 16000000 10 2.88 16000791 0.69988888 0.33514 "Autosome" "1" "TcM" 10 1592 0.005 0.000796 0.937453685883404 "5"
"726" "LR999928.1" 16000001 16000791 0 NA 16000791 NA 0.379267 "Autosome" "0" "TcM" 0 0 0 0 0.999975313720428 "5"
"727" "LR999929.1" 1 2000000 3 0.88 15952094 0.22627417 0.337126 "Autosome" "1" "TcM" 18 4527 0.009 0.0022635 0.062687726138023 "5"
"728" "LR999929.1" 2000001 4000000 6 4.31 15952094 2.577339714 0.33066 "Autosome" "1" "TcM" 16 1961 0.008 0.0009805 0.188063115726374 "4"
"729" "LR999929.1" 4000001 6000000 10 1.997 15952094 0.869866529 0.322365 "Autosome" "1" "TcM" 14 5429 0.007 0.0027145 0.313438505314725 "2"
"730" "LR999929.1" 6000001 8000000 11 5.637272727 15952094 1.474090166 0.321537 "Autosome" "1" "TcM" 13 2460 0.0065 0.00123 0.438813894903077 "1"
"731" "LR999929.1" 8000001 10000000 9 0.575555556 15952094 0.518823455 0.321394 "Autosome" "1" "TcM" 17 4443 0.0085 0.0022215 0.564189284491428 "1"
"732" "LR999929.1" 10000001 12000000 5 2.516 15952094 1.052154932 0.330909 "Autosome" "1" "TcM" 8 850 0.004 0.000425 0.689564674079779 "2"
"733" "LR999929.1" 12000001 14000000 7 1.7 15952094 1.296546695 0.327603 "Autosome" "1" "TcM" 25 4577 0.0125 0.0022885 0.81494006366813 "4"
"734" "LR999929.1" 14000001 15952094 7 4.558571429 15952094 0.530359267 0.343727 "Autosome" "0" "TcM" 7 1383 0.00358589289245292 0.000708469981466056 0.938813894903077 "5"
"735" "LR999930.1" 1 2000000 9 0.62 15715213 0.605784615 0.332994 "Autosome" "1" "TcM" 12 3581 0.006 0.0017905 0.0636326405502744 "5"
"736" "LR999930.1" 2000001 4000000 7 1.742857143 15715213 0.553314687 0.31773 "Autosome" "1" "TcM" 5 1355 0.0025 0.0006775 0.190897858018215 "4"
"737" "LR999930.1" 4000001 6000000 3 0.55 15715213 0.507444578 0.321131 "Autosome" "1" "TcM" 13 3647 0.0065 0.0018235 0.318163075486155 "2"
"738" "LR999930.1" 6000001 8000000 7 2.99 15715213 1.720959035 0.313787 "Autosome" "1" "TcM" 12 3979 0.006 0.0019895 0.445428292954095 "1"
"739" "LR999930.1" 8000001 10000000 6 3.146666667 15715213 1.722018196 0.318904 "Autosome" "1" "TcM" 20 4806 0.01 0.002403 0.572693510422035 "1"
"740" "LR999930.1" 10000001 12000000 7 4.088571429 15715213 2.172214144 0.324445 "Autosome" "1" "TcM" 14 3366 0.007 0.001683 0.699958727889975 "2"
"741" "LR999930.1" 12000001 14000000 11 6.585454545 15715213 1.932068134 0.334594 "Autosome" "1" "TcM" 11 2927 0.0055 0.0014635 0.827223945357915 "4"
"742" "LR999930.1" 14000001 15715213 6 1.085 15715213 1.230280456 0.339553 "Autosome" "0" "TcM" 10 3603 0.00583017969196829 0.00210061374301617 0.945428292954095 "5"
"743" "LR999931.1" 1 2000000 7 1.631428571 15572524 1.114800858 0.344759 "Autosome" "1" "TcM" 11 1624 0.0055 0.000812 0.0642156981103384 "5"
"744" "LR999931.1" 2000001 4000000 9 6.885555556 15572524 1.810629111 0.330118 "Autosome" "0" "TcM" 6 1970 0.003 0.000985 0.192647030115349 "4"
"745" "LR999931.1" 4000001 6000000 7 5.412857143 15572524 3.053040639 0.328829 "Autosome" "0" "TcM" 9 2864 0.0045 0.001432 0.32107836212036 "2"
"746" "LR999931.1" 6000001 8000000 6 3.881666667 15572524 1.924218456 0.323777 "Autosome" "0" "TcM" 13 3640 0.0065 0.00182 0.449509694125371 "1"
"747" "LR999931.1" 8000001 10000000 14 1.886428571 15572524 0.620342426 0.323491 "Autosome" "0" "TcM" 10 1819 0.005 0.0009095 0.577941026130382 "1"
"748" "LR999931.1" 10000001 12000000 7 1.76 15572524 1.307465742 0.328862 "Autosome" "1" "TcM" 11 3482 0.0055 0.001741 0.706372358135393 "3"
"749" "LR999931.1" 12000001 14000000 17 0.461176471 15572524 0.250671158 0.325357 "Autosome" "1" "TcM" 10 4871 0.005 0.0024355 0.834803690140404 "4"
"750" "LR999931.1" 14000001 15572524 6 1.85 15572524 0 0.338565 "Autosome" "1" "TcM" 7 2469 0.00445144239451989 0.00157008732458137 0.949509694125371 "5"
"751" "LR999932.1" 1 2000000 7 11.71142857 15426761 1.490004794 0.336339 "Autosome" "1" "TcM" 9 1982 0.0045 0.000991 0.0648224536569925 "5"
"752" "LR999932.1" 2000001 4000000 6 4.566666667 15426761 1.561661508 0.339295 "Autosome" "0" "TcM" 13 3002 0.0065 0.001501 0.194467296148556 "4"
"753" "LR999932.1" 4000001 6000000 4 2.2625 15426761 2.615509829 0.328986 "Autosome" "0" "TcM" 14 3138 0.007 0.001569 0.32411213864012 "2"
"754" "LR999932.1" 6000001 8000000 8 1.5225 15426761 0.480825184 0.321742 "Autosome" "1" "TcM" 30 9451 0.015 0.0047255 0.453756981131684 "1"
"755" "LR999932.1" 8000001 10000000 8 1.08 15426761 0.70652065 0.310988 "Autosome" "1" "TcM" 13 4044 0.0065 0.002022 0.583401823623248 "1"
"756" "LR999932.1" 10000001 12000000 6 0 15426761 0 0.321043 "Autosome" "0" "TcM" 20 4584 0.01 0.002292 0.713046666114812 "3"
"757" "LR999932.1" 12000001 14000000 3 10.93 15426761 1.541525219 0.327094 "Autosome" "1" "TcM" 11 3836 0.0055 0.001918 0.842691508606376 "4"
"758" "LR999932.1" 14000001 15426761 6 4.751666667 15426761 2.977169237 0.351394 "Autosome" "1" "TcM" 7 774 0.00490621764962737 0.000542487494401655 0.953756981131684 "5"
"759" "LR999933.1" 1 2000000 6 3.393333333 15296561 1.269719129 0.338157 "Autosome" "0" "TcM" 19 2753 0.0095 0.0013765 0.0653742040449484 "5"
"760" "LR999933.1" 2000001 4000000 5 6.796 15296561 2.022740715 0.326144 "Autosome" "1" "TcM" 10 825 0.005 0.0004125 0.196122546760674 "4"
"761" "LR999933.1" 4000001 6000000 11 2.125454545 15296561 0.045025245 0.320224 "Autosome" "1" "TcM" 9 2199 0.0045 0.0010995 0.326870889476399 "2"
"762" "LR999933.1" 6000001 8000000 7 1.434285714 15296561 2.159937168 0.315228 "Autosome" "1" "TcM" 13 3409 0.0065 0.0017045 0.457619232192125 "1"
"763" "LR999933.1" 8000001 10000000 13 1.035384615 15296561 0.196325214 0.317506 "Autosome" "1" "TcM" 20 5919 0.01 0.0029595 0.58836757490785 "1"
"764" "LR999933.1" 10000001 12000000 9 2.204444444 15296561 0.962939654 0.328555 "Autosome" "1" "TcM" 14 2899 0.007 0.0014495 0.719115917623576 "3"
"765" "LR999933.1" 12000001 14000000 12 4.063333333 15296561 2.008764131 0.328822 "Autosome" "1" "TcM" 13 3172 0.0065 0.001586 0.849864260339301 "4"
"766" "LR999933.1" 14000001 15296561 7 1.86 15296561 1.309350984 0.340802 "Autosome" "1" "TcM" 8 1018 0.00617016862299576 0.00078515395727621 0.957619232192125 "5"
"767" "LR999934.1" 1 2000000 3 0 14945938 0 0.334681 "Autosome" "1" "TcM" 16 3172 0.008 0.001586 0.0669078447936824 "5"
"768" "LR999934.1" 2000001 4000000 3 0 14945938 0 0.34593 "Autosome" "1" "TcM" 45 8761 0.0225 0.0043805 0.200723467473236 "3"
"769" "LR999934.1" 4000001 6000000 2 12.01 14945938 0 0.3371 "Autosome" "1" "TcM" 39 10606 0.0195 0.005303 0.334539090152789 "2"
"770" "LR999934.1" 6000001 8000000 7 4.85 14945938 3.64248084 0.330473 "Autosome" "1" "TcM" 18 5840 0.009 0.00292 0.468354712832343 "1"
"771" "LR999934.1" 8000001 10000000 5 4.736 14945938 0.498628118 0.327718 "Autosome" "1" "TcM" 11 1984 0.0055 0.000992 0.602170335511896 "2"
"772" "LR999934.1" 10000001 12000000 11 3.816363636 14945938 1.781725415 0.337467 "Autosome" "1" "TcM" 16 3724 0.008 0.001862 0.73598595819145 "3"
"773" "LR999934.1" 12000001 14000000 7 2.151428571 14945938 1.179483341 0.340871 "Autosome" "1" "TcM" 12 1557 0.006 0.0007785 0.869801580871003 "4"
"774" "LR999934.1" 14000001 14945938 1 3.08 14945938 NA 0.348981 "Autosome" "0" "TcM" 7 3160 0.00740006216052215 0.00334059948960714 0.968354712832343 "5"
"775" "LR999935.1" 1 2000000 6 2.91 14868897 0 0.345508 "Autosome" "1" "TcM" 16 3214 0.008 0.001607 0.0672545179376789 "5"
"776" "LR999935.1" 2000001 4000000 4 2.62 14868897 0 0.326293 "Autosome" "0" "TcM" 10 3883 0.005 0.0019415 0.201763486558552 "3"
"777" "LR999935.1" 4000001 6000000 12 3.628333333 14868897 1.772598674 0.325335 "Autosome" "1" "TcM" 9 1534 0.0045 0.000767 0.336272455179426 "2"
"778" "LR999935.1" 6000001 8000000 6 3.21 14868897 1.035895748 0.326796 "Autosome" "1" "TcM" 10 3022 0.005 0.001511 0.470781423800299 "1"
"779" "LR999935.1" 8000001 10000000 10 3.682 14868897 0.601309682 0.322991 "Autosome" "1" "TcM" 12 2778 0.006 0.001389 0.605290392421173 "2"
"780" "LR999935.1" 10000001 12000000 15 3.51 14868897 0.772389613 0.327179 "Autosome" "1" "TcM" 19 3340 0.0095 0.00167 0.739799361042046 "3"
"781" "LR999935.1" 12000001 14000000 6 5.875 14868897 1.149986956 0.333681 "Autosome" "0" "TcM" 4 698 0.002 0.000349 0.87430832966292 "4"
"782" "LR999935.1" 14000001 14868897 7 3.277142857 14868897 0.585540044 0.338626 "Autosome" "0" "TcM" 5 1076 0.00575442198557482 0.0012383516112957 0.970781423800299 "5"
"783" "LR999936.1" 1 2000000 11 0.859090909 14774369 0.537223502 0.339898 "Autosome" "1" "TcM" 17 4206 0.0085 0.002103 0.0676848195682672 "5"
"784" "LR999936.1" 2000001 4000000 12 1.4225 14774369 0.378684925 0.332372 "Autosome" "1" "TcM" 15 4081 0.0075 0.0020405 0.203054391020016 "3"
"785" "LR999936.1" 4000001 6000000 4 4.11 14774369 0.635085296 0.323536 "Autosome" "1" "TcM" 12 4525 0.006 0.0022625 0.338423962471764 "2"
"786" "LR999936.1" 6000001 8000000 12 4.32 14774369 0.830892182 0.326384 "Autosome" "1" "TcM" 11 3541 0.0055 0.0017705 0.473793533923513 "1"
"787" "LR999936.1" 8000001 10000000 6 2.986666667 14774369 0.554496769 0.325262 "Autosome" "1" "TcM" 26 5422 0.013 0.002711 0.609163105375262 "2"
"788" "LR999936.1" 10000001 12000000 8 3.155 14774369 1.302283708 0.326252 "Autosome" "1" "TcM" 8 2851 0.004 0.0014255 0.74453267682701 "3"
"789" "LR999936.1" 12000001 14000000 11 3.156363636 14774369 1.038212625 0.336177 "Autosome" "1" "TcM" 10 1711 0.005 0.0008555 0.879902248278759 "4"
"790" "LR999936.1" 14000001 14774369 2 3.48 14774369 0 0.354929 "Autosome" "1" "TcM" 9 2977 0.0116223660812868 0.00384442042488788 0.973793533923513 "5"
"791" "LR999937.1" 1 2000000 13 3.892307692 14615999 0.801728901 0.34601 "Autosome" "1" "TcM" 17 4025 0.0085 0.0020125 0.0684182107565826 "5"
"792" "LR999937.1" 2000001 4000000 6 6.363333333 14615999 1.572229839 0.33239 "Autosome" "1" "TcM" 22 4268 0.011 0.002134 0.205254563851571 "3"
