Orthogroup	Bicyclus_anynana	Danaus_plexippus	Heliconius_erato_lativitta	Heliconius_melpomene_melpomene	Junonia_coenia	Maniola_hyperantus	Pararge_aegeria	Vanessa_cardui	Vanessa_tameamea
OG0006298	1	1	1	1	1	1	1	1	1
OG0006299	1	1	1	1	1	1	1	1	1
OG0006300	1	1	1	1	1	1	1	1	1
OG0006301	1	1	1	1	1	1	1	1	1
OG0006302	2	1	0	1	1	1	1	1	1
OG0006303	1	1	1	1	1	1	1	1	1
OG0006304	1	1	1	1	1	1	1	1	1
OG0006305	1	1	1	1	1	1	1	1	1
OG0006306	1	1	1	1	0	2	1	1	1
OG0006307	1	1	1	1	1	1	1	1	1
OG0006308	1	1	1	1	1	1	1	1	1
OG0006309	1	1	0	2	1	1	1	1	1
OG0006310	1	1	1	1	1	1	1	1	1
OG0006311	1	1	1	1	1	1	1	1	1
OG0006312	1	1	1	1	1	1	1	1	1
OG0006313	1	1	1	1	1	1	1	1	1
OG0006314	2	1	0	1	1	1	1	1	1
OG0006315	1	1	1	1	1	1	1	1	1
OG0006316	1	1	1	1	1	1	1	1	1
OG0006317	1	1	1	1	1	1	1	1	1
OG0006318	1	1	1	1	1	1	1	1	1
OG0006319	1	1	1	1	1	1	1	1	1
OG0006320	1	1	1	1	1	1	1	1	1
OG0006321	1	1	1	1	0	1	1	1	2
OG0006322	1	1	1	1	1	1	1	1	1
OG0006324	1	1	1	1	1	1	1	1	1
OG0006325	1	1	1	1	1	1	1	1	1
OG0006326	1	1	1	1	1	1	1	1	1
OG0006327	1	1	1	1	1	1	1	1	1
OG0006328	1	1	1	1	1	1	1	1	1
OG0006329	1	1	1	1	1	1	1	1	1
OG0006330	1	1	1	1	1	1	1	1	1
OG0006331	2	1	1	1	1	1	0	1	1
OG0006332	1	1	1	1	1	1	1	1	1
OG0006333	1	1	1	1	1	1	1	1	1
OG0006334	1	1	1	1	1	1	1	1	1
OG0006335	1	1	1	1	1	1	1	1	1
OG0006336	2	1	1	1	0	1	1	1	1
OG0006338	1	1	1	1	1	1	1	1	1
OG0006339	1	1	1	1	1	1	1	1	1
OG0006340	1	2	0	1	1	1	1	1	1
OG0006341	1	1	1	1	1	1	1	1	1
OG0006342	1	1	1	1	1	1	1	1	1
OG0006343	1	1	1	1	1	1	1	1	1
OG0006344	1	1	1	1	1	1	1	1	1
OG0006345	1	1	1	1	1	1	1	1	1
OG0006346	1	1	1	1	1	1	1	1	1
OG0006347	1	1	1	1	1	1	1	1	1
OG0006348	1	1	1	1	1	1	1	1	1
OG0006349	1	1	1	1	1	1	1	1	1
OG0006350	1	1	1	1	1	1	1	1	1
OG0006351	1	1	1	1	1	1	1	1	1
OG0006352	1	1	1	1	1	1	1	1	1
OG0006353	1	1	1	1	1	1	1	1	1
OG0006354	1	1	1	1	1	1	1	1	1
OG0006355	1	1	1	1	1	1	1	1	1
OG0006356	1	1	1	1	1	1	1	1	1
OG0006357	2	1	1	0	1	1	1	1	1
OG0006358	1	1	1	1	1	1	1	1	1
OG0006359	1	1	1	1	1	1	1	1	1
OG0006360	1	1	1	1	1	1	1	1	1
OG0006361	1	1	1	1	1	1	1	1	1
OG0006362	1	1	1	1	1	1	1	1	1
OG0006363	1	1	1	1	1	1	1	1	1
OG0006364	1	1	1	1	1	1	1	1	1
OG0006365	1	1	1	1	1	1	1	1	1
OG0006366	1	1	1	1	1	1	1	1	1
OG0006367	1	1	1	1	1	1	1	1	1
OG0006368	1	1	1	1	1	1	1	1	1
OG0006369	1	1	0	1	2	1	1	1	1
OG0006370	1	1	1	1	1	1	1	1	1
OG0006371	1	1	1	1	1	1	1	1	1
OG0006372	1	1	1	1	1	1	1	1	1
OG0006373	1	1	1	1	1	1	1	1	1
OG0006374	1	1	1	1	1	1	1	1	1
OG0006376	1	1	1	1	1	1	1	1	1
OG0006377	1	1	1	1	1	1	1	1	1
OG0006378	1	1	1	1	1	1	1	1	1
OG0006379	1	1	1	1	1	1	1	1	1
OG0006380	1	1	1	1	0	2	1	1	1
OG0006381	1	1	1	1	1	1	1	1	1
OG0006382	1	1	1	1	1	1	1	1	1
OG0006383	1	1	1	1	1	1	1	1	1
OG0006384	1	1	1	1	1	1	1	1	1
OG0006385	1	1	1	1	1	1	1	1	1
OG0006386	1	1	1	1	1	1	1	1	1
OG0006387	1	1	1	1	1	1	1	1	1
OG0006388	1	1	1	1	1	1	1	1	1
OG0006389	1	1	1	1	1	1	1	1	1
OG0006390	1	1	1	1	1	1	1	1	1
OG0006391	1	1	1	1	1	1	1	1	1
OG0006392	1	1	1	1	1	1	1	1	1
OG0006393	1	1	1	1	1	1	1	1	1
OG0006394	1	1	1	1	1	1	1	1	1
OG0006395	1	1	1	1	1	1	1	1	1
OG0006396	1	1	1	1	1	1	1	1	1
OG0006397	1	1	1	1	1	1	1	1	1
OG0006398	1	1	1	1	1	1	1	1	1
OG0006399	1	1	1	1	1	1	1	1	1
OG0006400	1	1	1	1	1	1	1	1	1
OG0006401	1	1	1	1	1	1	1	1	1
OG0006402	1	1	1	1	1	1	1	1	1
OG0006403	1	1	1	1	1	1	1	1	1
OG0006404	1	1	1	1	1	1	1	1	1
OG0006405	1	1	1	1	1	1	1	1	1
OG0006406	1	1	1	1	1	1	1	1	1
OG0006407	1	1	1	1	1	1	1	1	1
OG0006408	1	1	1	1	1	1	1	1	1
OG0006409	1	1	2	1	1	1	1	1	0
OG0006410	1	1	1	1	1	1	1	1	1
OG0006411	1	1	1	1	1	1	1	1	1
OG0006412	1	1	1	1	1	1	1	1	1
OG0006413	1	1	1	1	1	1	1	1	1
OG0006414	1	1	1	1	1	1	1	1	1
OG0006415	1	1	1	2	0	1	1	1	1
OG0006416	1	1	1	1	1	1	1	1	1
OG0006417	1	1	1	1	1	1	1	1	1
OG0006418	1	1	1	1	1	1	1	1	1
OG0006419	1	1	1	1	1	1	1	1	1
OG0006420	1	1	1	1	1	1	1	1	1
OG0006421	1	2	0	1	1	1	1	1	1
OG0006422	1	1	1	1	1	1	1	1	1
OG0006423	1	1	1	1	1	1	1	1	1
OG0006424	1	1	1	1	1	1	1	1	1
OG0006425	1	1	1	1	1	1	1	1	1
OG0006426	1	1	1	1	1	1	1	1	1
OG0006427	1	1	1	1	1	1	1	1	1
OG0006428	1	1	1	1	1	1	1	1	1
OG0006429	1	1	1	1	1	1	1	1	1
OG0006430	1	1	0	1	1	1	1	1	2
OG0006431	1	1	1	1	1	1	1	1	1
OG0006432	1	1	1	1	1	1	1	1	1
OG0006433	1	1	1	1	1	1	1	1	1
OG0006434	1	1	1	1	1	1	1	1	1
OG0006435	1	1	1	1	1	1	1	1	1
OG0006436	1	1	1	1	1	1	1	1	1
OG0006437	1	1	2	1	0	1	1	1	1
OG0006438	1	1	1	1	1	1	1	1	1
OG0006439	1	1	1	1	1	1	1	1	1
OG0006440	1	1	1	1	1	1	1	1	1
OG0006441	1	1	1	1	1	1	1	1	1
OG0006442	1	1	1	1	1	1	1	1	1
OG0006444	1	1	1	1	1	1	1	1	1
OG0006445	1	1	0	1	1	2	1	1	1
OG0006446	1	1	1	1	1	1	1	1	1
OG0006447	1	1	1	1	1	1	1	1	1
OG0006448	1	1	1	1	1	1	1	1	1
OG0006449	1	1	1	1	1	1	1	1	1
OG0006450	1	1	0	3	1	0	1	1	1
OG0006451	1	2	0	1	1	1	1	1	1
OG0006452	1	1	1	1	1	1	1	1	1
OG0006453	1	1	1	1	1	1	1	1	1
OG0006454	1	1	1	1	1	1	1	1	1
OG0006455	1	1	1	1	1	1	1	1	1
OG0006456	1	1	1	1	1	1	1	1	1
OG0006457	1	1	1	1	1	1	1	1	1
OG0006458	1	1	1	1	1	1	1	1	1
OG0006459	1	1	1	1	1	1	1	1	1
OG0006460	1	1	1	1	1	1	1	1	1
OG0006461	1	1	1	1	1	1	1	1	1
OG0006462	1	1	1	1	1	1	1	1	1
OG0006463	1	1	1	1	1	1	1	1	1
OG0006464	1	1	0	0	1	1	1	1	3
OG0006465	1	1	1	0	4	0	0	1	1
OG0006466	1	1	1	1	1	1	1	1	1
OG0006467	1	1	1	0	1	1	1	1	2
OG0006468	1	1	1	1	1	1	1	1	1
OG0006469	1	1	0	2	1	1	1	1	1
OG0006470	1	1	1	1	1	1	1	1	1
OG0006471	1	1	1	1	1	1	1	1	1
OG0006472	1	1	1	1	1	1	1	1	1
OG0006473	1	1	1	1	1	1	1	1	1
OG0006474	1	1	1	1	1	1	1	1	1
OG0006475	1	1	1	1	1	1	1	1	1
OG0006476	1	1	1	1	1	1	1	1	1
OG0006477	1	1	1	0	2	1	1	1	1
OG0006478	1	1	0	1	0	2	2	1	1
OG0006479	1	1	1	1	1	1	1	1	1
OG0006481	1	1	1	1	1	1	1	1	1
OG0006482	2	2	0	1	1	0	0	1	2
OG0006483	1	1	1	1	1	1	1	1	1
OG0006484	1	1	1	1	1	1	1	1	1
OG0006485	1	1	0	1	1	1	1	2	1
OG0006486	1	1	1	1	1	1	1	1	1
OG0006487	1	1	2	0	1	1	1	1	1
OG0006488	1	1	1	1	1	1	1	1	1
OG0006489	1	1	1	1	1	1	1	1	1
OG0006490	1	1	1	1	1	1	1	1	1
OG0006491	1	1	1	1	1	1	1	1	1
OG0006492	1	1	1	1	1	1	1	1	1
OG0006493	1	1	1	1	1	1	1	1	1
OG0006495	1	1	1	1	1	1	1	1	1
OG0006496	1	1	1	1	1	1	1	1	1
OG0006497	1	1	1	1	1	1	1	1	1
OG0006498	1	1	1	1	1	1	1	1	1
OG0006499	1	1	1	1	1	1	1	1	1
OG0006500	1	1	1	1	1	1	1	1	1
OG0006501	1	1	1	1	1	1	1	1	1
OG0006502	1	1	1	1	1	1	1	1	1
OG0006503	1	1	1	1	1	1	1	1	1
OG0006504	1	1	1	1	1	1	1	1	1
OG0006505	1	1	1	1	1	1	1	1	1
OG0006506	1	1	1	1	1	1	1	1	1
OG0006507	1	1	1	1	1	1	1	1	1
OG0006508	1	1	1	1	1	1	1	1	1
OG0006509	1	1	1	1	1	1	1	1	1
OG0006510	1	1	1	1	1	1	1	1	1
OG0006511	1	1	1	1	1	1	1	1	1
OG0006512	1	1	1	1	1	1	1	1	1
OG0006513	1	1	1	1	1	1	1	1	1
OG0006514	1	1	1	1	1	1	1	1	1
OG0006515	1	1	1	1	1	1	1	1	1
OG0006516	1	1	1	1	1	1	1	1	1
OG0006517	1	1	1	1	1	1	1	1	1
OG0006518	1	1	1	1	1	1	1	1	1
OG0006519	1	1	1	1	1	1	1	1	1
OG0006520	1	1	1	1	1	1	1	1	1
OG0006521	1	1	1	1	1	1	1	1	1
OG0006522	1	1	1	1	1	1	1	1	1
OG0006523	1	1	1	1	1	1	1	1	1
OG0006524	1	1	1	1	0	1	1	2	1
OG0006525	1	1	1	1	1	1	1	1	1
OG0006526	1	1	1	1	1	1	1	1	1
OG0006527	1	1	1	1	1	1	1	1	1
OG0006528	1	1	1	1	1	1	1	1	1
OG0006529	1	1	0	1	1	2	1	1	1
OG0006530	1	1	1	1	1	1	1	1	1
OG0006531	1	1	1	1	1	1	1	1	1
OG0006532	1	1	0	1	1	2	1	1	1
OG0006533	3	1	0	1	0	1	1	1	1
OG0006534	1	1	1	1	1	1	1	1	1
OG0006535	1	1	1	2	0	1	1	1	1
OG0006536	1	1	1	1	1	1	1	1	1
OG0006537	1	1	0	1	1	1	2	1	1
OG0006538	1	1	1	1	1	1	1	1	1
OG0006539	1	1	1	1	1	1	1	1	1
OG0006540	1	1	1	1	1	1	1	1	1
OG0006541	1	1	1	1	1	1	1	1	1
OG0006542	1	1	1	1	1	1	1	1	1
OG0006543	1	1	1	1	1	1	1	1	1
OG0006544	1	1	1	1	1	1	1	1	1
OG0006545	1	1	1	1	1	1	1	1	1
OG0006546	1	1	1	1	1	1	1	1	1
OG0006547	1	1	1	1	1	1	1	1	1
OG0006548	1	1	0	1	1	1	2	1	1
OG0006549	1	1	1	1	1	1	1	1	1
OG0006551	1	1	1	1	1	1	1	1	1
OG0006552	1	1	1	1	1	1	1	1	1
OG0006553	1	1	1	1	1	1	1	1	1
OG0006554	1	1	1	1	1	1	1	1	1
OG0006555	1	1	1	1	1	1	1	1	1
OG0006556	1	1	1	1	1	1	1	1	1
OG0006557	1	1	1	1	1	1	1	1	1
OG0006558	1	1	1	1	1	1	1	1	1
OG0006559	1	1	1	1	1	1	1	1	1
OG0006560	1	1	1	1	1	1	1	1	1
OG0006561	1	1	1	1	1	1	1	1	1
OG0006562	2	1	0	1	1	1	1	1	1
OG0006563	1	1	1	1	1	1	1	1	1
OG0006564	1	1	1	1	1	1	1	1	1
OG0006565	1	1	1	1	1	1	1	1	1
OG0006566	1	1	1	1	1	1	1	1	1
OG0006567	1	1	1	1	1	1	1	1	1
OG0006568	1	1	1	1	1	1	1	1	1
OG0006569	1	1	1	1	1	1	1	1	1
OG0006570	1	1	1	1	1	1	1	1	1
OG0006571	1	1	0	2	1	1	1	1	1
OG0006572	1	1	1	1	1	1	1	1	1
OG0006573	1	1	1	1	1	1	1	1	1
OG0006574	1	1	1	1	1	1	1	1	1
OG0006575	1	1	1	1	1	1	1	1	1
OG0006576	1	1	1	1	1	1	1	1	1
OG0006577	1	1	1	1	1	1	1	1	1
OG0006578	1	1	1	1	1	1	1	1	1
OG0006579	1	1	1	1	1	1	1	1	1
OG0006580	1	1	1	1	1	1	1	1	1
OG0006581	1	1	1	1	1	1	1	1	1
OG0006582	1	1	1	1	1	1	1	1	1
OG0006583	1	1	1	1	1	1	1	1	1
OG0006584	1	1	1	1	1	1	1	1	1
OG0006586	1	1	1	1	0	1	1	1	2
OG0006587	1	1	1	1	1	1	1	1	1
OG0006588	1	1	1	1	1	1	1	1	1
OG0006589	1	1	1	1	1	1	1	1	1
OG0006590	1	1	1	1	1	1	1	1	1
OG0006591	1	1	1	1	1	1	1	1	1
OG0006592	1	1	1	1	1	1	1	1	1
OG0006593	1	1	1	1	1	1	1	1	1
OG0006594	1	1	1	1	1	1	1	1	1
OG0006595	1	1	1	1	1	1	1	1	1
OG0006596	1	1	1	1	1	1	1	1	1
OG0006597	1	1	1	1	1	1	1	1	1
OG0006598	1	1	1	1	1	1	1	1	1
OG0006599	1	1	1	1	1	1	1	1	1
OG0006600	1	1	1	1	1	1	1	1	1
OG0006602	1	1	1	1	1	1	1	1	1
OG0006603	1	1	1	1	1	1	1	1	1
OG0006604	1	1	1	1	1	1	1	1	1
OG0006605	1	1	1	1	1	1	1	1	1
OG0006606	1	1	1	1	1	1	1	1	1
OG0006607	1	1	1	1	1	1	1	1	1
OG0006608	1	1	1	1	1	1	1	1	1
OG0006609	1	1	1	1	1	1	1	1	1
OG0006610	1	1	1	1	1	1	1	1	1
OG0006611	1	1	1	1	1	1	1	1	1
OG0006612	1	1	1	1	1	1	1	1	1
OG0006613	1	1	1	1	1	1	1	1	1
OG0006614	1	1	1	1	1	1	1	1	1
OG0006615	1	2	1	0	1	1	1	1	1
OG0006616	1	1	1	1	1	1	1	1	1
OG0006617	1	1	1	1	1	1	1	1	1
OG0006618	1	1	1	1	1	1	1	1	1
OG0006619	1	1	0	2	1	1	1	1	1
OG0006620	1	1	0	1	1	2	1	1	1
OG0006621	1	1	1	1	1	1	1	1	1
OG0006622	1	1	1	1	1	1	1	1	1
OG0006623	1	1	1	1	1	1	1	1	1
OG0006624	1	1	0	1	1	1	1	1	2
OG0006625	1	1	1	1	1	1	1	1	1
OG0006626	1	1	1	1	1	1	1	1	1
OG0006627	1	1	1	1	1	1	1	1	1
OG0006628	1	1	1	1	1	1	1	1	1
OG0006629	1	1	1	1	1	1	1	1	1
OG0006630	1	1	1	1	1	1	1	1	1
OG0006631	1	1	0	0	1	3	1	1	1
OG0006632	1	1	0	2	1	1	1	1	1
OG0006633	1	1	1	1	1	1	1	1	1
OG0006634	1	1	1	1	1	1	1	1	1
OG0006635	1	1	1	1	1	1	1	1	1
OG0006636	1	1	1	1	1	1	1	1	1
OG0006637	1	1	1	1	1	1	1	1	1
OG0006638	1	1	1	1	1	1	1	1	1
OG0006639	1	1	1	1	1	1	1	1	1
OG0006640	1	1	0	1	0	2	2	1	1
OG0006641	1	1	1	1	1	1	1	1	1
OG0006642	1	1	1	1	1	1	1	1	1
OG0006643	1	1	1	1	1	1	1	1	1
OG0006644	1	1	1	1	1	1	1	1	1
OG0006645	1	1	1	1	1	1	1	1	1
OG0006646	1	1	1	1	1	1	1	1	1
OG0006647	1	1	1	1	1	1	1	1	1
OG0006648	1	1	1	1	1	1	1	1	1
OG0006649	1	1	1	1	1	1	1	1	1
OG0006650	1	1	1	1	1	1	1	1	1
OG0006651	1	1	1	1	1	1	1	1	1
OG0006652	1	1	1	1	1	1	1	1	1
OG0006653	1	1	1	1	1	1	1	1	1
OG0006654	1	1	1	1	1	1	1	1	1
OG0006655	1	1	1	1	1	1	1	1	1
OG0006656	1	1	1	1	1	1	1	1	1
OG0006657	1	1	1	1	1	1	1	1	1
OG0006658	1	1	1	1	1	1	1	1	1
OG0006659	1	1	1	1	1	1	1	1	1
OG0006660	1	1	1	1	1	1	1	1	1
OG0006661	1	1	1	1	1	1	1	1	1
OG0006662	1	1	1	1	1	1	1	1	1
OG0006663	1	1	1	1	1	1	1	1	1
OG0006664	1	1	2	0	1	1	1	1	1
OG0006665	1	1	1	1	1	1	1	1	1
OG0006666	1	1	1	1	1	1	1	1	1
OG0006667	1	2	2	2	1	0	0	1	0
OG0006668	1	1	1	1	1	1	1	1	1
OG0006669	1	1	1	1	1	1	1	1	1
OG0006670	1	1	1	1	1	1	1	1	1
OG0006671	1	1	1	1	1	1	1	1	1
OG0006672	1	1	1	1	1	1	1	1	1
OG0006673	1	1	1	1	1	1	1	1	1
OG0006674	1	1	1	1	1	1	1	1	1
OG0006675	1	1	1	1	1	1	1	1	1
OG0006676	1	1	0	1	1	1	2	1	1
OG0006677	1	1	0	1	2	1	1	1	1
OG0006678	1	1	1	1	1	1	1	1	1
OG0006679	1	1	1	1	1	1	1	1	1
OG0006680	1	1	1	1	1	1	1	1	1
OG0006681	1	1	1	1	1	1	1	1	1
OG0006682	1	1	1	1	1	1	1	1	1
OG0006683	1	1	1	1	1	1	1	1	1
OG0006684	1	1	1	1	1	1	1	1	1
OG0006685	1	1	1	1	1	1	1	1	1
OG0006686	1	1	1	1	0	1	2	1	1
OG0006687	1	1	0	2	1	1	1	1	1
OG0006688	1	2	1	1	1	0	1	1	1
OG0006689	1	1	1	1	1	1	1	1	1
OG0006690	1	1	1	1	1	1	1	1	1
OG0006691	1	1	1	1	1	1	1	1	1
OG0006692	1	1	1	1	1	1	1	1	1
OG0006693	1	1	1	1	1	1	1	1	1
OG0006694	1	1	1	1	1	1	1	1	1
OG0006695	1	1	1	1	1	1	1	1	1
OG0006696	1	1	1	1	1	1	1	1	1
OG0006697	1	1	1	1	1	1	1	1	1
OG0006698	1	1	0	1	1	2	1	1	1
OG0006699	1	1	1	1	1	1	1	1	1
OG0006700	1	1	1	1	1	1	1	1	1
OG0006701	1	1	1	1	1	1	1	1	1
OG0006702	1	1	1	1	1	1	1	1	1
OG0006703	1	1	1	1	1	1	1	1	1
OG0006704	1	1	1	1	1	1	1	1	1
OG0006705	1	1	1	1	1	1	1	1	1
OG0006706	1	1	1	1	1	1	1	1	1
OG0006707	1	1	1	1	1	1	1	1	1
OG0006708	1	1	2	1	0	1	1	1	1
OG0006709	1	1	1	1	1	1	1	1	1
OG0006710	1	1	1	1	1	1	1	1	1
OG0006712	1	1	0	1	1	2	1	1	1
OG0006713	1	2	1	0	1	1	1	1	1
OG0006714	1	1	1	1	1	1	1	1	1
OG0006715	1	1	0	1	1	2	1	1	1
OG0006716	1	1	1	1	1	1	1	1	1
OG0006717	1	1	1	1	1	1	1	1	1
OG0006718	1	1	0	1	1	1	2	1	1
OG0006719	1	1	0	1	1	1	1	2	1
OG0006720	1	1	1	1	1	1	1	1	1
OG0006721	1	1	1	1	1	1	1	1	1
OG0006722	1	1	1	1	1	1	1	1	1
OG0006723	1	1	1	1	1	1	1	1	1
OG0006724	1	1	1	1	1	1	1	1	1
OG0006725	1	1	0	1	1	1	1	1	2
OG0006726	1	1	0	1	1	2	1	1	1
OG0006727	1	1	1	1	1	1	1	1	1
OG0006728	1	1	1	1	1	1	1	1	1
OG0006729	1	1	1	1	1	1	1	1	1
OG0006730	1	1	0	1	1	1	1	1	2
OG0006731	1	1	0	1	1	2	1	1	1
OG0006732	1	1	1	1	1	1	1	1	1
OG0006733	1	1	1	1	1	1	1	1	1
OG0006734	1	1	1	1	1	1	1	1	1
OG0006735	1	1	1	1	1	2	1	1	0
OG0006736	1	1	1	1	1	1	1	1	1
OG0006737	1	1	1	1	1	1	1	1	1
OG0006738	1	1	1	1	1	1	1	1	1
OG0006739	1	1	1	1	1	1	1	1	1
OG0006740	1	1	1	1	1	1	1	1	1
OG0006741	1	1	1	1	1	1	1	1	1
OG0006742	1	1	1	1	1	1	1	1	1
OG0006744	1	1	1	1	1	1	1	1	1
OG0006745	1	1	1	1	1	1	1	1	1
OG0006746	1	1	1	1	1	1	1	1	1
OG0006747	1	1	1	1	1	1	1	1	1
OG0006748	1	1	1	1	1	1	1	1	1
OG0006749	1	1	1	1	1	1	1	1	1
OG0006750	1	1	1	1	1	1	1	1	1
OG0006751	1	1	1	1	1	1	1	1	1
OG0006752	1	1	1	1	1	1	1	1	1
OG0006753	1	1	1	1	1	1	1	1	1
OG0006755	1	1	1	1	1	1	1	1	1
OG0006756	1	1	1	1	1	1	1	1	1
OG0006758	1	1	1	1	1	1	1	1	1
OG0006759	1	1	1	1	1	1	1	1	1
OG0006760	1	1	1	1	1	1	1	1	1
OG0006761	1	1	1	1	1	1	1	1	1
OG0006762	1	1	1	1	1	1	1	1	1
OG0006763	1	1	1	1	1	1	1	1	1
OG0006764	1	1	1	1	1	1	1	1	1
OG0006765	1	1	1	1	1	1	1	1	1
OG0006766	1	1	1	1	1	1	1	1	1
OG0006767	1	1	1	1	1	1	1	1	1
OG0006768	1	1	1	0	1	2	1	1	1
OG0006769	1	1	1	1	1	1	1	1	1
OG0006770	1	1	1	1	1	1	1	1	1
OG0006771	1	1	1	1	1	1	1	1	1
OG0006772	1	1	1	1	1	1	1	1	1
OG0006773	1	1	0	1	1	1	2	1	1
OG0006774	1	1	1	1	1	1	1	1	1
OG0006775	1	1	1	1	1	1	1	1	1
OG0006776	1	1	1	1	1	1	1	1	1
OG0006777	1	1	1	1	1	1	1	1	1
OG0006778	1	1	1	1	1	1	1	1	1
OG0006779	1	1	1	1	1	1	1	1	1
OG0006780	1	1	1	1	1	1	1	1	1
OG0006781	1	1	1	1	1	1	1	1	1
OG0006782	1	1	1	1	1	1	1	1	1
OG0006783	1	1	1	1	1	1	1	1	1
OG0006784	1	1	1	1	1	1	1	1	1
OG0006785	1	1	1	1	1	1	1	1	1
OG0006786	1	1	1	1	1	1	1	1	1
OG0006787	1	1	0	1	1	2	1	1	1
OG0006788	1	1	1	1	1	1	1	1	1
OG0006789	1	1	1	1	1	1	1	1	1
OG0006790	2	1	1	1	0	1	1	1	1
OG0006791	1	1	1	1	1	1	1	1	1
OG0006792	1	1	1	1	1	1	1	1	1
OG0006793	1	1	1	1	1	1	1	1	1
OG0006794	1	1	1	1	1	1	1	1	1
OG0006795	1	1	1	1	1	1	1	1	1
OG0006796	1	1	1	1	1	0	1	1	2
OG0006797	1	1	1	1	1	1	1	1	1
OG0006798	1	1	1	1	1	1	1	1	1
OG0006799	1	1	1	1	1	1	1	1	1
OG0006800	1	1	1	1	2	1	0	1	1
OG0006801	1	1	1	1	1	1	1	1	1
OG0006802	1	1	1	1	1	1	1	1	1
OG0006803	1	1	1	1	1	1	1	1	1
OG0006804	1	1	1	1	1	1	1	1	1
OG0006805	1	1	0	1	1	1	2	1	1
OG0006806	1	1	1	2	0	1	1	1	1
OG0006807	1	1	1	1	1	1	1	1	1
OG0006808	1	1	0	1	1	1	1	2	1
OG0006809	1	1	1	1	1	1	1	1	1
OG0006810	1	1	1	1	1	1	1	1	1
OG0006811	1	1	1	1	1	1	1	1	1
OG0006812	1	1	1	1	1	1	1	1	1
OG0006813	1	1	1	1	1	1	1	1	1
OG0006814	1	1	1	1	1	1	1	1	1
OG0006815	1	1	1	1	1	1	1	1	1
OG0006816	2	1	1	0	1	1	1	1	1
OG0006817	1	1	1	1	1	1	1	1	1
OG0006818	1	1	1	1	1	1	1	1	1
OG0006819	1	1	2	1	0	1	1	1	1
OG0006820	1	1	1	1	1	1	1	1	1
OG0006821	1	1	1	1	1	1	1	1	1
OG0006822	1	1	1	1	1	1	1	1	1
OG0006823	1	1	1	1	1	1	1	1	1
OG0006824	1	1	1	1	1	1	1	1	1
OG0006825	1	1	0	1	1	2	1	1	1
OG0006826	1	1	1	1	1	1	1	1	1
OG0006827	1	1	1	1	1	1	1	1	1
OG0006828	1	1	1	1	1	1	1	1	1
OG0006829	1	1	1	1	1	1	1	1	1
OG0006830	1	1	1	1	1	1	1	1	1
OG0006831	1	1	1	1	1	1	1	1	1
OG0006832	1	1	0	0	3	0	0	4	0
OG0006833	1	1	1	1	1	1	1	1	1
OG0006834	1	1	1	1	1	1	1	1	1
OG0006835	1	1	0	1	1	0	3	1	1
OG0006836	1	1	1	1	1	1	1	1	1
OG0006837	1	1	1	1	1	1	1	1	1
OG0006838	1	1	1	1	1	1	1	1	1
OG0006839	1	1	1	1	1	1	1	1	1
OG0006840	1	1	1	1	1	1	1	1	1
OG0006841	1	1	1	0	1	1	2	1	1
OG0006842	1	1	1	1	1	1	1	1	1
OG0006843	1	1	1	1	1	1	1	1	1
OG0006844	1	1	1	1	1	1	1	1	1
OG0006845	1	1	1	1	1	1	1	1	1
OG0006846	1	1	1	1	1	1	1	1	1
OG0006847	1	1	1	1	1	1	1	1	1
OG0006848	1	1	1	1	1	1	1	1	1
OG0006849	1	1	1	1	1	1	1	1	1
OG0006850	1	1	1	1	1	1	1	1	1
OG0006851	1	1	1	1	1	1	1	1	1
OG0006852	1	1	1	1	1	1	1	1	1
OG0006854	1	1	1	1	1	1	1	1	1
OG0006855	1	2	1	1	1	1	0	1	1
OG0006856	1	1	1	1	1	1	1	1	1
OG0006857	1	1	1	1	1	1	1	1	1
OG0006858	1	1	1	1	1	1	1	1	1
OG0006859	1	1	1	1	1	1	1	1	1
OG0006860	1	1	1	1	1	1	1	1	1
OG0006861	1	1	1	1	1	1	1	1	1
OG0006862	1	1	0	1	1	2	1	1	1
OG0006863	1	1	1	1	1	1	1	1	1
OG0006864	1	1	1	1	1	1	1	1	1
OG0006865	1	1	1	1	1	1	1	1	1
OG0006866	1	1	1	1	1	1	1	1	1
OG0006867	1	1	1	1	1	1	1	1	1
OG0006869	1	1	1	1	1	1	1	1	1
OG0006870	1	1	1	1	1	1	1	1	1
OG0006871	1	1	1	1	1	1	1	1	1
OG0006872	1	1	1	1	1	1	1	1	1
OG0006873	1	1	1	1	1	1	1	1	1
OG0006874	1	1	1	1	1	1	1	1	1
OG0006875	1	1	1	1	1	1	1	1	1
OG0006876	1	1	1	1	1	1	1	1	1
OG0006877	1	1	1	1	1	1	1	1	1
OG0006878	1	1	1	1	1	1	1	1	1
OG0006879	1	1	1	1	1	1	1	1	1
OG0006880	1	1	1	1	1	1	1	1	1
OG0006881	1	1	1	1	1	1	1	1	1
OG0006882	2	1	0	1	1	1	1	1	1
OG0006883	1	1	1	1	1	1	1	1	1
OG0006884	1	1	1	1	1	1	1	1	1
OG0006885	1	1	1	1	1	1	1	1	1
OG0006886	1	1	1	1	1	1	1	1	1
OG0006887	1	1	1	1	1	1	1	1	1
OG0006888	1	1	1	1	1	1	1	1	1
OG0006889	1	1	1	1	1	1	1	1	1
OG0006890	1	1	1	1	1	1	1	1	1
