"set" "map" "mkr" "phys" "gen" "vld" "loess"
"vcar" "chrLR999928.1" "5427" 1532770 13.339 TRUE 2.99
"vcar" "chrLR999928.1" "5475" 1940290 13.339 TRUE 3.85
"vcar" "chrLR999928.1" "5485" 2052320 15.562 TRUE 4.66
"vcar" "chrLR999928.1" "5579" 2329290 15.562 TRUE 4.98
"vcar" "chrLR999928.1" "5629" 2610440 17.784 TRUE 2.83
"vcar" "chrLR999928.1" "5632" 2647720 17.784 TRUE 1.35
"vcar" "chrLR999928.1" "5679" 2759140 17.784 TRUE 2.39
"vcar" "chrLR999928.1" "5698" 2882880 17.784 TRUE 1.33
"vcar" "chrLR999928.1" "5705" 2953260 17.784 TRUE 2.29
"vcar" "chrLR999928.1" "5716" 2953490 17.784 TRUE 2.29
"vcar" "chrLR999928.1" "5739" 3317510 17.784 TRUE 2.52
"vcar" "chrLR999928.1" "5765" 3324490 17.784 TRUE 2.65
"vcar" "chrLR999928.1" "5770" 3773090 20.008 TRUE 5.76
"vcar" "chrLR999928.1" "5793" 4268390 22.23 TRUE 6.25
"vcar" "chrLR999928.1" "5806" 4607060 26.687 TRUE 4.79
"vcar" "chrLR999928.1" "5813" 4812590 26.687 TRUE 4.4
"vcar" "chrLR999928.1" "5821" 4822020 26.687 TRUE 4.39
"vcar" "chrLR999928.1" "5842" 4839180 26.687 TRUE 4.32
"vcar" "chrLR999928.1" "5908" 5206030 26.687 TRUE 3.16
"vcar" "chrLR999928.1" "5969" 6055440 30.025 TRUE 1.7
"vcar" "chrLR999928.1" "5986" 6115870 30.025 TRUE 0.89
"vcar" "chrLR999928.1" "6016" 6274490 30.025 TRUE 1.49
"vcar" "chrLR999928.1" "6035" 6383260 30.025 TRUE 0.96
"vcar" "chrLR999928.1" "6067" 6948200 30.025 TRUE 1.41
"vcar" "chrLR999928.1" "6075" 6948720 30.025 TRUE 1.41
"vcar" "chrLR999928.1" "6104" 7329570 31.136 TRUE 1.98
"vcar" "chrLR999928.1" "6129" 7364170 31.136 TRUE 1.84
"vcar" "chrLR999928.1" "6131" 7364530 31.136 TRUE 1.84
"vcar" "chrLR999928.1" "6134" 7440340 32.247 TRUE 1.72
"vcar" "chrLR999928.1" "6147" 7491880 32.247 TRUE 1.62
"vcar" "chrLR999928.1" "6215" 8009830 32.247 TRUE 1.14
"vcar" "chrLR999928.1" "6237" 8017220 32.247 TRUE 1.08
"vcar" "chrLR999928.1" "6274" 8271980 32.247 TRUE 0.2
"vcar" "chrLR999928.1" "6284" 8436150 32.247 TRUE 0.9
"vcar" "chrLR999928.1" "6318" 9217220 33.359 TRUE 2.09
"vcar" "chrLR999928.1" "6341" 9348180 33.359 TRUE 2.3
"vcar" "chrLR999928.1" "6384" 9809450 35.582 TRUE 3.15
"vcar" "chrLR999928.1" "6395" 9862910 35.582 TRUE 3.06
"vcar" "chrLR999928.1" "6399" 9926750 35.582 TRUE 2.91
"vcar" "chrLR999928.1" "6422" 10278800 36.694 TRUE 2.85
"vcar" "chrLR999928.1" "6425" 10282300 36.694 TRUE 2.86
"vcar" "chrLR999928.1" "6447" 10665200 37.805 TRUE 2.13
"vcar" "chrLR999928.1" "6476" 10804400 37.805 TRUE 2.74
"vcar" "chrLR999928.1" "6486" 10861300 37.805 TRUE 3.12
"vcar" "chrLR999928.1" "6527" 11434200 38.916 TRUE 4.27
"vcar" "chrLR999928.1" "6545" 11565600 42.251 TRUE 5.16
"vcar" "chrLR999928.1" "6550" 11689900 42.251 TRUE 5.4
"vcar" "chrLR999928.1" "6557" 11879700 42.251 TRUE 7.19
"vcar" "chrLR999928.1" "6562" 11919300 42.251 TRUE 7.3
"vcar" "chrLR999928.1" "6564" 11919600 42.251 TRUE 7.32
"vcar" "chrLR999928.1" "6570" 11993100 42.251 TRUE 8.16
"vcar" "chrLR999928.1" "6585" 12175400 43.363 TRUE 9.67
"vcar" "chrLR999928.1" "6605" 12544400 51.204 TRUE 10.34
"vcar" "chrLR999928.1" "6644" 12890400 51.204 TRUE 13.05
"vcar" "chrLR999928.1" "6661" 13079600 54.539 TRUE 7.59
"vcar" "chrLR999928.1" "6667" 13148500 56.763 TRUE 7.06
"vcar" "chrLR999928.1" "6692" 13402700 57.874 TRUE 4.93
"vcar" "chrLR999928.1" "6700" 13423900 57.874 TRUE 4.74
"vcar" "chrLR999928.1" "6753" 13940200 57.874 TRUE 0.33
"vcar" "chrLR999928.1" "6814" 14061900 57.874 TRUE 1.84
"vcar" "chrLR999928.1" "6884" 14362000 57.874 TRUE 1.91
"vcar" "chrLR999928.1" "6913" 14581100 57.874 TRUE 2.1
"vcar" "chrLR999928.1" "6929" 15101300 61.209 TRUE 3.05
"vcar" "chrLR999928.1" "6946" 15276800 61.209 TRUE 3.23
"vcar" "chrLR999928.1" "6960" 15299400 61.209 TRUE 3.18
"vcar" "chrLR999928.1" "6971" 15326300 61.209 TRUE 3.24
"vcar" "chrLR999928.1" "6994" 15387900 61.209 TRUE 3.22
"vcar" "chrLR999928.1" "7042" 15549500 61.209 TRUE 3.11
"vcar" "chrLR999928.1" "7076" 15577700 61.209 TRUE NA
"vcar" "chrLR999929.1" "7120" 74157 0 TRUE NA
"vcar" "chrLR999929.1" "7229" 1484060 5.567 TRUE 2.91
"vcar" "chrLR999929.1" "7269" 1724330 6.678 TRUE 1.55
"vcar" "chrLR999929.1" "7369" 2267840 6.678 TRUE 1.93
"vcar" "chrLR999929.1" "7371" 2299300 6.678 TRUE 2.03
"vcar" "chrLR999929.1" "7409" 2691370 6.678 TRUE 4.63
"vcar" "chrLR999929.1" "7429" 3050510 7.79 TRUE 9.57
"vcar" "chrLR999929.1" "7460" 3558010 15.608 TRUE 6.3
"vcar" "chrLR999929.1" "7462" 3558260 15.608 TRUE 6.29
"vcar" "chrLR999929.1" "7501" 4042430 15.608 TRUE 2.4
"vcar" "chrLR999929.1" "7514" 4095490 15.608 TRUE -0.24
"vcar" "chrLR999929.1" "7528" 4281620 15.608 TRUE 1.74
"vcar" "chrLR999929.1" "7547" 4562690 16.719 TRUE 2.63
"vcar" "chrLR999929.1" "7550" 4562910 16.719 TRUE 2.62
"vcar" "chrLR999929.1" "7596" 4943600 17.83 TRUE 2.49
"vcar" "chrLR999929.1" "7626" 5311560 18.942 TRUE 1.74
"vcar" "chrLR999929.1" "7637" 5391370 18.942 TRUE 1.24
"vcar" "chrLR999929.1" "7650" 5628520 18.942 TRUE 0.22
"vcar" "chrLR999929.1" "7696" 5664410 18.942 TRUE 0.53
"vcar" "chrLR999929.1" "7772" 6048730 18.942 TRUE 2.77
"vcar" "chrLR999929.1" "7788" 6070220 18.942 TRUE 3.58
"vcar" "chrLR999929.1" "7791" 6176310 18.942 TRUE 4.78
"vcar" "chrLR999929.1" "7823" 6543170 21.164 TRUE 9.11
"vcar" "chrLR999929.1" "7830" 6731820 24.502 TRUE 5.76
"vcar" "chrLR999929.1" "7832" 6732040 24.502 TRUE 5.75
"vcar" "chrLR999929.1" "7889" 7189680 24.502 TRUE 7.02
"vcar" "chrLR999929.1" "7920" 7300160 26.725 TRUE 9.18
"vcar" "chrLR999929.1" "7928" 7828620 32.292 TRUE 4.97
"vcar" "chrLR999929.1" "7940" 7828900 32.292 TRUE 4.97
"vcar" "chrLR999929.1" "7952" 7881720 32.292 TRUE 4.83
"vcar" "chrLR999929.1" "7995" 8225000 32.292 TRUE 2.71
"vcar" "chrLR999929.1" "8029" 8418710 32.292 TRUE 0.09
"vcar" "chrLR999929.1" "8087" 9202170 32.292 TRUE 0.02
"vcar" "chrLR999929.1" "8098" 9210510 32.292 TRUE -0.05
"vcar" "chrLR999929.1" "8101" 9454080 32.292 TRUE 0.24
"vcar" "chrLR999929.1" "8155" 9859070 32.292 TRUE 0.68
"vcar" "chrLR999929.1" "8160" 9859340 32.292 TRUE 0.68
"vcar" "chrLR999929.1" "8191" 9883930 32.292 TRUE 0.66
"vcar" "chrLR999929.1" "8198" 9966130 32.292 TRUE 0.8
"vcar" "chrLR999929.1" "8225" 10352800 33.404 TRUE 1.55
"vcar" "chrLR999929.1" "8249" 10847300 33.404 TRUE 1.78
"vcar" "chrLR999929.1" "8306" 11596900 35.627 TRUE 2.41
"vcar" "chrLR999929.1" "8328" 11680100 35.627 TRUE 2.72
"vcar" "chrLR999929.1" "8365" 11942000 35.627 TRUE 3.03
"vcar" "chrLR999929.1" "8371" 12009100 35.627 TRUE 3.67
"vcar" "chrLR999929.1" "8422" 12492200 38.966 TRUE 3.2
"vcar" "chrLR999929.1" "8482" 13022000 40.077 TRUE 1.77
"vcar" "chrLR999929.1" "8493" 13052600 40.077 TRUE 1.48
"vcar" "chrLR999929.1" "8507" 13180200 40.077 TRUE -0.2
"vcar" "chrLR999929.1" "8560" 13689500 40.077 TRUE 1.2
"vcar" "chrLR999929.1" "8570" 13689800 40.077 TRUE 1.2
"vcar" "chrLR999929.1" "8615" 14058600 40.077 TRUE 4.46
"vcar" "chrLR999929.1" "8642" 14391800 42.301 TRUE 4.66
"vcar" "chrLR999929.1" "8643" 14446900 42.301 TRUE 4.92
"vcar" "chrLR999929.1" "8660" 14748900 45.639 TRUE 4.47
"vcar" "chrLR999929.1" "8668" 14808100 45.639 TRUE 4.47
"vcar" "chrLR999929.1" "8688" 15088700 45.639 TRUE 3.96
"vcar" "chrLR999929.1" "8693" 15207300 45.639 TRUE NA
"vcar" "chrLR999930.1" "8769" 133328 0 TRUE NA
"vcar" "chrLR999930.1" "8778" 173102 0 TRUE -0.67
"vcar" "chrLR999930.1" "8798" 298616 0 TRUE -0.44
"vcar" "chrLR999930.1" "8832" 571449 0 TRUE 0.07
"vcar" "chrLR999930.1" "8852" 781668 0 TRUE 0.47
"vcar" "chrLR999930.1" "8859" 1009950 0 TRUE 0.86
"vcar" "chrLR999930.1" "8903" 1183530 0 TRUE 1.17
"vcar" "chrLR999930.1" "8913" 1440960 1.111 TRUE 1.96
"vcar" "chrLR999930.1" "8946" 1805750 1.111 TRUE 1.64
"vcar" "chrLR999930.1" "8960" 2221710 2.222 TRUE 1.51
"vcar" "chrLR999930.1" "8961" 2278880 2.222 TRUE 1.53
"vcar" "chrLR999930.1" "8963" 2290460 2.222 TRUE 1.47
"vcar" "chrLR999930.1" "8982" 2623460 2.222 TRUE 1.82
"vcar" "chrLR999930.1" "8987" 2861500 3.333 TRUE 2.34
"vcar" "chrLR999930.1" "9012" 3201460 3.333 TRUE 3
"vcar" "chrLR999930.1" "9070" 3877740 6.668 TRUE 2.29
"vcar" "chrLR999930.1" "9137" 4852020 7.78 TRUE 0.64
"vcar" "chrLR999930.1" "9173" 5643990 7.78 TRUE 0.27
"vcar" "chrLR999930.1" "9213" 5904820 7.78 TRUE 0.45
"vcar" "chrLR999930.1" "9220" 6052800 7.78 TRUE 1.33
"vcar" "chrLR999930.1" "9236" 6086110 7.78 TRUE 1.42
"vcar" "chrLR999930.1" "9291" 6237360 7.78 TRUE 1.22
"vcar" "chrLR999930.1" "9357" 6798990 8.891 TRUE 3.88
"vcar" "chrLR999930.1" "9429" 7169440 11.114 TRUE 4.22
"vcar" "chrLR999930.1" "9432" 7211610 11.114 TRUE 3.62
"vcar" "chrLR999930.1" "9461" 7368940 12.225 TRUE 3.53
"vcar" "chrLR999930.1" "9522" 8520930 15.559 TRUE 2.66
"vcar" "chrLR999930.1" "9533" 8571600 15.559 TRUE 2.64
"vcar" "chrLR999930.1" "9571" 9053540 15.559 TRUE 2.02
"vcar" "chrLR999930.1" "9637" 9355320 17.782 TRUE 3.94
"vcar" "chrLR999930.1" "9650" 9415540 17.782 TRUE 4.37
"vcar" "chrLR999930.1" "9655" 9596900 17.782 TRUE 5.05
"vcar" "chrLR999930.1" "9687" 10577900 25.585 TRUE 3.75
"vcar" "chrLR999930.1" "9693" 10578200 25.585 TRUE 3.75
"vcar" "chrLR999930.1" "9699" 10615200 25.585 TRUE 3.93
"vcar" "chrLR999930.1" "9711" 10941400 25.585 TRUE 1.55
"vcar" "chrLR999930.1" "9754" 11145100 25.585 TRUE 3.03
"vcar" "chrLR999930.1" "9766" 11145300 25.585 TRUE 3.03
"vcar" "chrLR999930.1" "9863" 11825600 31.163 TRUE 6.73
"vcar" "chrLR999930.1" "9907" 12253100 31.163 TRUE 8.33
"vcar" "chrLR999930.1" "9928" 12388300 34.502 TRUE 8.47
"vcar" "chrLR999930.1" "9961" 12777500 38.958 TRUE 10.53
"vcar" "chrLR999930.1" "9962" 12812600 38.958 TRUE 10.77
"vcar" "chrLR999930.1" "9972" 12907200 38.958 TRUE 9.26
"vcar" "chrLR999930.1" "10039" 13291700 43.414 TRUE 5.19
"vcar" "chrLR999930.1" "10052" 13338800 43.414 TRUE 4.31
"vcar" "chrLR999930.1" "10074" 13447200 43.414 TRUE 3.07
"vcar" "chrLR999930.1" "10107" 13477200 43.414 TRUE 2.38
"vcar" "chrLR999930.1" "10117" 13622800 43.414 TRUE 2.15
"vcar" "chrLR999930.1" "10152" 13904600 43.414 TRUE 3.02
"vcar" "chrLR999930.1" "10219" 14523500 46.752 TRUE 2.17
"vcar" "chrLR999930.1" "10265" 14679600 46.752 TRUE 1.45
"vcar" "chrLR999930.1" "10293" 14837500 46.752 TRUE 1.06
"vcar" "chrLR999930.1" "10302" 14933900 46.752 TRUE 0.7
"vcar" "chrLR999930.1" "10314" 15108200 46.752 TRUE 0.03
"vcar" "chrLR999930.1" "10353" 15553100 46.752 TRUE NA
"vcar" "chrLR999931.1" "10370" 255052 0 TRUE NA
"vcar" "chrLR999931.1" "10441" 290619 0 TRUE 2
"vcar" "chrLR999931.1" "10468" 592899 0 TRUE 2.11
"vcar" "chrLR999931.1" "10476" 618056 0 TRUE 2.14
"vcar" "chrLR999931.1" "10599" 1494450 1.111 TRUE 2.2
"vcar" "chrLR999931.1" "10604" 1494720 3.334 TRUE 2.25
"vcar" "chrLR999931.1" "10609" 1498870 3.334 TRUE 2.2
"vcar" "chrLR999931.1" "10655" 2103470 3.334 TRUE 3.23
"vcar" "chrLR999931.1" "10680" 2241210 3.334 TRUE 4.17
"vcar" "chrLR999931.1" "10710" 2376440 4.445 TRUE 6.16
"vcar" "chrLR999931.1" "10722" 2625060 5.556 TRUE 8.61
"vcar" "chrLR999931.1" "10737" 2680500 5.556 TRUE 9.7
"vcar" "chrLR999931.1" "10739" 2687310 5.556 TRUE 9.81
"vcar" "chrLR999931.1" "10756" 2844840 8.895 TRUE 10.35
"vcar" "chrLR999931.1" "10757" 2980570 8.895 TRUE 7.56
"vcar" "chrLR999931.1" "10788" 3101550 12.233 TRUE 7.16
"vcar" "chrLR999931.1" "10860" 4038820 15.571 TRUE 4.13
"vcar" "chrLR999931.1" "10865" 4039120 15.571 TRUE 4.12
"vcar" "chrLR999931.1" "10929" 4576060 16.683 TRUE 4.78
"vcar" "chrLR999931.1" "10937" 4748490 16.683 TRUE 5.48
"vcar" "chrLR999931.1" "10984" 5590800 23.356 TRUE 6.62
"vcar" "chrLR999931.1" "10993" 5591120 23.356 TRUE 6.63
"vcar" "chrLR999931.1" "11007" 5868470 24.467 TRUE 8.64
"vcar" "chrLR999931.1" "11036" 6389470 31.157 TRUE 6.45
"vcar" "chrLR999931.1" "11048" 6750040 32.268 TRUE 5.83
"vcar" "chrLR999931.1" "11054" 7124360 33.38 TRUE 3.86
"vcar" "chrLR999931.1" "11068" 7236050 34.491 TRUE 2.69
"vcar" "chrLR999931.1" "11094" 7723390 35.602 TRUE 2.6
"vcar" "chrLR999931.1" "11118" 7960480 35.602 TRUE 2.67
"vcar" "chrLR999931.1" "11127" 8005840 35.602 TRUE 2.4
"vcar" "chrLR999931.1" "11156" 8060020 35.602 TRUE 2.36
"vcar" "chrLR999931.1" "11188" 8522950 37.825 TRUE 2.46
"vcar" "chrLR999931.1" "11209" 8631340 37.825 TRUE 1.58
"vcar" "chrLR999931.1" "11225" 8882640 37.825 TRUE 0.14
"vcar" "chrLR999931.1" "11231" 8887950 37.825 TRUE 0.14
"vcar" "chrLR999931.1" "11242" 9063210 37.825 TRUE -0.23
"vcar" "chrLR999931.1" "11261" 9221350 37.825 TRUE 0
"vcar" "chrLR999931.1" "11305" 9608830 37.825 TRUE 1.62
"vcar" "chrLR999931.1" "11318" 9709060 37.825 TRUE 4.27
"vcar" "chrLR999931.1" "11320" 9709270 37.825 TRUE 4.27
"vcar" "chrLR999931.1" "11340" 9749560 37.825 TRUE 4.28
"vcar" "chrLR999931.1" "11344" 9749770 37.825 TRUE 4.22
"vcar" "chrLR999931.1" "11351" 9802770 37.825 TRUE 5.28
"vcar" "chrLR999931.1" "11367" 10017900 41.16 TRUE 4.29
"vcar" "chrLR999931.1" "11401" 10081900 41.16 TRUE 5.46
"vcar" "chrLR999931.1" "11427" 10380900 41.16 TRUE 2.23
"vcar" "chrLR999931.1" "11432" 10382600 41.16 TRUE 2.19
"vcar" "chrLR999931.1" "11436" 10856400 41.16 TRUE 0.03
"vcar" "chrLR999931.1" "11464" 11325500 41.16 TRUE 0.5
"vcar" "chrLR999931.1" "11478" 11454200 41.16 TRUE 0.8
"vcar" "chrLR999931.1" "11532" 12034900 41.16 TRUE 0.86
"vcar" "chrLR999931.1" "11540" 12094000 42.271 TRUE 0.85
"vcar" "chrLR999931.1" "11549" 12094300 42.271 TRUE 0.85
"vcar" "chrLR999931.1" "11582" 12586700 42.271 TRUE 0.27
"vcar" "chrLR999931.1" "11588" 12587600 42.271 TRUE 0.27
"vcar" "chrLR999931.1" "11637" 12734800 42.271 TRUE -0.07
"vcar" "chrLR999931.1" "11655" 12928000 42.271 TRUE 0
"vcar" "chrLR999931.1" "11707" 13227000 42.271 TRUE 0
"vcar" "chrLR999931.1" "11709" 13315100 42.271 TRUE -0.23
"vcar" "chrLR999931.1" "11721" 13377400 42.271 TRUE 0.26
"vcar" "chrLR999931.1" "11736" 13384400 42.271 TRUE -0.07
"vcar" "chrLR999931.1" "11744" 13389300 42.271 TRUE 0.3
"vcar" "chrLR999931.1" "11750" 13400300 42.271 TRUE 0.3
"vcar" "chrLR999931.1" "11754" 13400600 42.271 TRUE 0.33
"vcar" "chrLR999931.1" "11775" 13767100 42.271 TRUE 1.74
"vcar" "chrLR999931.1" "11787" 13791600 42.271 TRUE 1.88
"vcar" "chrLR999931.1" "11821" 13937200 43.382 TRUE 1.48
"vcar" "chrLR999931.1" "11887" 15037600 43.382 TRUE 1.3
"vcar" "chrLR999931.1" "11915" 15121200 44.494 TRUE 1.47
"vcar" "chrLR999931.1" "11935" 15319200 44.494 TRUE 1.63
"vcar" "chrLR999931.1" "11936" 15330200 44.494 TRUE 1.64
"vcar" "chrLR999931.1" "11970" 15455300 44.494 TRUE 1.76
"vcar" "chrLR999931.1" "11979" 15456300 44.494 TRUE NA
"vcar" "chrLR999932.1" "11993" 777387 0 TRUE NA
"vcar" "chrLR999932.1" "12003" 777764 0 TRUE 18.7
"vcar" "chrLR999932.1" "12007" 819666 6.689 TRUE 17.97
"vcar" "chrLR999932.1" "12028" 1140950 7.801 TRUE 12.51
"vcar" "chrLR999932.1" "12065" 1288710 7.801 TRUE 10.07
"vcar" "chrLR999932.1" "12083" 1465500 11.139 TRUE 7.4
"vcar" "chrLR999932.1" "12156" 1820180 12.25 TRUE 9
"vcar" "chrLR999932.1" "12225" 2619930 21.235 TRUE 6.78
"vcar" "chrLR999932.1" "12233" 2638040 22.346 TRUE 6.59
"vcar" "chrLR999932.1" "12235" 2638310 22.346 TRUE 6.59
"vcar" "chrLR999932.1" "12274" 2955900 23.457 TRUE 3.19
"vcar" "chrLR999932.1" "12340" 3447360 23.457 TRUE 4.13
"vcar" "chrLR999932.1" "12367" 3599590 23.457 TRUE 5.11
"vcar" "chrLR999932.1" "12477" 4429320 31.258 TRUE 5.04
"vcar" "chrLR999932.1" "12505" 4608020 32.37 TRUE 3.81
"vcar" "chrLR999932.1" "12528" 5165770 32.37 TRUE 0.45
"vcar" "chrLR999932.1" "12574" 5668260 32.37 TRUE 0.78
"vcar" "chrLR999932.1" "12613" 6007130 32.37 TRUE 2.12
"vcar" "chrLR999932.1" "12637" 6007670 32.37 TRUE 2.13
"vcar" "chrLR999932.1" "12648" 6082960 33.481 TRUE 2.42
"vcar" "chrLR999932.1" "12653" 6181400 33.481 TRUE 2.81
"vcar" "chrLR999932.1" "12687" 6255140 33.481 TRUE 3.03
"vcar" "chrLR999932.1" "12717" 6349730 33.481 TRUE 1.48
"vcar" "chrLR999932.1" "12781" 7366110 33.481 TRUE 0.64
"vcar" "chrLR999932.1" "12796" 7591890 33.481 TRUE 0.87
"vcar" "chrLR999932.1" "12854" 8215610 34.592 TRUE 0.81
"vcar" "chrLR999932.1" "12860" 8464610 34.592 TRUE 0.44
"vcar" "chrLR999932.1" "12908" 9072330 34.592 TRUE 1.26
"vcar" "chrLR999932.1" "12911" 9072590 34.592 TRUE 1.26
"vcar" "chrLR999932.1" "12922" 9303940 34.592 TRUE 2.33
"vcar" "chrLR999932.1" "12945" 9373520 34.592 TRUE 2.78
"vcar" "chrLR999932.1" "12956" 9547970 35.704 TRUE 1.66
"vcar" "chrLR999932.1" "12967" 9554700 35.704 TRUE 1.67
"vcar" "chrLR999932.1" "13070" 10563000 36.815 TRUE 0.48
"vcar" "chrLR999932.1" "13115" 10875200 36.815 TRUE 0.2
"vcar" "chrLR999932.1" "13181" 11116500 36.815 TRUE 0.08
"vcar" "chrLR999932.1" "13185" 11390600 36.815 TRUE 0
"vcar" "chrLR999932.1" "13204" 11432600 36.815 TRUE 0
"vcar" "chrLR999932.1" "13311" 11952000 36.815 TRUE 0.05
"vcar" "chrLR999932.1" "13398" 13146100 36.815 TRUE 12.04
"vcar" "chrLR999932.1" "13453" 13778000 45.744 TRUE 9.95
"vcar" "chrLR999932.1" "13462" 13891300 45.744 TRUE 8.69
"vcar" "chrLR999932.1" "13472" 14197100 47.968 TRUE 5.22
"vcar" "chrLR999932.1" "13484" 14207900 49.079 TRUE 5.07
"vcar" "chrLR999932.1" "13489" 14248800 49.079 TRUE 4.45
"vcar" "chrLR999932.1" "13493" 14249000 49.079 TRUE 4.44
"vcar" "chrLR999932.1" "13521" 14412000 49.079 TRUE 3.71
"vcar" "chrLR999932.1" "13584" 15354500 49.079 TRUE NA
"vcar" "chrLR999933.1" "13630" 780538 0 TRUE NA
"vcar" "chrLR999933.1" "13631" 780786 0 TRUE 3.93
"vcar" "chrLR999933.1" "13651" 1162800 0 TRUE 4.75
"vcar" "chrLR999933.1" "13673" 1297170 0 TRUE 5.08
"vcar" "chrLR999933.1" "13702" 1352930 0 TRUE 5.11
"vcar" "chrLR999933.1" "13723" 1619150 2.224 TRUE 5.91
"vcar" "chrLR999933.1" "13774" 2107510 5.562 TRUE 6.26
"vcar" "chrLR999933.1" "13789" 2414970 7.785 TRUE 8.35
"vcar" "chrLR999933.1" "13832" 3022670 13.363 TRUE 6.14
"vcar" "chrLR999933.1" "13852" 3200780 15.587 TRUE 6.2
"vcar" "chrLR999933.1" "13893" 3680510 16.698 TRUE 4.41
"vcar" "chrLR999933.1" "13951" 4220220 17.809 TRUE 2.48
"vcar" "chrLR999933.1" "14034" 5166050 20.033 TRUE 1.97
"vcar" "chrLR999933.1" "14037" 5267060 20.033 TRUE 2.11
"vcar" "chrLR999933.1" "14066" 5287860 20.033 TRUE 2.08
"vcar" "chrLR999933.1" "14085" 5358910 20.033 TRUE 2.11
"vcar" "chrLR999933.1" "14095" 5591390 21.144 TRUE 1.4
"vcar" "chrLR999933.1" "14116" 5807630 21.144 TRUE 3.4
"vcar" "chrLR999933.1" "14118" 5807850 21.144 TRUE 3.4
"vcar" "chrLR999933.1" "14137" 5844600 21.144 TRUE 3.62
"vcar" "chrLR999933.1" "14144" 5867390 21.144 TRUE 3.75
"vcar" "chrLR999933.1" "14145" 5959900 21.144 TRUE 4.18
"vcar" "chrLR999933.1" "14161" 6063660 22.256 TRUE 4.92
"vcar" "chrLR999933.1" "14204" 7013520 30.047 TRUE 4.68
"vcar" "chrLR999933.1" "14233" 7102710 30.047 TRUE 2.76
"vcar" "chrLR999933.1" "14236" 7305440 30.047 TRUE -0.42
"vcar" "chrLR999933.1" "14251" 7552250 30.047 TRUE 0.17
"vcar" "chrLR999933.1" "14257" 7701750 30.047 TRUE -0.05
"vcar" "chrLR999933.1" "14294" 7924460 30.047 TRUE 0.49
"vcar" "chrLR999933.1" "14355" 8340920 30.047 TRUE 1.05
"vcar" "chrLR999933.1" "14359" 8341180 30.047 TRUE 1.05
"vcar" "chrLR999933.1" "14369" 8565930 31.158 TRUE 1.86
"vcar" "chrLR999933.1" "14381" 8764860 31.158 TRUE 1.04
"vcar" "chrLR999933.1" "14390" 8902120 31.158 TRUE 0.13
"vcar" "chrLR999933.1" "14420" 9081290 31.158 TRUE 0.58
"vcar" "chrLR999933.1" "14433" 9152580 31.158 TRUE -0.13
"vcar" "chrLR999933.1" "14447" 9330240 31.158 TRUE 0.61
"vcar" "chrLR999933.1" "14449" 9330580 31.158 TRUE 0.61
"vcar" "chrLR999933.1" "14452" 9405170 31.158 TRUE 0.83
"vcar" "chrLR999933.1" "14495" 9775760 31.158 TRUE 1.67
"vcar" "chrLR999933.1" "14503" 9828700 32.269 TRUE 1.68
"vcar" "chrLR999933.1" "14518" 9900440 32.269 TRUE 2.03
"vcar" "chrLR999933.1" "14548" 10092800 32.269 TRUE 2.66
"vcar" "chrLR999933.1" "14557" 10161800 32.269 TRUE 2.98
"vcar" "chrLR999933.1" "14563" 10162100 32.269 TRUE 2.98
"vcar" "chrLR999933.1" "14579" 10363600 33.381 TRUE 3.42
"vcar" "chrLR999933.1" "14680" 11077500 36.719 TRUE 2.94
"vcar" "chrLR999933.1" "14737" 11433600 36.719 TRUE 1.46
"vcar" "chrLR999933.1" "14800" 11797900 37.83 TRUE 1.33
"vcar" "chrLR999933.1" "14814" 11814600 37.83 TRUE 0.93
"vcar" "chrLR999933.1" "14826" 11931900 37.83 TRUE 1.28
"vcar" "chrLR999933.1" "14871" 12203700 37.83 TRUE 1.46
"vcar" "chrLR999933.1" "14874" 12203900 37.83 TRUE 1.46
"vcar" "chrLR999933.1" "14917" 12468500 37.83 TRUE 0.87
"vcar" "chrLR999933.1" "14947" 12668800 38.942 TRUE 3.93
"vcar" "chrLR999933.1" "14954" 12814100 38.942 TRUE 5
"vcar" "chrLR999933.1" "14970" 12893600 38.942 TRUE 6.4
"vcar" "chrLR999933.1" "15023" 13480400 45.632 TRUE 6.35
"vcar" "chrLR999933.1" "15036" 13643100 45.632 TRUE 6.26
"vcar" "chrLR999933.1" "15043" 13690100 45.632 TRUE 5.75
"vcar" "chrLR999933.1" "15084" 13862900 45.632 TRUE 4.4
"vcar" "chrLR999933.1" "15090" 13924900 45.632 TRUE 4.14
"vcar" "chrLR999933.1" "15091" 13925100 45.632 TRUE 4.15
"vcar" "chrLR999933.1" "15122" 14176300 48.967 TRUE 3.45
"vcar" "chrLR999933.1" "15126" 14176500 48.967 TRUE 3.45
"vcar" "chrLR999933.1" "15173" 14570400 48.967 TRUE 1.68
"vcar" "chrLR999933.1" "15194" 14690900 48.967 TRUE 1.2
"vcar" "chrLR999933.1" "15240" 14901400 48.967 TRUE 0.03
"vcar" "chrLR999933.1" "15258" 14940000 48.967 TRUE -0.19
"vcar" "chrLR999933.1" "15295" 15282700 48.967 TRUE NA
"vcar" "chrLR999934.1" "15302" 14622 0 TRUE NA
"vcar" "chrLR999934.1" "15342" 627058 0 TRUE 0.91
"vcar" "chrLR999934.1" "15345" 627332 0 TRUE 0.91
"vcar" "chrLR999934.1" "15544" 2831730 7.785 TRUE 0.84
"vcar" "chrLR999934.1" "15550" 2908790 7.785 TRUE 0.04
"vcar" "chrLR999934.1" "15561" 3004880 7.785 TRUE 1.65
