"mkr" "set" "map" "phys" "gen" "vld" "slidingwindow.3" "slidingwindow" "slidingwindow.2" "slidingwindow.4" "vld.1" "loess" "chr_length" "chr_start" "genome_pos" "rel_pos" "chr_type"
"460" 7514 "vcar" "LR999929.1" 4095490 15.608 TRUE 1.46 2.29 2.29 1.46 TRUE -0.24 15952094 82100715 86196205 25.6736827152598 "Autosome"
"461" 7528 "vcar" "LR999929.1" 4281620 15.608 TRUE 1.46 2.29 2.29 1.46 TRUE 1.74 15952094 82100715 86382335 26.8404887784638 "Autosome"
"462" 7547 "vcar" "LR999929.1" 4562690 16.719 TRUE 2.71 2.82 2.82 2.71 TRUE 2.63 15952094 82100715 86663405 28.6024518160437 "Autosome"
"463" 7550 "vcar" "LR999929.1" 4562910 16.719 TRUE 2.71 2.82 2.82 2.71 TRUE 2.62 15952094 82100715 86663625 28.6038309453292 "Autosome"
"464" 7596 "vcar" "LR999929.1" 4943600 17.83 TRUE 2.36 2.8 2.8 2.36 TRUE 2.49 15952094 82100715 87044315 30.9902887984487 "Autosome"
"465" 7626 "vcar" "LR999929.1" 5311560 18.942 TRUE 1.38 1.46 1.46 1.38 TRUE 1.74 15952094 82100715 87412275 33.2969452160951 "Autosome"
"466" 7637 "vcar" "LR999929.1" 5391370 18.942 TRUE 1.38 1.46 1.46 1.38 TRUE 1.24 15952094 82100715 87492085 33.7972557082475 "Autosome"
"467" 7650 "vcar" "LR999929.1" 5628520 18.942 TRUE 1.33 0 0 1.33 TRUE 0.22 15952094 82100715 87729235 35.2838943902913 "Autosome"
"468" 7696 "vcar" "LR999929.1" 5664410 18.942 TRUE 1.33 0 0 1.33 TRUE 0.53 15952094 82100715 87765125 35.5088805269076 "Autosome"
"469" 7772 "vcar" "LR999929.1" 6048730 18.942 TRUE 3.59 1.99 1.99 3.59 TRUE 2.77 15952094 82100715 88149445 37.9180940132374 "Autosome"
"470" 7788 "vcar" "LR999929.1" 6070220 18.942 TRUE 3.59 1.99 1.99 3.59 TRUE 3.58 15952094 82100715 88170935 38.0528098693501 "Autosome"
"471" 7791 "vcar" "LR999929.1" 6176310 18.942 TRUE 3.59 4.7 4.7 3.59 TRUE 4.78 15952094 82100715 88277025 38.7178636234215 "Autosome"
"472" 7823 "vcar" "LR999929.1" 6543170 21.164 TRUE 4.91 8.11 8.11 4.91 TRUE 9.11 15952094 82100715 88643885 41.0176243946406 "Autosome"
"473" 7830 "vcar" "LR999929.1" 6731820 24.502 TRUE 6.16 3.76 3.76 6.16 TRUE 5.76 15952094 82100715 88832535 42.2002277569327 "Autosome"
"474" 7832 "vcar" "LR999929.1" 6732040 24.502 TRUE 6.16 3.76 3.76 6.16 TRUE 5.75 15952094 82100715 88832755 42.2016068862182 "Autosome"
"475" 7889 "vcar" "LR999929.1" 7189680 24.502 TRUE 7.72 2.57 2.57 7.72 TRUE 7.02 15952094 82100715 89290395 45.0704465507789 "Autosome"
"476" 7920 "vcar" "LR999929.1" 7300160 26.725 TRUE 7 20.12 20.12 7 TRUE 9.18 15952094 82100715 89400875 45.7630202028649 "Autosome"
"477" 7928 "vcar" "LR999929.1" 7828620 32.292 TRUE 6.43 0 0 6.43 TRUE 4.97 15952094 82100715 89929335 49.0758141219579 "Autosome"
"478" 7940 "vcar" "LR999929.1" 7828900 32.292 TRUE 6.43 0 0 6.43 TRUE 4.97 15952094 82100715 89929615 49.0775693774121 "Autosome"
"479" 7952 "vcar" "LR999929.1" 7881720 32.292 TRUE 6.43 0 0 6.43 TRUE 4.83 15952094 82100715 89982435 49.408685781315 "Autosome"
"480" 7995 "vcar" "LR999929.1" 8225000 32.292 TRUE 1.6 0 0 1.6 TRUE 2.71 15952094 82100715 90325715 51.5606289682094 "Autosome"
"481" 8029 "vcar" "LR999929.1" 8418710 32.292 TRUE 0 0 0 0 TRUE 0.09 15952094 82100715 90519425 52.7749523040674 "Autosome"
"482" 8087 "vcar" "LR999929.1" 9202170 32.292 TRUE 0 0 0 0 TRUE 0.02 15952094 82100715 91302885 57.6862824404119 "Autosome"
"483" 8098 "vcar" "LR999929.1" 9210510 32.292 TRUE 0 0 0 0 TRUE -0.05 15952094 82100715 91311225 57.7385639778702 "Autosome"
"484" 8101 "vcar" "LR999929.1" 9454080 32.292 TRUE 0.62 0 0 0.62 TRUE 0.24 15952094 82100715 91554795 59.265448159972 "Autosome"
"485" 8155 "vcar" "LR999929.1" 9859070 32.292 TRUE 0.74 1.23 1.23 0.74 TRUE 0.68 15952094 82100715 91959785 61.8042371114413 "Autosome"
"486" 8160 "vcar" "LR999929.1" 9859340 32.292 TRUE 0.74 1.23 1.23 0.74 TRUE 0.68 15952094 82100715 91960055 61.8059296792007 "Autosome"
"487" 8191 "vcar" "LR999929.1" 9883930 32.292 TRUE 0.74 1.23 1.23 0.74 TRUE 0.66 15952094 82100715 91984645 61.9600787206996 "Autosome"
"488" 8198 "vcar" "LR999929.1" 9966130 32.292 TRUE 0.74 2.31 2.31 0.74 TRUE 0.8 15952094 82100715 92066845 62.4753715719077 "Autosome"
"489" 8225 "vcar" "LR999929.1" 10352800 33.404 TRUE 1.06 1.31 1.31 1.06 TRUE 1.55 15952094 82100715 92453515 64.8993166665141 "Autosome"
"490" 8249 "vcar" "LR999929.1" 10847300 33.404 TRUE 1.84 0 0 1.84 TRUE 1.78 15952094 82100715 92948015 67.9992231740861 "Autosome"
"491" 8306 "vcar" "LR999929.1" 11596900 35.627 TRUE 2.99 0 0 2.99 TRUE 2.41 15952094 82100715 93697615 72.6982927758575 "Autosome"
"492" 8328 "vcar" "LR999929.1" 11680100 35.627 TRUE 2.99 0 0 2.99 TRUE 2.72 15952094 82100715 93780815 73.2198543965451 "Autosome"
"493" 8365 "vcar" "LR999929.1" 11942000 35.627 TRUE 3.7 0 0 3.7 TRUE 3.03 15952094 82100715 94042715 74.8616451232045 "Autosome"
"494" 8371 "vcar" "LR999929.1" 12009100 35.627 TRUE 3.7 3.7 3.7 3.7 TRUE 3.67 15952094 82100715 94109815 75.2822795552734 "Autosome"
"495" 8422 "vcar" "LR999929.1" 12492200 38.966 TRUE 3.36 6.91 6.91 3.36 TRUE 3.2 15952094 82100715 94592915 78.3107220907801 "Autosome"
"496" 8482 "vcar" "LR999929.1" 13022000 40.077 TRUE 0.75 0 0 0.75 TRUE 1.77 15952094 82100715 95122715 81.6319161609755 "Autosome"
"497" 8493 "vcar" "LR999929.1" 13052600 40.077 TRUE 0.75 0 0 0.75 TRUE 1.48 15952094 82100715 95153315 81.8237405070457 "Autosome"
"498" 8507 "vcar" "LR999929.1" 13180200 40.077 TRUE 0.54 0 0 0.54 TRUE -0.2 15952094 82100715 95280915 82.6236354926193 "Autosome"
"499" 8560 "vcar" "LR999929.1" 13689500 40.077 TRUE 1.4 0 0 1.4 TRUE 1.2 15952094 82100715 95790215 85.8163197884867 "Autosome"
"500" 8570 "vcar" "LR999929.1" 13689800 40.077 TRUE 1.4 0 0 1.4 TRUE 1.2 15952094 82100715 95790515 85.8182004193305 "Autosome"
"501" 8615 "vcar" "LR999929.1" 14058600 40.077 TRUE 3.71 3.03 3.03 3.71 TRUE 4.46 15952094 82100715 96159315 88.1301226033397 "Autosome"
"502" 8642 "vcar" "LR999929.1" 14391800 42.301 TRUE 4.4 7.88 7.88 4.4 TRUE 4.66 15952094 82100715 96492515 90.2188765938817 "Autosome"
"503" 8643 "vcar" "LR999929.1" 14446900 42.301 TRUE 4.4 7.88 7.88 4.4 TRUE 4.92 15952094 82100715 96547615 90.5642857921976 "Autosome"
"504" 8660 "vcar" "LR999929.1" 14748900 45.639 TRUE 5.23 4.47 4.47 5.23 TRUE 4.47 15952094 82100715 96849615 92.4574541749817 "Autosome"
"505" 8668 "vcar" "LR999929.1" 14808100 45.639 TRUE 5.23 4.47 4.47 5.23 TRUE 4.47 15952094 82100715 96908815 92.8285653281632 "Autosome"
"506" 8688 "vcar" "LR999929.1" 15088700 45.639 TRUE 4.47 0 0 4.47 TRUE 3.96 15952094 82100715 97189415 94.5875820440878 "Autosome"
"507" 8693 "vcar" "LR999929.1" 15207300 45.639 TRUE 4.47 0 0 4.47 TRUE NA 15952094 82100715 97308015 95.3310581043467 "Autosome"
"508" 8769 "vcar" "LR999930.1" 133328 0 TRUE 0 0 0 0 TRUE NA 15715213 98052809 98186137 0.848400845728276 "Autosome"
"509" 8778 "vcar" "LR999930.1" 173102 0 TRUE 0 0 0 0 TRUE -0.67 15715213 98052809 98225911 1.10149318370677 "Autosome"
"510" 8798 "vcar" "LR999930.1" 298616 0 TRUE 0 0 0 0 TRUE -0.44 15715213 98052809 98351425 1.90017150897032 "Autosome"
"511" 8832 "vcar" "LR999930.1" 571449 0 TRUE 0.5 0 0 0.5 TRUE 0.07 15715213 98052809 98624258 3.63627906284185 "Autosome"
"512" 8852 "vcar" "LR999930.1" 781668 0 TRUE 0.5 0 0 0.5 TRUE 0.47 15715213 98052809 98834477 4.97395740038649 "Autosome"
"513" 8859 "vcar" "LR999930.1" 1009950 0 TRUE 0.65 1.07 1.07 0.65 TRUE 0.86 15715213 98052809 99062759 6.42657531908731 "Autosome"
"514" 8903 "vcar" "LR999930.1" 1183530 0 TRUE 0.85 1.61 1.61 0.85 TRUE 1.17 15715213 98052809 99236339 7.53111014149156 "Autosome"
"515" 8913 "vcar" "LR999930.1" 1440960 1.111 TRUE 1.48 1.63 1.63 1.48 TRUE 1.96 15715213 98052809 99493769 9.16920438813015 "Autosome"
"516" 8946 "vcar" "LR999930.1" 1805750 1.111 TRUE 1.6 1.52 1.52 1.6 TRUE 1.64 15715213 98052809 99858559 11.4904583221366 "Autosome"
"517" 8960 "vcar" "LR999930.1" 2221710 2.222 TRUE 1.42 1.43 1.43 1.42 TRUE 1.51 15715213 98052809 100274519 14.1373203150349 "Autosome"
"518" 8961 "vcar" "LR999930.1" 2278880 2.222 TRUE 1.42 1.43 1.43 1.42 TRUE 1.53 15715213 98052809 100331689 14.501107939167 "Autosome"
"519" 8963 "vcar" "LR999930.1" 2290460 2.222 TRUE 1.42 1.43 1.43 1.42 TRUE 1.47 15715213 98052809 100343269 14.5747945000809 "Autosome"
"520" 8982 "vcar" "LR999930.1" 2623460 2.222 TRUE 1.55 1.47 1.47 1.55 TRUE 1.82 15715213 98052809 100676269 16.6937603709221 "Autosome"
"521" 8987 "vcar" "LR999930.1" 2861500 3.333 TRUE 1.3 1.79 1.79 1.3 TRUE 2.34 15715213 98052809 100914309 18.2084709892255 "Autosome"
"522" 9012 "vcar" "LR999930.1" 3201460 3.333 TRUE 2.5 0 0 2.5 TRUE 3 15715213 98052809 101254269 20.3717251557456 "Autosome"
"523" 9070 "vcar" "LR999930.1" 3877740 6.668 TRUE 2.59 NA NA 2.59 TRUE 2.29 15715213 98052809 101930549 24.6750712192065 "Autosome"
"524" 9137 "vcar" "LR999930.1" 4852020 7.78 TRUE 0.65 NA NA 0.65 TRUE 0.64 15715213 98052809 102904829 30.8746690229397 "Autosome"
"525" 9173 "vcar" "LR999930.1" 5643990 7.78 TRUE 0 0 0 0 TRUE 0.27 15715213 98052809 103696799 35.914180736844 "Autosome"
"526" 9213 "vcar" "LR999930.1" 5904820 7.78 TRUE 1 0 0 1 TRUE 0.45 15715213 98052809 103957629 37.5739100704521 "Autosome"
"527" 9220 "vcar" "LR999930.1" 6052800 7.78 TRUE 1 0 0 1 TRUE 1.33 15715213 98052809 104105609 38.5155454144974 "Autosome"
"528" 9236 "vcar" "LR999930.1" 6086110 7.78 TRUE 1 0 0 1 TRUE 1.42 15715213 98052809 104138919 38.7275056341903 "Autosome"
"529" 9291 "vcar" "LR999930.1" 6237360 7.78 TRUE 2.35 0 0 2.35 TRUE 1.22 15715213 98052809 104290169 39.6899488412916 "Autosome"
"530" 9357 "vcar" "LR999930.1" 6798990 8.891 TRUE 3 5.63 5.63 3 TRUE 3.88 15715213 98052809 104851799 43.2637470456175 "Autosome"
"531" 9429 "vcar" "LR999930.1" 7169440 11.114 TRUE 3.9 5.78 5.78 3.9 TRUE 4.22 15715213 98052809 105222249 45.6210170361674 "Autosome"
"532" 9432 "vcar" "LR999930.1" 7211610 11.114 TRUE 3.9 5.78 5.78 3.9 TRUE 3.62 15715213 98052809 105264419 45.8893557471986 "Autosome"
"533" 9461 "vcar" "LR999930.1" 7368940 12.225 TRUE 5.78 5.98 5.98 5.78 TRUE 3.53 15715213 98052809 105421749 46.8904875804101 "Autosome"
"534" 9522 "vcar" "LR999930.1" 8520930 15.559 TRUE 2.51 0 0 2.51 TRUE 2.66 15715213 98052809 106573739 54.2209004739548 "Autosome"
"535" 9533 "vcar" "LR999930.1" 8571600 15.559 TRUE 2.51 0 0 2.51 TRUE 2.64 15715213 98052809 106624409 54.5433269024098 "Autosome"
"536" 9571 "vcar" "LR999930.1" 9053540 15.559 TRUE 2.4 2.85 2.85 2.4 TRUE 2.02 15715213 98052809 107106349 57.6100368477347 "Autosome"
"537" 9637 "vcar" "LR999930.1" 9355320 17.782 TRUE 2.4 4.38 4.38 2.4 TRUE 3.94 15715213 98052809 107408129 59.5303417141085 "Autosome"
"538" 9650 "vcar" "LR999930.1" 9415540 17.782 TRUE 2.4 4.38 4.38 2.4 TRUE 4.37 15715213 98052809 107468349 59.9135372839045 "Autosome"
"539" 9655 "vcar" "LR999930.1" 9596900 17.782 TRUE 6.66 0 0 6.66 TRUE 5.05 15715213 98052809 107649709 61.0675782759037 "Autosome"
"540" 9687 "vcar" "LR999930.1" 10577900 25.585 TRUE 4.88 0 0 4.88 TRUE 3.75 15715213 98052809 108630709 67.3099371927062 "Autosome"
"541" 9693 "vcar" "LR999930.1" 10578200 25.585 TRUE 4.88 0 0 4.88 TRUE 3.75 15715213 98052809 108631009 67.3118461709682 "Autosome"
"542" 9699 "vcar" "LR999930.1" 10615200 25.585 TRUE 0 0 0 0 TRUE 3.93 15715213 98052809 108668009 67.5472868232839 "Autosome"
"543" 9711 "vcar" "LR999930.1" 10941400 25.585 TRUE 3.86 0 0 3.86 TRUE 1.55 15715213 98052809 108994209 69.622982520186 "Autosome"
"544" 9754 "vcar" "LR999930.1" 11145100 25.585 TRUE 3.86 0 0 3.86 TRUE 3.03 15715213 98052809 109197909 70.919178760097 "Autosome"
"545" 9766 "vcar" "LR999930.1" 11145300 25.585 TRUE 3.86 0 0 3.86 TRUE 3.03 15715213 98052809 109198109 70.9204514122717 "Autosome"
"546" 9863 "vcar" "LR999930.1" 11825600 31.163 TRUE 7.28 0 0 7.28 TRUE 6.73 15715213 98052809 109878409 75.2493777844437 "Autosome"
"547" 9907 "vcar" "LR999930.1" 12253100 31.163 TRUE 8.7 4.5 4.5 8.7 TRUE 8.33 15715213 98052809 110305909 77.9696718078209 "Autosome"
"548" 9928 "vcar" "LR999930.1" 12388300 34.502 TRUE 9.12 13.34 13.34 9.12 TRUE 8.47 15715213 98052809 110441109 78.8299846779041 "Autosome"
"549" 9961 "vcar" "LR999930.1" 12777500 38.958 TRUE 8.23 9.46 9.46 8.23 TRUE 10.53 15715213 98052809 110830309 81.3065658098303 "Autosome"
"550" 9962 "vcar" "LR999930.1" 12812600 38.958 TRUE 8.23 9.65 9.65 8.23 TRUE 10.77 15715213 98052809 110865409 81.5299162664865 "Autosome"
"551" 9972 "vcar" "LR999930.1" 12907200 38.958 TRUE 7.59 8.91 8.91 7.59 TRUE 9.26 15715213 98052809 110960009 82.1318807451099 "Autosome"
"552" 10039 "vcar" "LR999930.1" 13291700 43.414 TRUE 6.31 6.73 6.73 6.31 TRUE 5.19 15715213 98052809 111344509 84.578554550931 "Autosome"
"553" 10052 "vcar" "LR999930.1" 13338800 43.414 TRUE 6.31 6.55 6.55 6.31 TRUE 4.31 15715213 98052809 111391609 84.878264138068 "Autosome"
"554" 10074 "vcar" "LR999930.1" 13447200 43.414 TRUE 5.11 0 0 5.11 TRUE 3.07 15715213 98052809 111500009 85.5680416167442 "Autosome"
"555" 10107 "vcar" "LR999930.1" 13477200 43.414 TRUE 5.11 0 0 5.11 TRUE 2.38 15715213 98052809 111530009 85.7589394429461 "Autosome"
"556" 10117 "vcar" "LR999930.1" 13622800 43.414 TRUE 4.46 0 0 4.46 TRUE 2.15 15715213 98052809 111675609 86.6854302261127 "Autosome"
"557" 10152 "vcar" "LR999930.1" 13904600 43.414 TRUE 3.27 0 0 3.27 TRUE 3.02 15715213 98052809 111957409 88.478597140236 "Autosome"
"558" 10219 "vcar" "LR999930.1" 14523500 46.752 TRUE 2.75 0 0 2.75 TRUE 2.17 15715213 98052809 112576309 92.4168192947814 "Autosome"
"559" 10265 "vcar" "LR999930.1" 14679600 46.752 TRUE 1.88 0 0 1.88 TRUE 1.45 15715213 98052809 112732409 93.4101243171187 "Autosome"
"560" 10293 "vcar" "LR999930.1" 14837500 46.752 TRUE 1.88 0 0 1.88 TRUE 1.06 15715213 98052809 112890309 94.4148832090281 "Autosome"
"561" 10302 "vcar" "LR999930.1" 14933900 46.752 TRUE 0 0 0 0 TRUE 0.7 15715213 98052809 112986709 95.0283015572236 "Autosome"
"562" 10314 "vcar" "LR999930.1" 15108200 46.752 TRUE 0 0 0 0 TRUE 0.03 15715213 98052809 113161009 96.1374179274567 "Autosome"
"563" 10353 "vcar" "LR999930.1" 15553100 46.752 TRUE 0 0 0 0 TRUE NA 15715213 98052809 113605909 98.968432690031 "Autosome"
"564" 10370 "vcar" "LR999931.1" 255052 0 TRUE 0 0 0 0 TRUE NA 15572524 113768022 114023074 1.6378334045271 "Autosome"
"565" 10441 "vcar" "LR999931.1" 290619 0 TRUE 0 0 0 0 TRUE 2 15572524 113768022 114058641 1.86622926379821 "Autosome"
"566" 10468 "vcar" "LR999931.1" 592899 0 TRUE 2.32 0 0 2.32 TRUE 2.11 15572524 113768022 114360921 3.80734041572195 "Autosome"
"567" 10476 "vcar" "LR999931.1" 618056 0 TRUE 2.32 0 0 2.32 TRUE 2.14 15572524 113768022 114386078 3.96888776668445 "Autosome"
"568" 10599 "vcar" "LR999931.1" 1494450 1.111 TRUE 2.26 283.07 283.07 2.26 TRUE 2.2 15572524 113768022 115262472 9.59671020574443 "Autosome"
"569" 10604 "vcar" "LR999931.1" 1494720 3.334 TRUE 2.26 283.07 283.07 2.26 TRUE 2.25 15572524 113768022 115262742 9.59844402872649 "Autosome"
"570" 10609 "vcar" "LR999931.1" 1498870 3.334 TRUE 2.26 283.07 283.07 2.26 TRUE 2.2 15572524 113768022 115266892 9.62509353011753 "Autosome"
"571" 10655 "vcar" "LR999931.1" 2103470 3.334 TRUE 4.55 4.06 4.06 4.55 TRUE 3.23 15572524 113768022 115871492 13.507572696629 "Autosome"
"572" 10680 "vcar" "LR999931.1" 2241210 3.334 TRUE 4.55 4.3 4.3 4.55 TRUE 4.17 15572524 113768022 116009232 14.3920792801475 "Autosome"
"573" 10710 "vcar" "LR999931.1" 2376440 4.445 TRUE 4.55 6.26 6.26 4.55 TRUE 6.16 15572524 113768022 116144462 15.2604677314994 "Autosome"
"574" 10722 "vcar" "LR999931.1" 2625060 5.556 TRUE 8.29 9.55 9.55 8.29 TRUE 8.61 15572524 113768022 116393082 16.8569976196537 "Autosome"
"575" 10737 "vcar" "LR999931.1" 2680500 5.556 TRUE 8.29 9.55 9.55 8.29 TRUE 9.7 15572524 113768022 116448522 17.2130092719716 "Autosome"
"576" 10739 "vcar" "LR999931.1" 2687310 5.556 TRUE 8.29 9.55 9.55 8.29 TRUE 9.81 15572524 113768022 116455332 17.2567401405193 "Autosome"
"577" 10756 "vcar" "LR999931.1" 2844840 8.895 TRUE 8.29 10.79 10.79 8.29 TRUE 10.35 15572524 113768022 116612862 18.2683295270568 "Autosome"
"578" 10757 "vcar" "LR999931.1" 2980570 8.895 TRUE 8.29 13.83 13.83 8.29 TRUE 7.56 15572524 113768022 116748592 19.1399287617088 "Autosome"
"579" 10788 "vcar" "LR999931.1" 3101550 12.233 TRUE 6.87 13.83 13.83 6.87 TRUE 7.16 15572524 113768022 116869572 19.9168098890071 "Autosome"
"580" 10860 "vcar" "LR999931.1" 4038820 15.571 TRUE 2.78 0 0 2.78 TRUE 4.13 15572524 113768022 117806842 25.9355516164239 "Autosome"
"581" 10865 "vcar" "LR999931.1" 4039120 15.571 TRUE 2.78 0 0 2.78 TRUE 4.12 15572524 113768022 117807142 25.937478086404 "Autosome"
"582" 10929 "vcar" "LR999931.1" 4576060 16.683 TRUE 1.72 0 0 1.72 TRUE 4.78 15572524 113768022 118344082 29.3854740567425 "Autosome"
"583" 10937 "vcar" "LR999931.1" 4748490 16.683 TRUE 5.15 0 0 5.15 TRUE 5.48 15572524 113768022 118516512 30.4927447856237 "Autosome"
"584" 10984 "vcar" "LR999931.1" 5590800 23.356 TRUE 8.53 4 4 8.53 TRUE 6.62 15572524 113768022 119358822 35.9016945486807 "Autosome"
"585" 10993 "vcar" "LR999931.1" 5591120 23.356 TRUE 8.53 4 4 8.53 TRUE 6.63 15572524 113768022 119359142 35.9037494499928 "Autosome"
"586" 11007 "vcar" "LR999931.1" 5868470 24.467 TRUE 8.4 4 4 8.4 TRUE 8.64 15572524 113768022 119636492 37.6847709465723 "Autosome"
"587" 11036 "vcar" "LR999931.1" 6389470 31.157 TRUE 6.97 3.08 3.08 6.97 TRUE 6.45 15572524 113768022 120157492 41.0304071453028 "Autosome"
"588" 11048 "vcar" "LR999931.1" 6750040 32.268 TRUE 5.63 3.65 3.65 5.63 TRUE 5.83 15572524 113768022 120518062 43.3458314143552 "Autosome"
"589" 11054 "vcar" "LR999931.1" 7124360 33.38 TRUE 2.72 4.17 4.17 2.72 TRUE 3.86 15572524 113768022 120892382 45.749552224161 "Autosome"
"590" 11068 "vcar" "LR999931.1" 7236050 34.491 TRUE 2.72 3.49 3.49 2.72 TRUE 2.69 15572524 113768022 121004072 46.4667769977429 "Autosome"
"591" 11094 "vcar" "LR999931.1" 7723390 35.602 TRUE 2.8 1.36 1.36 2.8 TRUE 2.6 15572524 113768022 121491412 49.596263264709 "Autosome"
"592" 11118 "vcar" "LR999931.1" 7960480 35.602 TRUE 2.45 0 0 2.45 TRUE 2.67 15572524 113768022 121728502 51.1187524899624 "Autosome"
"593" 11127 "vcar" "LR999931.1" 8005840 35.602 TRUE 2.45 0 0 2.45 TRUE 2.4 15572524 113768022 121773862 51.4100347509498 "Autosome"
"594" 11156 "vcar" "LR999931.1" 8060020 35.602 TRUE 2.45 3.06 3.06 2.45 TRUE 2.36 15572524 113768022 121828042 51.7579552293514 "Autosome"
"595" 11188 "vcar" "LR999931.1" 8522950 37.825 TRUE 2 2.59 2.59 2 TRUE 2.46 15572524 113768022 122290972 54.7306910556054 "Autosome"
"596" 11209 "vcar" "LR999931.1" 8631340 37.825 TRUE 1.62 0 0 1.62 TRUE 1.58 15572524 113768022 122399362 55.4267246594065 "Autosome"
"597" 11225 "vcar" "LR999931.1" 8882640 37.825 TRUE 1.05 0 0 1.05 TRUE 0.14 15572524 113768022 122650662 57.0404643460495 "Autosome"
"598" 11231 "vcar" "LR999931.1" 8887950 37.825 TRUE 1.05 0 0 1.05 TRUE 0.14 15572524 113768022 122655972 57.0745628646968 "Autosome"
"599" 11242 "vcar" "LR999931.1" 9063210 37.825 TRUE 0.74 0 0 0.74 TRUE -0.23 15572524 113768022 122831232 58.2000066270567 "Autosome"
"600" 11261 "vcar" "LR999931.1" 9221350 37.825 TRUE 1.23 0 0 1.23 TRUE 0 15572524 113768022 122989372 59.2155131692204 "Autosome"
"601" 11305 "vcar" "LR999931.1" 9608830 37.825 TRUE 2.02 4.26 4.26 2.02 TRUE 1.62 15572524 113768022 123376852 61.7037417954854 "Autosome"
"602" 11318 "vcar" "LR999931.1" 9709060 37.825 TRUE 2.36 4.26 4.26 2.36 TRUE 4.27 15572524 113768022 123477082 62.3473754158285 "Autosome"
"603" 11320 "vcar" "LR999931.1" 9709270 37.825 TRUE 2.36 4.26 4.26 2.36 TRUE 4.27 15572524 113768022 123477292 62.3487239448146 "Autosome"
"604" 11340 "vcar" "LR999931.1" 9749560 37.825 TRUE 2.36 8.88 8.88 2.36 TRUE 4.28 15572524 113768022 123517582 62.6074488631387 "Autosome"
"605" 11344 "vcar" "LR999931.1" 9749770 37.825 TRUE 2.36 8.88 8.88 2.36 TRUE 4.22 15572524 113768022 123517792 62.6087973921247 "Autosome"
"606" 11351 "vcar" "LR999931.1" 9802770 37.825 TRUE 2.36 8.88 8.88 2.36 TRUE 5.28 15572524 113768022 123570792 62.949140421938 "Autosome"
"607" 11367 "vcar" "LR999931.1" 10017900 41.16 TRUE 2.82 5.5 5.5 2.82 TRUE 4.29 15572524 113768022 123785922 64.3306120446499 "Autosome"
"608" 11401 "vcar" "LR999931.1" 10081900 41.16 TRUE 3.24 5.5 5.5 3.24 TRUE 5.46 15572524 113768022 123849922 64.741592307066 "Autosome"
"609" 11427 "vcar" "LR999931.1" 10380900 41.16 TRUE 2.52 0 0 2.52 TRUE 2.23 15572524 113768022 124148922 66.6616407205409 "Autosome"
"610" 11432 "vcar" "LR999931.1" 10382600 41.16 TRUE 2.52 0 0 2.52 TRUE 2.19 15572524 113768022 124150622 66.6725573837613 "Autosome"
"611" 11436 "vcar" "LR999931.1" 10856400 41.16 TRUE 0 0 0 0 TRUE 0.03 15572524 113768022 124624422 69.71509563896 "Autosome"
"612" 11464 "vcar" "LR999931.1" 11325500 41.16 TRUE 0.46 0 0 0.46 TRUE 0.5 15572524 113768022 125093522 72.7274525311375 "Autosome"
"613" 11478 "vcar" "LR999931.1" 11454200 41.16 TRUE 0.76 0 0 0.76 TRUE 0.8 15572524 113768022 125222222 73.5539081525898 "Autosome"
"614" 11532 "vcar" "LR999931.1" 12034900 41.16 TRUE 0.8 18.75 18.75 0.8 TRUE 0.86 15572524 113768022 125802922 77.2829118773553 "Autosome"
"615" 11540 "vcar" "LR999931.1" 12094000 42.271 TRUE 0.8 0.86 0.86 0.8 TRUE 0.85 15572524 113768022 125862022 77.6624264634301 "Autosome"
"616" 11549 "vcar" "LR999931.1" 12094300 42.271 TRUE 0.8 0.86 0.86 0.8 TRUE 0.85 15572524 113768022 125862322 77.6643529334102 "Autosome"
"617" 11582 "vcar" "LR999931.1" 12586700 42.271 TRUE 0.26 0 0 0.26 TRUE 0.27 15572524 113768022 126354722 80.8263323273735 "Autosome"
"618" 11588 "vcar" "LR999931.1" 12587600 42.271 TRUE 0.26 0 0 0.26 TRUE 0.27 15572524 113768022 126355622 80.8321117373138 "Autosome"
"619" 11637 "vcar" "LR999931.1" 12734800 42.271 TRUE 0.26 0 0 0.26 TRUE -0.07 15572524 113768022 126502822 81.7773663408706 "Autosome"
"620" 11655 "vcar" "LR999931.1" 12928000 42.271 TRUE 0.21 0 0 0.21 TRUE 0 15572524 113768022 126696022 83.018013008039 "Autosome"
"621" 11707 "vcar" "LR999931.1" 13227000 42.271 TRUE 0.31 0 0 0.31 TRUE 0 15572524 113768022 126995022 84.938061421514 "Autosome"
"622" 11709 "vcar" "LR999931.1" 13315100 42.271 TRUE 0.31 0 0 0.31 TRUE -0.23 15572524 113768022 127083122 85.503801438996 "Autosome"
"623" 11721 "vcar" "LR999931.1" 13377400 42.271 TRUE 0.31 0 0 0.31 TRUE 0.26 15572524 113768022 127145422 85.9038650381916 "Autosome"
"624" 11736 "vcar" "LR999931.1" 13384400 42.271 TRUE 0.31 0 0 0.31 TRUE -0.07 15572524 113768022 127152422 85.9488160043934 "Autosome"
"625" 11744 "vcar" "LR999931.1" 13389300 42.271 TRUE 0.31 0 0 0.31 TRUE 0.3 15572524 113768022 127157322 85.9802816807346 "Autosome"
"626" 11750 "vcar" "LR999931.1" 13400300 42.271 TRUE 0.31 0 0 0.31 TRUE 0.3 15572524 113768022 127168322 86.0509189133374 "Autosome"
