"mkr" "set" "map" "phys" "gen" "vld" "slidingwindow-3" "slidingwindow" "slidingwindow-2" "slidingwindow-4" "vld" "loess"
"2562" "vcar" "chrLR999926.1" 7472870 17.788 TRUE 0 0 0 0 TRUE -0.85
"2566" "vcar" "chrLR999926.1" 7535840 17.788 TRUE 0 0 0 0 TRUE -0.17
"2582" "vcar" "chrLR999926.1" 7569250 17.788 TRUE 0 0 0 0 TRUE 0.45
"2588" "vcar" "chrLR999926.1" 7749660 17.788 TRUE 0.73 0 0 0.73 TRUE 0.12
"2609" "vcar" "chrLR999926.1" 7824570 17.788 TRUE 0.73 0 0 0.73 TRUE 0.6
"2633" "vcar" "chrLR999926.1" 7824900 17.788 TRUE 0.73 0 0 0.73 TRUE 0.6
"2677" "vcar" "chrLR999926.1" 8581110 18.9 TRUE 3.35 4.38 4.38 3.35 TRUE 2.99
"2725" "vcar" "chrLR999926.1" 8844740 18.9 TRUE 5.6 8.08 8.08 5.6 TRUE 4
"2736" "vcar" "chrLR999926.1" 8845040 18.9 TRUE 5.6 8.08 8.08 5.6 TRUE 4
"2741" "vcar" "chrLR999926.1" 8959390 21.123 TRUE 4.96 8.08 8.08 4.96 TRUE 4.14
"2753" "vcar" "chrLR999926.1" 9165400 23.347 TRUE 4.96 8.4 8.4 4.96 TRUE 4.65
"2756" "vcar" "chrLR999926.1" 9516630 24.458 TRUE 4.96 1.43 1.43 4.96 TRUE 5.57
"2770" "vcar" "chrLR999926.1" 9814150 24.458 TRUE 5.06 0 0 5.06 TRUE 6.37
"2798" "vcar" "chrLR999926.1" 9912920 24.458 TRUE 3.07 0 0 3.07 TRUE 7.63
"2859" "vcar" "chrLR999926.1" 10936400 34.595 TRUE 2.39 1.37 1.37 2.39 TRUE 5.17
"2865" "vcar" "chrLR999926.1" 10970100 35.706 TRUE 2.39 1.37 1.37 2.39 TRUE 4.2
"2891" "vcar" "chrLR999926.1" 11101100 35.706 TRUE 2.39 2.39 2.39 2.39 TRUE 3.12
"2917" "vcar" "chrLR999926.1" 11187600 35.706 TRUE 2.39 2.39 2.39 2.39 TRUE 4.71
"2920" "vcar" "chrLR999926.1" 11188000 35.706 TRUE 2.39 2.39 2.39 2.39 TRUE 4.67
"2929" "vcar" "chrLR999926.1" 11211300 35.706 TRUE 2.39 2.39 2.39 2.39 TRUE 4.66
"2957" "vcar" "chrLR999926.1" 11372000 35.706 TRUE 2.39 2.39 2.39 2.39 TRUE 1.82
"2967" "vcar" "chrLR999926.1" 11383900 35.706 TRUE 2.39 2.39 2.39 2.39 TRUE 1.74
"2975" "vcar" "chrLR999926.1" 11566600 36.818 TRUE 2.85 2.44 2.44 2.85 TRUE 2.74
"2978" "vcar" "chrLR999926.1" 11566900 36.818 TRUE 2.85 2.44 2.44 2.85 TRUE 2.74
"3058" "vcar" "chrLR999926.1" 12537700 39.041 TRUE 3.11 7.9 7.9 3.11 TRUE 3.25
"3067" "vcar" "chrLR999926.1" 12545500 40.153 TRUE 3.11 7.9 7.9 3.11 TRUE 3.24
"3097" "vcar" "chrLR999926.1" 12895400 42.376 TRUE 2.92 7.9 7.9 2.92 TRUE 2.98
"3129" "vcar" "chrLR999926.1" 13404400 42.376 TRUE 2.53 0 0 2.53 TRUE 2.45
"3146" "vcar" "chrLR999926.1" 13482600 42.376 TRUE 2.53 0 0 2.53 TRUE 2.38
"3179" "vcar" "chrLR999926.1" 14002800 43.488 TRUE 2.47 2.72 2.72 2.47 TRUE 1.58
"3182" "vcar" "chrLR999926.1" 14003100 43.488 TRUE 2.47 2.72 2.72 2.47 TRUE 1.58
"3197" "vcar" "chrLR999926.1" 14106500 44.599 TRUE 2.47 2.72 2.72 2.47 TRUE 1.4
"3211" "vcar" "chrLR999926.1" 14389500 44.599 TRUE 1.17 2.72 2.72 1.17 TRUE 1.07
"3290" "vcar" "chrLR999926.1" 15115900 44.599 TRUE 0 0 0 0 TRUE 0.25
"3307" "vcar" "chrLR999926.1" 15348100 44.599 TRUE 0 0 0 0 TRUE 0.14
"3350" "vcar" "chrLR999926.1" 15440800 44.599 TRUE 0 0 0 0 TRUE 0.04
"3427" "vcar" "chrLR999926.1" 16051900 44.599 TRUE 0 0 0 0 TRUE -0.47
"3442" "vcar" "chrLR999926.1" 16238800 44.599 TRUE 0 0 0 0 TRUE -0.6
"3458" "vcar" "chrLR999926.1" 16328600 44.599 TRUE 0 0 0 0 TRUE NA
"3516" "vcar" "chrLR999927.1" 496617 0 TRUE 1.65 13.29 13.29 1.65 TRUE NA
"3529" "vcar" "chrLR999927.1" 663834 2.223 TRUE 1.65 13.29 13.29 1.65 TRUE 2.59
"3550" "vcar" "chrLR999927.1" 1429130 2.223 TRUE 2.6 NA NA 2.6 TRUE 2.34
"3617" "vcar" "chrLR999927.1" 2255160 5.558 TRUE 2.94 0 0 2.94 TRUE 1.86
"3626" "vcar" "chrLR999927.1" 2645980 5.558 TRUE 0 0 0 0 TRUE 1.7
"3683" "vcar" "chrLR999927.1" 4853890 8.892 TRUE 1.89 NA NA 1.89 TRUE 1.59
"3703" "vcar" "chrLR999927.1" 5418040 10.003 TRUE 1.46 0 0 1.46 TRUE 1.65
"3735" "vcar" "chrLR999927.1" 5461090 10.003 TRUE 1.41 0 0 1.41 TRUE 1.66
"3774" "vcar" "chrLR999927.1" 5984340 10.003 TRUE 1.56 1.38 1.38 1.56 TRUE 1.76
"3781" "vcar" "chrLR999927.1" 6062580 11.114 TRUE 1.96 2.27 2.27 1.96 TRUE 1.79
"3789" "vcar" "chrLR999927.1" 6066350 11.114 TRUE 1.96 2.27 2.27 1.96 TRUE 1.79
"3825" "vcar" "chrLR999927.1" 6279800 11.114 TRUE 1.99 2.27 2.27 1.99 TRUE 1.87
"3838" "vcar" "chrLR999927.1" 6392530 11.114 TRUE 1.99 2.27 2.27 1.99 TRUE 1.93
"3861" "vcar" "chrLR999927.1" 6419520 11.114 TRUE 2.1 2.27 2.27 2.1 TRUE 1.95
"3876" "vcar" "chrLR999927.1" 6510820 12.226 TRUE 2.13 1.39 1.39 2.13 TRUE 2.06
"3908" "vcar" "chrLR999927.1" 7032930 13.337 TRUE 1.97 0 0 1.97 TRUE 2.25
"3944" "vcar" "chrLR999927.1" 7263460 13.337 TRUE 2.21 0 0 2.21 TRUE 2.06
"3947" "vcar" "chrLR999927.1" 7263700 13.337 TRUE 2.21 0 0 2.21 TRUE 2.06
"3967" "vcar" "chrLR999927.1" 7477800 13.337 TRUE 1.88 0 0 1.88 TRUE 1.4
"4052" "vcar" "chrLR999927.1" 8250700 15.561 TRUE 2.77 5.65 5.65 2.77 TRUE 4.1
"4055" "vcar" "chrLR999927.1" 8349690 15.561 TRUE 2.97 5.65 5.65 2.97 TRUE 5.53
"4067" "vcar" "chrLR999927.1" 8361950 15.561 TRUE 2.97 5.65 5.65 2.97 TRUE 4.59
"4101" "vcar" "chrLR999927.1" 8491130 15.561 TRUE 2.27 4.86 4.86 2.27 TRUE 5.09
"4110" "vcar" "chrLR999927.1" 8632650 17.784 TRUE 2.14 3.71 3.71 2.14 TRUE 4.24
"4121" "vcar" "chrLR999927.1" 8695360 17.784 TRUE 2.08 2.8 2.8 2.08 TRUE 3.4
"4126" "vcar" "chrLR999927.1" 8727650 17.784 TRUE 2.08 2.8 2.8 2.08 TRUE 3.18
"4136" "vcar" "chrLR999927.1" 8727990 17.784 TRUE 2.08 2.8 2.8 2.08 TRUE 3.18
"4143" "vcar" "chrLR999927.1" 8737540 17.784 TRUE 2.08 2.8 2.8 2.08 TRUE 2.94
"4147" "vcar" "chrLR999927.1" 8737910 17.784 TRUE 2.08 2.8 2.8 2.08 TRUE 2.93
"4158" "vcar" "chrLR999927.1" 8738150 17.784 TRUE 2.08 2.8 2.8 2.08 TRUE 2.93
"4191" "vcar" "chrLR999927.1" 8933400 17.784 TRUE 1.91 0.99 0.99 1.91 TRUE 0.56
"4211" "vcar" "chrLR999927.1" 9120230 17.784 TRUE 1.59 1.01 1.01 1.59 TRUE -0.43
"4221" "vcar" "chrLR999927.1" 9143260 17.784 TRUE 1.59 1.05 1.05 1.59 TRUE 0.9
"4241" "vcar" "chrLR999927.1" 9172720 17.784 TRUE 1.59 1.05 1.05 1.59 TRUE 1.33
"4275" "vcar" "chrLR999927.1" 9402720 17.784 TRUE 1.27 1.71 1.71 1.27 TRUE 2.75
"4279" "vcar" "chrLR999927.1" 9574360 18.896 TRUE 1.06 1.37 1.37 1.06 TRUE 1.55
"4284" "vcar" "chrLR999927.1" 9594310 18.896 TRUE 1.06 1.23 1.23 1.06 TRUE 1.46
"4288" "vcar" "chrLR999927.1" 9594700 18.896 TRUE 1.06 1.23 1.23 1.06 TRUE 1.45
"4299" "vcar" "chrLR999927.1" 9685880 18.896 TRUE 1.28 0.7 0.7 1.28 TRUE 1
"4310" "vcar" "chrLR999927.1" 9739910 18.896 TRUE 1.81 0.7 0.7 1.81 TRUE 0.82
"4329" "vcar" "chrLR999927.1" 9786550 18.896 TRUE 1.81 0.7 0.7 1.81 TRUE 0.72
"4359" "vcar" "chrLR999927.1" 9845880 18.896 TRUE 1.92 1.15 1.15 1.92 TRUE -0.62
"4366" "vcar" "chrLR999927.1" 9962380 18.896 TRUE 2.01 0.73 0.73 2.01 TRUE 1.26
"4383" "vcar" "chrLR999927.1" 10068200 18.896 TRUE 1.96 0.73 0.73 1.96 TRUE 1.66
"4395" "vcar" "chrLR999927.1" 10074300 18.896 TRUE 1.96 0.73 0.73 1.96 TRUE 1.91
"4396" "vcar" "chrLR999927.1" 10074600 18.896 TRUE 1.96 0.81 0.81 1.96 TRUE 1.93
"4415" "vcar" "chrLR999927.1" 10079700 18.896 TRUE 1.96 0.81 0.81 1.96 TRUE 2.01
"4430" "vcar" "chrLR999927.1" 10318900 20.007 TRUE 2.04 2.99 2.99 2.04 TRUE 4.2
"4491" "vcar" "chrLR999927.1" 10617000 21.118 TRUE 2.24 1.39 1.39 2.24 TRUE 1.86
"4504" "vcar" "chrLR999927.1" 10686800 21.118 TRUE 2.15 1.39 1.39 2.15 TRUE 1.26
"4524" "vcar" "chrLR999927.1" 10789300 21.118 TRUE 2.26 1.39 1.39 2.26 TRUE 1.39
"4541" "vcar" "chrLR999927.1" 10796300 21.118 TRUE 2.26 1.39 1.39 2.26 TRUE 1.44
"4542" "vcar" "chrLR999927.1" 10888300 21.118 TRUE 1.87 0 0 1.87 TRUE 1.25
"4545" "vcar" "chrLR999927.1" 10888500 21.118 TRUE 1.87 0 0 1.87 TRUE 1.26
"4552" "vcar" "chrLR999927.1" 11066500 21.118 TRUE 4.15 0 0 4.15 TRUE 0.64
"4585" "vcar" "chrLR999927.1" 11645900 22.229 TRUE 5.51 22.75 22.75 5.51 TRUE 7.12
"4602" "vcar" "chrLR999927.1" 11810900 22.229 TRUE 6.26 19.01 19.01 6.26 TRUE 11.33
"4605" "vcar" "chrLR999927.1" 11819000 22.229 TRUE 6.26 19.01 19.01 6.26 TRUE 11.96
"4620" "vcar" "chrLR999927.1" 11840500 22.229 TRUE 6.26 15.26 15.26 6.26 TRUE 13.28
"4646" "vcar" "chrLR999927.1" 11982400 28.908 TRUE 6.46 15.26 15.26 6.46 TRUE 9.65
"4652" "vcar" "chrLR999927.1" 11982800 28.908 TRUE 6.46 15.26 15.26 6.46 TRUE 9.68
"4656" "vcar" "chrLR999927.1" 12007900 28.908 TRUE 6.46 15.26 15.26 6.46 TRUE 10.52
"4665" "vcar" "chrLR999927.1" 12047900 28.908 TRUE 6.46 15.26 15.26 6.46 TRUE 8.96
"4672" "vcar" "chrLR999927.1" 12062400 28.908 TRUE 6.46 15.26 15.26 6.46 TRUE 12.3
"4680" "vcar" "chrLR999927.1" 12189100 28.908 TRUE 6.89 9.26 9.26 6.89 TRUE 9.15
"4694" "vcar" "chrLR999927.1" 12338700 30.019 TRUE 6.89 5.72 5.72 6.89 TRUE 2.96
"4707" "vcar" "chrLR999927.1" 12654000 30.019 TRUE 5.29 1.19 1.19 5.29 TRUE -1.05
"4752" "vcar" "chrLR999927.1" 12907500 30.019 TRUE 3.62 5.27 5.27 3.62 TRUE 4.61
"4785" "vcar" "chrLR999927.1" 13340100 33.353 TRUE 9.21 7.79 7.79 9.21 TRUE 8.11
"4793" "vcar" "chrLR999927.1" 13373100 33.353 TRUE 9.21 7.79 7.79 9.21 TRUE 8.18
"4802" "vcar" "chrLR999927.1" 13409500 34.465 TRUE 9.21 7.36 7.36 9.21 TRUE 8.24
"4820" "vcar" "chrLR999927.1" 13456900 34.465 TRUE 8.97 7.36 7.36 8.97 TRUE 9.77
"4836" "vcar" "chrLR999927.1" 13513100 34.465 TRUE 8.79 14.27 14.27 8.79 TRUE 11.24
"4859" "vcar" "chrLR999927.1" 13975700 42.248 TRUE 8.15 9 9 8.15 TRUE 8.46
"4862" "vcar" "chrLR999927.1" 14183700 42.248 TRUE 8.15 2.7 2.7 8.15 TRUE 6.14
"4885" "vcar" "chrLR999927.1" 14316700 43.359 TRUE 6.03 1.95 1.95 6.03 TRUE 5.48
"4919" "vcar" "chrLR999927.1" 14434800 43.359 TRUE 4.99 2.35 2.35 4.99 TRUE 1.94
"4943" "vcar" "chrLR999927.1" 14462400 43.359 TRUE 4.2 2.35 2.35 4.2 TRUE 1.46
"4979" "vcar" "chrLR999927.1" 14685400 43.359 TRUE 2.59 1.81 1.81 2.59 TRUE 2.47
"4987" "vcar" "chrLR999927.1" 14853000 44.471 TRUE 2.59 1.44 1.44 2.59 TRUE 2.17
"5035" "vcar" "chrLR999927.1" 15210700 44.471 TRUE 2.6 3.63 3.63 2.6 TRUE 3.35
"5041" "vcar" "chrLR999927.1" 15263600 44.471 TRUE 2.6 3.63 3.63 2.6 TRUE 3.39
"5047" "vcar" "chrLR999927.1" 15272900 44.471 TRUE 2.6 3.63 3.63 2.6 TRUE 3.4
"5097" "vcar" "chrLR999927.1" 15375400 46.694 TRUE 2.81 6.15 6.15 2.81 TRUE 3.79
"5119" "vcar" "chrLR999927.1" 15598600 46.694 TRUE 3.48 6.15 6.15 3.48 TRUE 4.54
"5124" "vcar" "chrLR999927.1" 15598800 46.694 TRUE 3.48 6.15 6.15 3.48 TRUE NA
"5183" "vcar" "chrLR999928.1" 155970 11.116 TRUE 1.47 5.17 5.17 1.47 TRUE NA
"5242" "vcar" "chrLR999928.1" 371041 12.228 TRUE 0.69 1.47 1.47 0.69 TRUE 0.13
"5264" "vcar" "chrLR999928.1" 657694 12.228 TRUE 0.73 0 0 0.73 TRUE 0.45
"5267" "vcar" "chrLR999928.1" 657985 12.228 TRUE 0.73 0 0 0.73 TRUE 0.45
"5299" "vcar" "chrLR999928.1" 824682 12.228 TRUE 0.73 0 0 0.73 TRUE 0.72
"5393" "vcar" "chrLR999928.1" 1335120 12.228 TRUE 1.67 5.82 5.82 1.67 TRUE 1.47
"5400" "vcar" "chrLR999928.1" 1412610 12.228 TRUE 1.93 5.82 5.82 1.93 TRUE 1.91
"5406" "vcar" "chrLR999928.1" 1434170 12.228 TRUE 1.93 5.82 5.82 1.93 TRUE 2.05
"5427" "vcar" "chrLR999928.1" 1532770 13.339 TRUE 1.93 1.99 1.99 1.93 TRUE 2.99
"5475" "vcar" "chrLR999928.1" 1940290 13.339 TRUE 4.03 3.08 3.08 4.03 TRUE 3.85
"5485" "vcar" "chrLR999928.1" 2052320 15.562 TRUE 3.8 4.63 4.63 3.8 TRUE 4.66
"5579" "vcar" "chrLR999928.1" 2329290 15.562 TRUE 3.28 5.05 5.05 3.28 TRUE 4.98
"5629" "vcar" "chrLR999928.1" 2610440 17.784 TRUE 2.74 2.94 2.94 2.74 TRUE 2.83
"5632" "vcar" "chrLR999928.1" 2647720 17.784 TRUE 2.74 2.94 2.94 2.74 TRUE 1.35
"5679" "vcar" "chrLR999928.1" 2759140 17.784 TRUE 2.74 2.94 2.94 2.74 TRUE 2.39
"5698" "vcar" "chrLR999928.1" 2882880 17.784 TRUE 2.77 0 0 2.77 TRUE 1.33
"5705" "vcar" "chrLR999928.1" 2953260 17.784 TRUE 2.16 0 0 2.16 TRUE 2.29
"5716" "vcar" "chrLR999928.1" 2953490 17.784 TRUE 2.16 0 0 2.16 TRUE 2.29
"5739" "vcar" "chrLR999928.1" 3317510 17.784 TRUE 2.7 2.19 2.19 2.7 TRUE 2.52
"5765" "vcar" "chrLR999928.1" 3324490 17.784 TRUE 2.7 2.19 2.19 2.7 TRUE 2.65
"5770" "vcar" "chrLR999928.1" 3773090 20.008 TRUE 4.68 4.71 4.71 4.68 TRUE 5.76
"5793" "vcar" "chrLR999928.1" 4268390 22.23 TRUE 5.59 7.75 7.75 5.59 TRUE 6.25
"5806" "vcar" "chrLR999928.1" 4607060 26.687 TRUE 5.5 7.54 7.54 5.5 TRUE 4.79
"5813" "vcar" "chrLR999928.1" 4812590 26.687 TRUE 4.59 0 0 4.59 TRUE 4.4
"5821" "vcar" "chrLR999928.1" 4822020 26.687 TRUE 4.59 0 0 4.59 TRUE 4.39
"5842" "vcar" "chrLR999928.1" 4839180 26.687 TRUE 4.59 0 0 4.59 TRUE 4.32
"5908" "vcar" "chrLR999928.1" 5206030 26.687 TRUE 3.31 0 0 3.31 TRUE 3.16
"5969" "vcar" "chrLR999928.1" 6055440 30.025 TRUE 1.67 0 0 1.67 TRUE 1.7
"5986" "vcar" "chrLR999928.1" 6115870 30.025 TRUE 1.67 0 0 1.67 TRUE 0.89
"6016" "vcar" "chrLR999928.1" 6274490 30.025 TRUE 0 0 0 0 TRUE 1.49
"6035" "vcar" "chrLR999928.1" 6383260 30.025 TRUE 0.83 0 0 0.83 TRUE 0.96
"6067" "vcar" "chrLR999928.1" 6948200 30.025 TRUE 1.28 3.47 3.47 1.28 TRUE 1.41
"6075" "vcar" "chrLR999928.1" 6948720 30.025 TRUE 1.28 3.47 3.47 1.28 TRUE 1.41
"6104" "vcar" "chrLR999928.1" 7329570 31.136 TRUE 1.54 3.75 3.75 1.54 TRUE 1.98
"6129" "vcar" "chrLR999928.1" 7364170 31.136 TRUE 1.54 3.75 3.75 1.54 TRUE 1.84
"6131" "vcar" "chrLR999928.1" 7364530 31.136 TRUE 1.54 3.75 3.75 1.54 TRUE 1.84
"6134" "vcar" "chrLR999928.1" 7440340 32.247 TRUE 1.46 3.75 3.75 1.46 TRUE 1.72
"6147" "vcar" "chrLR999928.1" 7491880 32.247 TRUE 1.46 8.61 8.61 1.46 TRUE 1.62
"6215" "vcar" "chrLR999928.1" 8009830 32.247 TRUE 0.87 0 0 0.87 TRUE 1.14
"6237" "vcar" "chrLR999928.1" 8017220 32.247 TRUE 0.87 0 0 0.87 TRUE 1.08
"6274" "vcar" "chrLR999928.1" 8271980 32.247 TRUE 0.95 0 0 0.95 TRUE 0.2
"6284" "vcar" "chrLR999928.1" 8436150 32.247 TRUE 0.64 0 0 0.64 TRUE 0.9
"6318" "vcar" "chrLR999928.1" 9217220 33.359 TRUE 2.17 0 0 2.17 TRUE 2.09
"6341" "vcar" "chrLR999928.1" 9348180 33.359 TRUE 2.62 4.03 4.03 2.62 TRUE 2.3
"6384" "vcar" "chrLR999928.1" 9809450 35.582 TRUE 3 3.44 3.44 3 TRUE 3.15
"6395" "vcar" "chrLR999928.1" 9862910 35.582 TRUE 2.87 2.6 2.6 2.87 TRUE 3.06
"6399" "vcar" "chrLR999928.1" 9926750 35.582 TRUE 2.87 2.6 2.6 2.87 TRUE 2.91
"6422" "vcar" "chrLR999928.1" 10278800 36.694 TRUE 2.81 2.73 2.73 2.81 TRUE 2.85
"6425" "vcar" "chrLR999928.1" 10282300 36.694 TRUE 2.81 2.73 2.73 2.81 TRUE 2.86
"6447" "vcar" "chrLR999928.1" 10665200 37.805 TRUE 3.01 2.09 2.09 3.01 TRUE 2.13
"6476" "vcar" "chrLR999928.1" 10804400 37.805 TRUE 3.3 0 0 3.3 TRUE 2.74
"6486" "vcar" "chrLR999928.1" 10861300 37.805 TRUE 3.41 0 0 3.41 TRUE 3.12
"6527" "vcar" "chrLR999928.1" 11434200 38.916 TRUE 3.98 4.77 4.77 3.98 TRUE 4.27
"6545" "vcar" "chrLR999928.1" 11565600 42.251 TRUE 5.55 4.21 4.21 5.55 TRUE 5.16
"6550" "vcar" "chrLR999928.1" 11689900 42.251 TRUE 6.08 4.11 4.11 6.08 TRUE 5.4
"6557" "vcar" "chrLR999928.1" 11879700 42.251 TRUE 8.71 4.11 4.11 8.71 TRUE 7.19
"6562" "vcar" "chrLR999928.1" 11919300 42.251 TRUE 8.51 4.11 4.11 8.51 TRUE 7.3
"6564" "vcar" "chrLR999928.1" 11919600 42.251 TRUE 8.51 4.11 4.11 8.51 TRUE 7.32
"6570" "vcar" "chrLR999928.1" 11993100 42.251 TRUE 8.51 1.39 1.39 8.51 TRUE 8.16
"6585" "vcar" "chrLR999928.1" 12175400 43.363 TRUE 9.67 10.91 10.91 9.67 TRUE 9.67
"6605" "vcar" "chrLR999928.1" 12544400 51.204 TRUE 9.82 11.08 11.08 9.82 TRUE 10.34
"6644" "vcar" "chrLR999928.1" 12890400 51.204 TRUE 10.93 8.38 8.38 10.93 TRUE 13.05
"6661" "vcar" "chrLR999928.1" 13079600 54.539 TRUE 7.16 11.8 11.8 7.16 TRUE 7.59
"6667" "vcar" "chrLR999928.1" 13148500 56.763 TRUE 7.16 11.8 11.8 7.16 TRUE 7.06
"6692" "vcar" "chrLR999928.1" 13402700 57.874 TRUE 3.9 8.05 8.05 3.9 TRUE 4.93
"6700" "vcar" "chrLR999928.1" 13423900 57.874 TRUE 3.9 8.05 8.05 3.9 TRUE 4.74
"6753" "vcar" "chrLR999928.1" 13940200 57.874 TRUE 1.3 0 0 1.3 TRUE 0.33
"6814" "vcar" "chrLR999928.1" 14061900 57.874 TRUE 1.3 0 0 1.3 TRUE 1.84
"6884" "vcar" "chrLR999928.1" 14362000 57.874 TRUE 1.99 0 0 1.99 TRUE 1.91
"6913" "vcar" "chrLR999928.1" 14581100 57.874 TRUE 2.63 0 0 2.63 TRUE 2.1
"6929" "vcar" "chrLR999928.1" 15101300 61.209 TRUE 3.26 0 0 3.26 TRUE 3.05
"6946" "vcar" "chrLR999928.1" 15276800 61.209 TRUE 3.26 0 0 3.26 TRUE 3.23
"6960" "vcar" "chrLR999928.1" 15299400 61.209 TRUE 3.26 0 0 3.26 TRUE 3.18
"6971" "vcar" "chrLR999928.1" 15326300 61.209 TRUE 3.26 0 0 3.26 TRUE 3.24
"6994" "vcar" "chrLR999928.1" 15387900 61.209 TRUE 3.28 0 0 3.28 TRUE 3.22
"7042" "vcar" "chrLR999928.1" 15549500 61.209 TRUE 3.28 0 0 3.28 TRUE 3.11
"7076" "vcar" "chrLR999928.1" 15577700 61.209 TRUE 3.28 0 0 3.28 TRUE NA
"7120" "vcar" "chrLR999929.1" 74157 0 TRUE NA NA NA NA TRUE NA
"7229" "vcar" "chrLR999929.1" 1484060 5.567 TRUE 1.04 4.62 4.62 1.04 TRUE 2.91
"7269" "vcar" "chrLR999929.1" 1724330 6.678 TRUE 0.72 4.62 4.62 0.72 TRUE 1.55
"7369" "vcar" "chrLR999929.1" 2267840 6.678 TRUE 1.02 0 0 1.02 TRUE 1.93
"7371" "vcar" "chrLR999929.1" 2299300 6.678 TRUE 1.02 0 0 1.02 TRUE 2.03
"7409" "vcar" "chrLR999929.1" 2691370 6.678 TRUE 5.21 1.28 1.28 5.21 TRUE 4.63
"7429" "vcar" "chrLR999929.1" 3050510 7.79 TRUE 6.23 3.1 3.1 6.23 TRUE 9.57
"7460" "vcar" "chrLR999929.1" 3558010 15.608 TRUE 6.19 0 0 6.19 TRUE 6.3
"7462" "vcar" "chrLR999929.1" 3558260 15.608 TRUE 6.19 0 0 6.19 TRUE 6.29
"7501" "vcar" "chrLR999929.1" 4042430 15.608 TRUE 3.85 0 0 3.85 TRUE 2.4
"7514" "vcar" "chrLR999929.1" 4095490 15.608 TRUE 1.46 2.29 2.29 1.46 TRUE -0.24
"7528" "vcar" "chrLR999929.1" 4281620 15.608 TRUE 1.46 2.29 2.29 1.46 TRUE 1.74
"7547" "vcar" "chrLR999929.1" 4562690 16.719 TRUE 2.71 2.82 2.82 2.71 TRUE 2.63
"7550" "vcar" "chrLR999929.1" 4562910 16.719 TRUE 2.71 2.82 2.82 2.71 TRUE 2.62
"7596" "vcar" "chrLR999929.1" 4943600 17.83 TRUE 2.36 2.8 2.8 2.36 TRUE 2.49
"7626" "vcar" "chrLR999929.1" 5311560 18.942 TRUE 1.38 1.46 1.46 1.38 TRUE 1.74
"7637" "vcar" "chrLR999929.1" 5391370 18.942 TRUE 1.38 1.46 1.46 1.38 TRUE 1.24
"7650" "vcar" "chrLR999929.1" 5628520 18.942 TRUE 1.33 0 0 1.33 TRUE 0.22
"7696" "vcar" "chrLR999929.1" 5664410 18.942 TRUE 1.33 0 0 1.33 TRUE 0.53
"7772" "vcar" "chrLR999929.1" 6048730 18.942 TRUE 3.59 1.99 1.99 3.59 TRUE 2.77
"7788" "vcar" "chrLR999929.1" 6070220 18.942 TRUE 3.59 1.99 1.99 3.59 TRUE 3.58
"7791" "vcar" "chrLR999929.1" 6176310 18.942 TRUE 3.59 4.7 4.7 3.59 TRUE 4.78
"7823" "vcar" "chrLR999929.1" 6543170 21.164 TRUE 4.91 8.11 8.11 4.91 TRUE 9.11
"7830" "vcar" "chrLR999929.1" 6731820 24.502 TRUE 6.16 3.76 3.76 6.16 TRUE 5.76
"7832" "vcar" "chrLR999929.1" 6732040 24.502 TRUE 6.16 3.76 3.76 6.16 TRUE 5.75
"7889" "vcar" "chrLR999929.1" 7189680 24.502 TRUE 7.72 2.57 2.57 7.72 TRUE 7.02
"7920" "vcar" "chrLR999929.1" 7300160 26.725 TRUE 7 20.12 20.12 7 TRUE 9.18
"7928" "vcar" "chrLR999929.1" 7828620 32.292 TRUE 6.43 0 0 6.43 TRUE 4.97
"7940" "vcar" "chrLR999929.1" 7828900 32.292 TRUE 6.43 0 0 6.43 TRUE 4.97
"7952" "vcar" "chrLR999929.1" 7881720 32.292 TRUE 6.43 0 0 6.43 TRUE 4.83
"7995" "vcar" "chrLR999929.1" 8225000 32.292 TRUE 1.6 0 0 1.6 TRUE 2.71
"8029" "vcar" "chrLR999929.1" 8418710 32.292 TRUE 0 0 0 0 TRUE 0.09
"8087" "vcar" "chrLR999929.1" 9202170 32.292 TRUE 0 0 0 0 TRUE 0.02
"8098" "vcar" "chrLR999929.1" 9210510 32.292 TRUE 0 0 0 0 TRUE -0.05
"8101" "vcar" "chrLR999929.1" 9454080 32.292 TRUE 0.62 0 0 0.62 TRUE 0.24
"8155" "vcar" "chrLR999929.1" 9859070 32.292 TRUE 0.74 1.23 1.23 0.74 TRUE 0.68
"8160" "vcar" "chrLR999929.1" 9859340 32.292 TRUE 0.74 1.23 1.23 0.74 TRUE 0.68
"8191" "vcar" "chrLR999929.1" 9883930 32.292 TRUE 0.74 1.23 1.23 0.74 TRUE 0.66
"8198" "vcar" "chrLR999929.1" 9966130 32.292 TRUE 0.74 2.31 2.31 0.74 TRUE 0.8
"8225" "vcar" "chrLR999929.1" 10352800 33.404 TRUE 1.06 1.31 1.31 1.06 TRUE 1.55
"8249" "vcar" "chrLR999929.1" 10847300 33.404 TRUE 1.84 0 0 1.84 TRUE 1.78
"8306" "vcar" "chrLR999929.1" 11596900 35.627 TRUE 2.99 0 0 2.99 TRUE 2.41
"8328" "vcar" "chrLR999929.1" 11680100 35.627 TRUE 2.99 0 0 2.99 TRUE 2.72
"8365" "vcar" "chrLR999929.1" 11942000 35.627 TRUE 3.7 0 0 3.7 TRUE 3.03
"8371" "vcar" "chrLR999929.1" 12009100 35.627 TRUE 3.7 3.7 3.7 3.7 TRUE 3.67
