chrom	begin	end	length_gene	length_rpt	length_LINE	length_SINE	length_DNA	length_LTR
LR999930.1	12900001	13000000	0	52896	20570	12362	3774	4504
LR999930.1	13000001	13100000	5105	43875	12441	8057	3677	1912
LR999930.1	13100001	13200000	0	49961	20744	10174	2391	1522
LR999930.1	13200001	13300000	826	51159	21005	8916	3870	6407
LR999930.1	13300001	13400000	0	48309	18228	10509	5395	1630
LR999930.1	13400001	13500000	11320	41068	17198	6273	4330	645
LR999930.1	13500001	13600000	9023	34079	10303	6947	4669	1070
LR999930.1	13600001	13700000	4976	18891	5988	4764	409	293
LR999930.1	13700001	13800000	8071	24641	6034	3714	2066	214
LR999930.1	13800001	13900000	10774	34022	12869	3348	5711	906
LR999930.1	13900001	14000000	11616	34655	15050	5519	2077	2640
LR999930.1	14000001	14100000	1903	40381	16003	10960	2986	1032
LR999930.1	14100001	14200000	0	51312	12749	5889	2277	20473
LR999930.1	14200001	14300000	0	36340	10019	8781	3387	338
LR999930.1	14300001	14400000	0	35765	14427	11748	1452	758
LR999930.1	14400001	14500000	0	32640	12732	10122	1379	1150
LR999930.1	14500001	14600000	0	25395	9155	6735	601	1569
LR999930.1	14600001	14700000	4057	34218	18436	7042	1410	564
LR999930.1	14700001	14800000	4416	40826	17560	7088	3629	1039
LR999930.1	14800001	14900000	1027	47714	18789	13303	2376	633
LR999930.1	14900001	15000000	0	42438	18791	11733	1248	1928
LR999930.1	15000001	15100000	0	48450	20482	12909	3967	1615
LR999930.1	15100001	15200000	0	47580	21893	10823	2568	2360
LR999930.1	15200001	15300000	0	52247	19827	11208	3402	9957
LR999930.1	15300001	15400000	2455	50273	22284	12212	3178	868
LR999930.1	15400001	15500000	5074	31079	10147	5760	3359	610
LR999930.1	15500001	15600000	9446	17470	8131	1024	3877	0
LR999930.1	15600001	15700000	6592	17503	7291	2845	860	551
LR999930.1	15700001	15715213	0	10720	3499		178	4411
LR999931.1	1	100000	1867	29255	9346	2716	636	263
LR999931.1	100001	200000	0	48481	25660	4603	3031	5572
LR999931.1	200001	300000	0	36149	16782	6945	2173	883
LR999931.1	300001	400000	1372	39211	13934	8478	1478	1051
LR999931.1	400001	500000	955	42620	16508	8544	3417	4043
LR999931.1	500001	600000	1908	36863	18869	8528	2623	862
LR999931.1	600001	700000	1137	34404	12302	5990	2933	5740
LR999931.1	700001	800000	6715	30834	9686	8791	4511	363
LR999931.1	800001	900000	3749	34370	11745	12066	675	1026
LR999931.1	900001	1000000	2614	41255	17539	10879	2396	1256
LR999931.1	1000001	1100000	6138	39364	19403	9667	1577	577
LR999931.1	1100001	1200000	3761	42494	21244	5839	3803	1761
LR999931.1	1200001	1300000	6595	40197	13132	6809	4605	6850
LR999931.1	1300001	1400000	5873	32194	10381	5503	3104	5221
LR999931.1	1400001	1500000	13541	19181	5562	4807	2002	661
LR999931.1	1500001	1600000	8654	34036	9749	5695	1885	538
LR999931.1	1600001	1700000	2042	38635	18165	7664	1959	829
LR999931.1	1700001	1800000	8790	40969	24612	5939	2269	1934
LR999931.1	1800001	1900000	4696	29759	9475	8735	954	552
LR999931.1	1900001	2000000	7792	28570	10627	6218	3032	349
LR999931.1	2000001	2100000	0	28065	9130	7523	1458	837
LR999931.1	2100001	2200000	0	37171	13909	10798	1965	997
LR999931.1	2200001	2300000	3662	32861	11542	7514	3177	985
LR999931.1	2300001	2400000	7892	34899	12563	8037	3740	97
LR999931.1	2400001	2500000	5707	32982	8354	7868	3136	514
LR999931.1	2500001	2600000	980	40881	13039	11474	2994	1795
LR999931.1	2600001	2700000	0	31751	10980	9431	3187	460
LR999931.1	2700001	2800000	0	40382	15812	12636	2993	1280
LR999931.1	2800001	2900000	0	42619	17673	10617	3623	862
LR999931.1	2900001	3000000	0	36255	13242	10655	4310	575
LR999931.1	3000001	3100000	785	34103	13256	10174	3151	164
LR999931.1	3100001	3200000	0	35400	13195	11280	1912	496
LR999931.1	3200001	3300000	0	46205	15399	2214	1128	6718
LR999931.1	3300001	3400000	6516	35646	10416	8182	2942	862
LR999931.1	3400001	3500000	0	44818	16089	14947	4019	2211
LR999931.1	3500001	3600000	174	46548	21996	7792	2674	616
LR999931.1	3600001	3700000	943	38899	13945	10214	2179	2177
LR999931.1	3700001	3800000	5493	20497	5895	5035	2381	2228
LR999931.1	3800001	3900000	5046	28777	9626	6725	2575	244
LR999931.1	3900001	4000000	983	24649	7956	6523	3011	607
LR999931.1	4000001	4100000	2350	30008	8733	8576	1685	639
LR999931.1	4100001	4200000	5047	41329	19075	6153	1656	754
LR999931.1	4200001	4300000	4121	20182	4899	5981	837	58
LR999931.1	4300001	4400000	503	30811	6838	7683	1602	8066
LR999931.1	4400001	4500000	18107	23307	7064	4839	2683	2059
LR999931.1	4500001	4600000	1670	18991	4336	5598	1028	365
LR999931.1	4600001	4700000	10512	20319	9434	4041	1000	652
LR999931.1	4700001	4800000	0	16718	5713	6432	313	73
LR999931.1	4800001	4900000	1029	20445	7068	4852	245	3273
LR999931.1	4900001	5000000	12424	22057	7276	7998	1635	450
LR999931.1	5000001	5100000	7564	12922	2833	3522	565	147
LR999931.1	5100001	5200000	0	25492	9715	5554	2512	523
LR999931.1	5200001	5300000	7373	23814	8228	5863	2629	182
LR999931.1	5300001	5400000	19699	18742	9045	3610	1556	221
LR999931.1	5400001	5500000	15462	19050	7187	2341	2164	506
LR999931.1	5500001	5600000	14189	19374	6331	5191	1602	501
LR999931.1	5600001	5700000	9766	17959	4850	5333	2217	771
LR999931.1	5700001	5800000	0	29496	10909	6731	2807	766
LR999931.1	5800001	5900000	8993	21691	9309	5441	1863	301
LR999931.1	5900001	6000000	8226	26111	6044	4314	3410	370
LR999931.1	6000001	6100000	6829	15822	3227	4624	1573	817
LR999931.1	6100001	6200000	262	8280	1689	1578	165	134
LR999931.1	6200001	6300000	0	16030	3060	3498	1677	381
LR999931.1	6300001	6400000	0	25689	7835	7256	793	4810
LR999931.1	6400001	6500000	4605	27697	10788	6599	3154	100
LR999931.1	6500001	6600000	9126	19201	6504	2993	2993	149
LR999931.1	6600001	6700000	18166	21423	6692	1768	3680	379
LR999931.1	6700001	6800000	1804	31645	10111	6909	5207	201
LR999931.1	6800001	6900000	1668	37212	17834	6902	777	796
LR999931.1	6900001	7000000	1943	26890	7224	6895	1290	261
LR999931.1	7000001	7100000	4682	15912	4523	2170	1256	352
LR999931.1	7100001	7200000	14026	30671	14621	2817	4270	2182
LR999931.1	7200001	7300000	15134	31922	17808	1769	2583	2960
LR999931.1	7300001	7400000	26038	15891	5113	3055	1509	338
LR999931.1	7400001	7500000	0	11922	4804	3652	932	0
LR999931.1	7500001	7600000	7110	32168	12565	1346	4475	3112
LR999931.1	7600001	7700000	23845	20765	8388	4099	2171	212
LR999931.1	7700001	7800000	10112	19685	7503	3490	887	269
LR999931.1	7800001	7900000	3675	42223	16011	7056	7530	5139
LR999931.1	7900001	8000000	0	40544	10597	6074	1070	2986
LR999931.1	8000001	8100000	1646	38390	11411	7368	2681	3342
LR999931.1	8100001	8200000	15943	16490	3760	5972	1070	630
LR999931.1	8200001	8300000	6183	19610	5136	6639	2385	73
LR999931.1	8300001	8400000	9947	24416	9291	2726	4188	1815
LR999931.1	8400001	8500000	6644	23709	10463	2808	3877	414
LR999931.1	8500001	8600000	1360	16990	5907	5335	910	210
LR999931.1	8600001	8700000	0	11131	2790	4110	506	499
LR999931.1	8700001	8800000	8122	20517	4550	5471	1195	4365
LR999931.1	8800001	8900000	3002	21286	7559	3851	295	860
LR999931.1	8900001	9000000	12	23005	9759	6791	475	401
LR999931.1	9000001	9100000	4800	19554	7310	5104	1401	460
LR999931.1	9100001	9200000	8339	20932	6484	5053	307	403
LR999931.1	9200001	9300000	18953	16509	5086	5148	1036	0
LR999931.1	9300001	9400000	0	16926	4808	5394	1808	0
LR999931.1	9400001	9500000	14696	21419	6383	2391	2905	5689
LR999931.1	9500001	9600000	19369	13064	4331	2640	1522	69
LR999931.1	9600001	9700000	0	11575	4028	1840	0	237
LR999931.1	9700001	9800000	9024	26056	10827	3058	3507	1229
LR999931.1	9800001	9900000	17351	15462	7236	2650	1338	262
LR999931.1	9900001	10000000	3369	14395	5079	3203	728	710
LR999931.1	10000001	10100000	7624	25247	11596	5539	1134	645
LR999931.1	10100001	10200000	9556	22262	8530	2399	2978	165
LR999931.1	10200001	10300000	5187	15082	8256	3067	382	0
LR999931.1	10300001	10400000	302	15590	7396	3856	1001	323
LR999931.1	10400001	10500000	8875	17029	8227	4437	1360	123
LR999931.1	10500001	10600000	15604	17587	9127	3084	1633	115
LR999931.1	10600001	10700000	14875	19339	5544	4570	1429	756
LR999931.1	10700001	10800000	8908	33278	11155	4806	2355	862
LR999931.1	10800001	10900000	18384	20360	4469	2703	2408	5031
LR999931.1	10900001	11000000	1894	30635	16127	4231	450	1796
LR999931.1	11000001	11100000	8615	17866	4252	3475	1779	5158
LR999931.1	11100001	11200000	2194	24168	8072	5419	2358	800
LR999931.1	11200001	11300000	15091	27885	14797	3856	1243	552
LR999931.1	11300001	11400000	9009	14056	5943	2189	1333	0
LR999931.1	11400001	11500000	15402	16619	5669	5143	553	79
LR999931.1	11500001	11600000	4473	22033	9800	3288	2109	1353
LR999931.1	11600001	11700000	20820	22405	5823	4149	2196	748
LR999931.1	11700001	11800000	24376	16230	3325	2769	2544	235
LR999931.1	11800001	11900000	15701	33222	17311	5676	3296	555
LR999931.1	11900001	12000000	11247	26553	12203	3627	2364	1026
LR999931.1	12000001	12100000	2127	29130	13480	4931	1589	472
LR999931.1	12100001	12200000	4298	26688	9077	6424	3416	921
LR999931.1	12200001	12300000	5386	30192	9468	7808	1823	1842
LR999931.1	12300001	12400000	4634	36217	12671	10507	3592	712
LR999931.1	12400001	12500000	0	36990	13527	8128	5873	544
LR999931.1	12500001	12600000	0	47500	17600	7985	5381	6960
LR999931.1	12600001	12700000	0	41774	15536	10150	3825	1169
LR999931.1	12700001	12800000	485	45323	20207	6513	3828	982
LR999931.1	12800001	12900000	2009	28457	7228	4257	2829	497
LR999931.1	12900001	13000000	1943	25008	8780	5887	1560	64
LR999931.1	13000001	13100000	0	16960	3605	6660	545	719
LR999931.1	13100001	13200000	13562	23253	6592	3990	3651	1313
LR999931.1	13200001	13300000	5583	16871	5296	2640	401	871
LR999931.1	13300001	13400000	0	27161	7636	7577	854	3219
LR999931.1	13400001	13500000	0	24651	8346	9045	1441	718
LR999931.1	13500001	13600000	446	31739	11659	9037	1844	572
LR999931.1	13600001	13700000	0	38483	17291	8265	3212	1591
LR999931.1	13700001	13800000	0	37836	10669	7707	6093	1045
LR999931.1	13800001	13900000	426	29977	9619	9016	2385	503
LR999931.1	13900001	14000000	1180	31181	14766	5095	2175	590
LR999931.1	14000001	14100000	0	20552	6315	8142	1091	0
LR999931.1	14100001	14200000	1578	27438	12257	4940	1319	1094
LR999931.1	14200001	14300000	8753	31669	12833	3992	2862	7537
LR999931.1	14300001	14400000	18100	19066	7286	1986	3416	399
LR999931.1	14400001	14500000	0	27117	13068	6966	1353	230
LR999931.1	14500001	14600000	2235	23528	8877	6116	1207	790
LR999931.1	14600001	14700000	4228	23499	8810	4772	1301	481
LR999931.1	14700001	14800000	8297	25920	7124	4338	1886	4523
LR999931.1	14800001	14900000	264	42963	17164	6232	2713	5492
LR999931.1	14900001	15000000	1704	41636	15861	8425	1171	3359
LR999931.1	15000001	15100000	847	42204	26793	5950	1235	2300
LR999931.1	15100001	15200000	0	27173	15121	8011	452	431
LR999931.1	15200001	15300000	0	32126	9994	6690	1831	5352
LR999931.1	15300001	15400000	1296	22353	7483	5201	468	5718
LR999931.1	15400001	15500000	3486	14292	4733	4391	350	441
LR999931.1	15500001	15572524	3097	17899	7182	3231	761	729
LR999932.1	1	100000	9823	31898	18819	2723	1786	748
LR999932.1	100001	200000	2648	33797	9649	8915	2694	9332
LR999932.1	200001	300000	9923	46923	16797	3678	5279	11912
LR999932.1	300001	400000	4976	44724	22559	9146	3574	799
LR999932.1	400001	500000	721	40685	15390	10232	3133	1058
LR999932.1	500001	600000	0	46373	19080	12541	3247	1612
LR999932.1	600001	700000	0	46184	22389	13081	2721	2494
LR999932.1	700001	800000	0	39515	16138	11669	3633	534
LR999932.1	800001	900000	0	41199	15458	12028	4561	805
LR999932.1	900001	1000000	7133	38534	19375	7499	2855	1542
LR999932.1	1000001	1100000	7230	41591	17754	6894	4387	983
LR999932.1	1100001	1200000	17267	39986	8264	6091	3978	11818
LR999932.1	1200001	1300000	372	32000	14335	7696	1603	478
LR999932.1	1300001	1400000	0	28118	12701	7052	1858	249
LR999932.1	1400001	1500000	0	27013	10766	8513	1051	573
LR999932.1	1500001	1600000	0	32056	12862	9006	1698	1481
LR999932.1	1600001	1700000	745	34197	12381	10640	3174	1150
LR999932.1	1700001	1800000	0	34860	17246	8288	972	369
LR999932.1	1800001	1900000	0	35438	13586	10544	1949	1282
LR999932.1	1900001	2000000	456	45261	14852	10406	2588	7442
LR999932.1	2000001	2100000	1056	44467	19951	13587	2001	679
LR999932.1	2100001	2200000	2603	46331	19484	10255	4020	1979
LR999932.1	2200001	2300000	2210	44404	23391	8648	1557	843
LR999932.1	2300001	2400000	0	54803	16650	11426	4746	8207
LR999932.1	2400001	2500000	0	47784	20453	10109	6556	999
LR999932.1	2500001	2600000	2315	45795	15397	8903	3270	5894
LR999932.1	2600001	2700000	0	43945	19247	12886	2596	838
LR999932.1	2700001	2800000	0	58361	20444	8084	3193	9145
LR999932.1	2800001	2900000	0	46183	21962	9804	2866	2807
LR999932.1	2900001	3000000	0	51850	18543	10356	5714	1447
LR999932.1	3000001	3100000	0	52935	23936	8140	2854	1008
LR999932.1	3100001	3200000	3316	41498	16787	10644	3501	367
LR999932.1	3200001	3300000	10019	37963	12794	6867	3730	2825
LR999932.1	3300001	3400000	7238	34361	11758	9733	2666	1479
LR999932.1	3400001	3500000	8773	37416	14958	5938	3544	764
LR999932.1	3500001	3600000	4429	37312	14270	7446	3873	1289
LR999932.1	3600001	3700000	4588	48864	20432	10235	3327	393
LR999932.1	3700001	3800000	6114	44239	13158	10997	5210	5746
LR999932.1	3800001	3900000	12995	41703	15686	7998	5196	975
LR999932.1	3900001	4000000	8751	39394	16098	8732	3702	729
LR999932.1	4000001	4100000	0	46481	22864	12958	3885	470
LR999932.1	4100001	4200000	0	52841	22548	12246	2205	1065
LR999932.1	4200001	4300000	0	47862	22711	10581	3637	1520
LR999932.1	4300001	4400000	3233	54400	22689	11272	3639	765
LR999932.1	4400001	4500000	5610	42416	17572	11129	4502	282
LR999932.1	4500001	4600000	2406	24937	7955	6928	2051	904
LR999932.1	4600001	4700000	13364	27477	11966	5857	2301	407
LR999932.1	4700001	4800000	5566	27166	11450	5595	1831	1438
LR999932.1	4800001	4900000	19970	25323	7830	5599	2632	612
LR999932.1	4900001	5000000	13203	27268	7423	4944	5612	813
LR999932.1	5000001	5100000	1940	40981	14914	12320	1345	3821
LR999932.1	5100001	5200000	0	43994	20508	10689	2378	1547
LR999932.1	5200001	5300000	331	50579	16238	11149	3778	3108
LR999932.1	5300001	5400000	1447	35949	11364	7478	1598	2260
LR999932.1	5400001	5500000	20426	29743	9901	5056	2256	1080
LR999932.1	5500001	5600000	9340	44168	21217	4618	4545	1428
LR999932.1	5600001	5700000	15208	24170	5773	3466	4678	894
LR999932.1	5700001	5800000	8284	22922	7294	5258	2453	368
LR999932.1	5800001	5900000	8676	20408	7478	3496	2530	972
LR999932.1	5900001	6000000	3893	40445	16950	4034	8341	1409
LR999932.1	6000001	6100000	1852	43733	19713	5783	4179	1165
LR999932.1	6100001	6200000	2582	36329	14819	6813	4375	1098
LR999932.1	6200001	6300000	6295	33015	12667	5670	1976	801
LR999932.1	6300001	6400000	8946	30712	11644	5050	4140	50
LR999932.1	6400001	6500000	7733	19474	5557	4338	1916	811
LR999932.1	6500001	6600000	4252	34449	12491	2896	4839	7753
LR999932.1	6600001	6700000	16007	35075	14741	2697	2972	9421
LR999932.1	6700001	6800000	14817	26199	8511	5526	3951	1113
LR999932.1	6800001	6900000	14889	33711	17184	5295	2446	681
LR999932.1	6900001	7000000	0	31187	12241	5584	1968	2241
LR999932.1	7000001	7100000	1026	24876	8120	6211	1179	1304
LR999932.1	7100001	7200000	1035	27564	9257	5943	1325	0
LR999932.1	7200001	7300000	1529	38760	16395	4280	5852	582
LR999932.1	7300001	7400000	0	32027	17393	4704	2589	1079
LR999932.1	7400001	7500000	7728	19389	6527	3464	2570	528
LR999932.1	7500001	7600000	7681	18876	3614	2433	3015	546
LR999932.1	7600001	7700000	7908	21163	9466	6994	716	1082
LR999932.1	7700001	7800000	0	4945	872	1274	123	421
LR999932.1	7800001	7900000	1095	17328	9300	2742	1088	94
LR999932.1	7900001	8000000	19326	17243	4597	1754	3627	1120
LR999932.1	8000001	8100000	3019	22494	5473	3935	1525	1614
LR999932.1	8100001	8200000	3167	26596	11246	6327	1587	581
LR999932.1	8200001	8300000	5557	23052	6749	7037	2560	1308
LR999932.1	8300001	8400000	7779	29062	6101	4901	978	7938
LR999932.1	8400001	8500000	13042	23582	6472	3335	743	1988
LR999932.1	8500001	8600000	3182	14640	3469	4201	533	0
LR999932.1	8600001	8700000	0	17833	6826	4543	387	87
LR999932.1	8700001	8800000	0	20097	9103	4201	1553	538
LR999932.1	8800001	8900000	0	20819	6959	3400	2565	788
LR999932.1	8900001	9000000	3343	21186	6493	6004	475	816
LR999932.1	9000001	9100000	650	15857	3642	4040	206	102
LR999932.1	9100001	9200000	4125	33491	17983	3955	1140	1121
LR999932.1	9200001	9300000	1168	39064	17277	4754	4394	1745
LR999932.1	9300001	9400000	0	36508	16748	4007	3331	4930
LR999932.1	9400001	9500000	832	29876	14118	3459	5977	419
LR999932.1	9500001	9600000	1650	28855	7637	4147	1550	6773
LR999932.1	9600001	9700000	406	37170	14182	5583	3639	4403
LR999932.1	9700001	9800000	354	32305	10377	4452	728	6436
LR999932.1	9800001	9900000	6987	15216	2776	3798	752	37
LR999932.1	9900001	10000000	7083	39589	6618	4435	2657	517
LR999932.1	10000001	10100000	1432	17022	6211	4629	869	277
LR999932.1	10100001	10200000	8551	24982	9273	3410	2102	963
LR999932.1	10200001	10300000	1312	27636	12027	4356	861	843
LR999932.1	10300001	10400000	0	31510	13406	3706	1190	67
LR999932.1	10400001	10500000	0	16328	7408	4626	480	394
LR999932.1	10500001	10600000	4482	29018	9936	6656	1086	334
LR999932.1	10600001	10700000	6815	30440	9554	3021	422	6726
LR999932.1	10700001	10800000	293	33158	10457	5771	1162	193
LR999932.1	10800001	10900000	1142	16953	5536	4476	1670	56
LR999932.1	10900001	11000000	1313	30776	11137	6493	1662	1754
LR999932.1	11000001	11100000	1249	35271	12794	4012	3086	2880
LR999932.1	11100001	11200000	0	32098	11102	3828	866	5321
LR999932.1	11200001	11300000	7367	41577	16818	6025	3407	5921
LR999932.1	11300001	11400000	2680	36796	9369	1893	5684	1814
LR999932.1	11400001	11500000	5038	20608	5769	3517	2582	531
LR999932.1	11500001	11600000	10678	18190	4853	4694	2943	290
LR999932.1	11600001	11700000	14731	17254	4497	5774	1629	1150
LR999932.1	11700001	11800000	3500	29927	10933	8356	1680	776
LR999932.1	11800001	11900000	4894	29747	9015	8178	1297	63
LR999932.1	11900001	12000000	5031	29896	11672	5010	1383	1158
LR999932.1	12000001	12100000	2081	33701	11477	3947	4277	1443
LR999932.1	12100001	12200000	0	45570	20469	5829	5743	4535
LR999932.1	12200001	12300000	760	37981	18210	9233	1750	1038
LR999932.1	12300001	12400000	451	41479	9652	9184	2504	6940
LR999932.1	12400001	12500000	0	41606	17039	7778	1117	574
LR999932.1	12500001	12600000	2955	46912	20791	5794	1999	7309
LR999932.1	12600001	12700000	8339	33613	14213	4108	4249	946
LR999932.1	12700001	12800000	4519	30603	10615	9423	2820	899
LR999932.1	12800001	12900000	0	51650	22737	10136	3750	1350
LR999932.1	12900001	13000000	0	46689	9160	9378	2660	15851
LR999932.1	13000001	13100000	17865	34747	17780	3825	944	6442
LR999932.1	13100001	13200000	6551	32004	12351	6334	4235	831
LR999932.1	13200001	13300000	5568	40400	14531	9046	6242	1259
LR999932.1	13300001	13400000	4497	49389	18986	10364	2829	3802
LR999932.1	13400001	13500000	0	46376	16166	12140	4426	2269
LR999932.1	13500001	13600000	3931	48520	21083	12018	3227	752
LR999932.1	13600001	13700000	9483	31456	11459	11010	1857	684
LR999932.1	13700001	13800000	0	32579	13850	10623	2453	833
LR999932.1	13800001	13900000	0	29814	11831	8770	2401	362
LR999932.1	13900001	14000000	10294	26311	8156	6295	5140	404
LR999932.1	14000001	14100000	6344	53441	22931	7634	4903	1651
LR999932.1	14100001	14200000	2733	41817	22112	7974	2381	1272
LR999932.1	14200001	14300000	12676	23391	8901	5092	1703	267
LR999932.1	14300001	14400000	10336	43229	15177	10271	3731	2807
LR999932.1	14400001	14500000	1888	49765	18066	13232	3755	581
LR999932.1	14500001	14600000	2918	51737	19987	13676	4226	1660
LR999932.1	14600001	14700000	3742	48565	25695	9126	1791	7290
LR999932.1	14700001	14800000	4264	33171	13602	7725	2683	865
LR999932.1	14800001	14900000	9052	30335	9852	9114	4068	1577
LR999932.1	14900001	15000000	11667	28987	13446	6359	5154	316
LR999932.1	15000001	15100000	968	26605	11883	6233	1735	533
LR999932.1	15100001	15200000	4643	23886	10638	4673	1400	712
LR999932.1	15200001	15300000	1291	17685	6156	3107	2296	1482
LR999932.1	15300001	15400000	426	11821	3839	1830	1564	748
LR999932.1	15400001	15426761	2429	10247	4100	645	391	3326
LR999933.1	1	100000	7420	27557	8973	2063	3753	5721
LR999933.1	100001	200000	0	36649	17901	8577	1657	1812
LR999933.1	200001	300000	0	44651	17037	7709	2565	6168
LR999933.1	300001	400000	2384	45174	17867	8124	2313	1555
LR999933.1	400001	500000	1594	41259	16246	7639	3213	1501
LR999933.1	500001	600000	5311	42069	16716	9272	2380	3885
LR999933.1	600001	700000	1309	38858	15721	10723	2362	394
LR999933.1	700001	800000	2055	45605	20822	11644	2457	1129
LR999933.1	800001	900000	300	50873	15675	13952	3102	3248
LR999933.1	900001	1000000	0	46849	18755	10130	3079	342
LR999933.1	1000001	1100000	4392	49797	19040	7232	2521	878
LR999933.1	1100001	1200000	5992	48792	19573	8645	4524	7072
LR999933.1	1200001	1300000	0	44658	21453	11732	3578	337
LR999933.1	1300001	1400000	0	43022	17863	11147	3339	815
LR999933.1	1400001	1500000	1194	45401	18295	10625	2588	1050
LR999933.1	1500001	1600000	1027	43055	15302	10767	3273	981
LR999933.1	1600001	1700000	0	54264	17182	10088	1448	13188
LR999933.1	1700001	1800000	3068	48248	20587	11322	3731	1334
LR999933.1	1800001	1900000	4792	39860	13870	7695	5199	777
LR999933.1	1900001	2000000	8756	35225	13308	8577	4221	1191
LR999933.1	2000001	2100000	9692	42638	22234	11800	968	295
LR999933.1	2100001	2200000	13229	36255	18652	7456	1862	429
LR999933.1	2200001	2300000	3440	50968	13649	12322	2175	12258
LR999933.1	2300001	2400000	0	51492	19588	14387	4602	1755
LR999933.1	2400001	2500000	5722	41486	15750	8559	4236	699
LR999933.1	2500001	2600000	15987	32476	8876	7709	4565	1937
LR999933.1	2600001	2700000	1702	35919	10959	8086	2441	550
LR999933.1	2700001	2800000	1236	28831	10818	8087	1879	743
LR999933.1	2800001	2900000	0	39409	14999	10364	3211	1603
LR999933.1	2900001	3000000	382	32287	14507	10274	1043	581
LR999933.1	3000001	3100000	7531	28402	13606	4241	1773	818
LR999933.1	3100001	3200000	4663	30519	11821	5221	2598	1914
LR999933.1	3200001	3300000	1246	34962	14822	8117	1269	1640
LR999933.1	3300001	3400000	0	32811	13325	7182	1626	1295
LR999933.1	3400001	3500000	0	28197	11052	7765	2395	0
LR999933.1	3500001	3600000	1339	20627	7609	4533	1770	284
LR999933.1	3600001	3700000	0	32989	11400	9843	2826	413
LR999933.1	3700001	3800000	0	43916	16548	8317	3145	5236
LR999933.1	3800001	3900000	995	39633	13067	10774	2715	1443
LR999933.1	3900001	4000000	0	44663	17009	7803	756	5570
LR999933.1	4000001	4100000	87	40305	22485	6770	2551	1353
LR999933.1	4100001	4200000	519	44883	19263	7438	3146	6617
LR999933.1	4200001	4300000	1076	30334	11565	7149	3485	195
LR999933.1	4300001	4400000	0	30198	8831	11345	491	641
LR999933.1	4400001	4500000	0	36792	14786	7958	3077	1066
LR999933.1	4500001	4600000	8518	29824	7753	5267	3424	1253
LR999933.1	4600001	4700000	7460	33609	16984	8007	2638	387
LR999933.1	4700001	4800000	520	37009	11666	9537	3815	1285
LR999933.1	4800001	4900000	0	40887	15488	8018	1675	3192
LR999933.1	4900001	5000000	925	40305	11859	7687	4820	7924
LR999933.1	5000001	5100000	6575	30041	11160	5667	2844	2051
LR999933.1	5100001	5200000	3505	29795	12119	6425	3736	449
LR999933.1	5200001	5300000	1371	26380	9083	8550	1601	385
LR999933.1	5300001	5400000	0	26652	10441	7751	1603	0
LR999933.1	5400001	5500000	15852	26624	6874	3999	5883	681
LR999933.1	5500001	5600000	2814	37776	18603	6605	1883	439
LR999933.1	5600001	5700000	692	31484	12272	8339	2495	690
LR999933.1	5700001	5800000	5574	36012	12501	7806	2511	1727
LR999933.1	5800001	5900000	5041	23796	7417	5285	3795	266
LR999933.1	5900001	6000000	1292	24242	10975	7542	1076	653
LR999933.1	6000001	6100000	0	27613	12357	7091	816	114
LR999933.1	6100001	6200000	4626	22904	5856	5216	1391	298
LR999933.1	6200001	6300000	1481	23742	8191	7823	1602	100
LR999933.1	6300001	6400000	14531	19176	6530	3495	1463	313
LR999933.1	6400001	6500000	9535	25546	6864	3819	2600	5239
LR999933.1	6500001	6600000	592	32546	14935	6579	1760	494
LR999933.1	6600001	6700000	5645	18504	8386	2723	1036	261
LR999933.1	6700001	6800000	1591	36191	17389	5390	1647	3354
LR999933.1	6800001	6900000	817	20653	12294	3608	1197	609
LR999933.1	6900001	7000000	2881	12182	6832	1522	0	475
LR999933.1	7000001	7100000	19278	14343	4043	3891	292	120
LR999933.1	7100001	7200000	1668	31123	11116	5620	1128	5299
LR999933.1	7200001	7300000	4543	26610	13188	4167	1421	0
LR999933.1	7300001	7400000	2736	34333	10214	4423	763	7079
LR999933.1	7400001	7500000	1891	29698	6594	6317	4354	225
LR999933.1	7500001	7600000	1511	20419	7750	5247	1441	932
LR999933.1	7600001	7700000	5084	15339	4019	3440	1799	310
LR999933.1	7700001	7800000	5236	19280	4888	2535	2945	4495
LR999933.1	7800001	7900000	11372	20589	9519	2553	1431	644
LR999933.1	7900001	8000000	0	32431	7799	4942	1652	7335
LR999933.1	8000001	8100000	0	30435	16011	4251	685	932
LR999933.1	8100001	8200000	3915	23146	8743	4715	890	2945
LR999933.1	8200001	8300000	3605	31965	14643	5962	1972	964
LR999933.1	8300001	8400000	4065	28523	14270	3071	3176	0
LR999933.1	8400001	8500000	8562	18468	5819	4214	2061	81
LR999933.1	8500001	8600000	12628	33533	14738	4359	2910	3634
LR999933.1	8600001	8700000	670	14512	6717	2899	996	22
LR999933.1	8700001	8800000	1176	22794	9927	5365	1473	219
LR999933.1	8800001	8900000	2771	15759	5248	3361	1211	135
LR999933.1	8900001	9000000	0	23296	7616	7539	1402	666
LR999933.1	9000001	9100000	402	22205	10932	3995	1801	0
LR999933.1	9100001	9200000	1608	28007	13934	6536	685	657
LR999933.1	9200001	9300000	1534	19537	5728	4056	1261	6171
LR999933.1	9300001	9400000	0	27814	12473	7183	1360	94
LR999933.1	9400001	9500000	0	28886	10972	6571	1646	1525
LR999933.1	9500001	9600000	8064	25657	10181	5420	3120	354
LR999933.1	9600001	9700000	8813	26700	11979	5070	3359	635
LR999933.1	9700001	9800000	10238	31921	8325	6089	5200	1373
